,lng,lat,date,customdate,time,crime,barangay,city,modus,placetype,land area sq km,"Marital Status,Common law/livein","Marital Status,Common law/livein,female","Marital Status,Common law/livein,male","Marital Status,Divorced/Separated","Marital Status,Divorced/Separated,female","Marital Status,Divorced/Separated,male","Marital Status,Married","Marital Status,Married,female","Marital Status,Married,male","Marital Status,Single","Marital Status,Single,female","Marital Status,Single,male","Marital Status,Unknown","Marital Status,Unknown,female","Marital Status,Unknown,male","Marital Status,Widowed","Marital Status,Widowed,female","Marital Status,Widowed,male"
851,125.818,7.44999,15/06/2018,"Fri - Jun 15, 2018",22:00:00,THEFT,Magugpo East,Tagum City,Plain Theft,urban,11.1,1297,651,646,187,116,71,4795,2406,2389,"5,147","2,406","2,741",1,1,0,522,401,120
852,125.815,7.458289999999999,16/06/2018,"Sat - Jun 16, 2018",4:30:00,THEFT,Magugpo North,Tagum City,Plain Theft,urban,7.19,840,422,418,121,75,46,3105,1558,1547,"3,334","1,558","1,775",0,0,0,338,260,78
853,125.807,7.4222399999999995,16/06/2018,"Sat - Jun 16, 2018",4:00:00,ROBBERY,Visayan Village,Tagum City,Crowbar/Destroying Lock,urban,31.0,3622,1819,1803,523,325,199,13392,6720,6672,"14,376","6,721","7,655",2,2,0,"1,457",1121,336
854,125.821,7.436560000000001,16/06/2018,"Sat - Jun 16, 2018",19:30:00,ROBBERY,Apokon,Tagum City,Taxi Hold-Up W/ Gun,urban,22.88,2673,1342,1331,386,240,147,9885,4960,4925,"10,611","4,961","5,650",1,1,0,1076,827,248
855,125.8,7.44107,17/06/2018,"Sun - Jun 17, 2018",14:50:00,THEFT,Magugpo South,Tagum City,Salisi,urban,8.33,974,489,485,141,87,53,3600,1806,1793,"3,864","1,807","2,058",1,0,0,392,301,90
856,125.785,7.41565,17/06/2018,"Sun - Jun 17, 2018",21:45:00,Drug Related Incident (RA 9165),Canocotan,Tagum City,Not Indicated,urban,6.26,731,367,364,106,66,40,2704,1357,1347,"2,903","1,357","1,546",0,0,0,294,226,68
857,125.82,7.46165,17/06/2018,"Sun - Jun 17, 2018",15:00:00,ROBBERY,Magdum,Tagum City,Crowbar/Destroying Lock,urban,7.86,918,461,457,133,82,50,3395,1704,1691,"3,645","1,704","1,941",0,0,0,369,284,85
858,125.77,7.408939999999999,17/06/2018,"Sun - Jun 17, 2018",20:24:00,PHYSICAL INJURIES,Canocotan,Tagum City,Shooting,urban,6.26,731,367,364,106,66,40,2704,1357,1347,"2,903","1,357","1,546",0,0,0,294,226,68
859,125.824,7.42943,18/06/2018,"Mon - Jun 18, 2018",16:00:00,PHYSICAL INJURIES,Apokon,Tagum City,Stabbing/Hacking,urban,22.88,2673,1342,1331,386,240,147,9885,4960,4925,"10,611","4,961","5,650",1,1,0,1076,827,248
860,125.805,7.44676,19/06/2018,"Tue - Jun 19, 2018",2:30:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Stabbing/Hacking,urban,2.43,284,143,142,41,25,16,1052,528,524,"1,129",528,601,0,0,0,114,88,26
861,125.77799999999999,7.44365,19/06/2018,"Tue - Jun 19, 2018",3:00:00,ROBBERY,San Miguel (Camp 4),Tagum City,Crowbar/Destroying Lock,urban,13.32,1557,782,775,225,140,85,5755,2888,2867,"6,178","2,888","3,290",1,1,0,626,482,145
862,125.801,7.4265,19/06/2018,"Tue - Jun 19, 2018",1:57:00,THEFT,Visayan Village,Tagum City,Salisi (Akyat Bahay),urban,31.0,3622,1819,1803,523,325,199,13392,6720,6672,"14,376","6,721","7,655",2,2,0,"1,457",1121,336
863,125.806,7.43297,19/06/2018,"Tue - Jun 19, 2018",23:01:00,PHYSICAL INJURIES,Visayan Village,Tagum City,Mauling,urban,31.0,3622,1819,1803,523,325,199,13392,6720,6672,"14,376","6,721","7,655",2,2,0,"1,457",1121,336
864,125.803,7.459919999999999,20/06/2018,"Wed - Jun 20, 2018",1:20:00,MURDER,Magugpo West,Tagum City,Stabbing/Hacking,urban,10.74,1255,630,625,181,113,69,4641,2329,2312,"4,982","2,329","2,653",1,1,0,505,388,117
865,125.774,7.468089999999999,20/06/2018,"Wed - Jun 20, 2018",1:00:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,urban,29.97,3502,1759,1744,506,314,192,12949,6497,6451,"13,900","6,499","7,402",2,2,0,1409,1084,325
866,125.709,7.12387,21/06/2018,"Thu - Jun 21, 2018",3:00:00,PHYSICAL INJURIES,San Agustin,Samal City,Stabbing/Hacking,rural,5.14,172,86,86,21,11,10,631,316,315,583,249,333,0,0,0,68,50,18
867,125.677,7.2930399999999995,15/06/2018,"Fri - Jun 15, 2018",17:00:00,THEFT,Gredu (Pob.),Panabo City,Qualified Theft,urban,22.51,1469,732,737,187,113,74,5592,2801,2792,"5,590","2,542","3,047",1,1,1,561,426,135
868,125.679,7.28742,21/06/2018,"Thu - Jun 21, 2018",16:00:00,PHYSICAL INJURIES,Cagangohan,Panabo City,Mauling,urban,18.74,1224,610,614,156,94,62,4657,2332,2325,"4,655",2117,2538,1,1,0,467,354,113
869,125.804,7.44544,21/06/2018,"Thu - Jun 21, 2018",15:30:00,Drug Related Incident (RA 9165),Magugpo Poblacion,Tagum City,Not Indicated,urban,2.43,284,143,142,41,25,16,1052,528,524,"1,129",528,601,0,0,0,114,88,26
870,125.803,7.45878,22/06/2018,"Fri - Jun 22, 2018",3:30:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,urban,10.74,1255,630,625,181,113,69,4641,2329,2312,"4,982","2,329","2,653",1,1,0,505,388,117
871,125.781,7.09455,20/06/2018,"Wed - Jun 20, 2018",16:05:00,THEFT,Aundanao,Samal City,Qualified Theft,rural,3.68,123,62,62,15,8,7,451,226,225,417,179,239,0,0,0,48,36,13
872,125.821,7.45397,22/06/2018,"Fri - Jun 22, 2018",3:00:00,PHYSICAL INJURIES,Magugpo East,Tagum City,Stabbing/Hacking,urban,11.1,1297,651,646,187,116,71,4795,2406,2389,"5,147","2,406","2,741",1,1,0,522,401,120
873,125.69200000000001,7.3176,22/06/2018,"Fri - Jun 22, 2018",11:10:00,Drug Related Incident (RA 9165),Salvacion,Panabo City,Not Indicated,urban,12.95,846,422,424,107,65,43,3219,1612,1607,"3,217","1,463","1,754",1,0,0,323,245,78
874,125.68299999999999,7.3087100000000005,22/06/2018,"Fri - Jun 22, 2018",16:45:00,THEFT,San Francisco (Pob.),Panabo City,Salisi (Establishment),urban,17.46,1140,568,572,145,87,57,4338,2173,2165,"4,336","1,972","2,364",1,1,0,435,330,105
875,125.71,7.29638,23/06/2018,"Sat - Jun 23, 2018",0:20:00,Drug Related Incident (RA 9165),San Pedro,Panabo City,Not Indicated,urban,5.7,372,186,187,47,29,19,1417,710,708,"1,417",644,772,0,0,0,142,108,34
876,125.814,7.4588600000000005,23/06/2018,"Sat - Jun 23, 2018",6:00:00,THEFT,Magugpo North,Tagum City,Salisi,urban,7.19,840,422,418,121,75,46,3105,1558,1547,"3,334","1,558","1,775",0,0,0,338,260,78
877,125.788,7.45665,23/06/2018,"Sat - Jun 23, 2018",22:13:00,PHYSICAL INJURIES,Mankilam,Tagum City,Stabbing/Hacking,urban,29.97,3502,1759,1744,506,314,192,12949,6497,6451,"13,900","6,499","7,402",2,2,0,1409,1084,325
878,125.802,7.4558,23/06/2018,"Sat - Jun 23, 2018",23:56:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Shooting,urban,10.74,1255,630,625,181,113,69,4641,2329,2312,"4,982","2,329","2,653",1,1,0,505,388,117
879,125.807,7.44988,23/06/2018,"Sat - Jun 23, 2018",21:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,284,143,142,41,25,16,1052,528,524,"1,129",528,601,0,0,0,114,88,26
880,125.68299999999999,7.30635,24/06/2018,"Sun - Jun 24, 2018",22:00:00,PHYSICAL INJURIES,San Francisco (Pob.),Panabo City,Stabbing/Hacking,urban,17.46,1140,568,572,145,87,57,4338,2173,2165,"4,336","1,972","2,364",1,1,0,435,330,105
881,125.698,7.16183,24/06/2018,"Sun - Jun 24, 2018",18:00:00,THEFT,Tambo,Samal City,Salisi (Cellphone),rural,12.49,419,210,209,51,27,24,1532,767,765,"1,416",606,810,1,1,0,164,122,43
882,125.819,7.4518,22/06/2018,"Fri - Jun 22, 2018",20:30:00,THEFT,Magugpo East,Tagum City,Salisi,urban,11.1,1297,651,646,187,116,71,4795,2406,2389,"5,147","2,406","2,741",1,1,0,522,401,120
883,125.773,7.44358,25/06/2018,"Mon - Jun 25, 2018",2:20:00,PHYSICAL INJURIES,San Miguel (Camp 4),Tagum City,Mauling,urban,13.32,1557,782,775,225,140,85,5755,2888,2867,"6,178","2,888","3,290",1,1,0,626,482,145
884,125.802,7.458710000000001,26/06/2018,"Tue - Jun 26, 2018",3:30:00,ROBBERY,Magugpo West,Tagum City,Breaking and Entering,urban,10.74,1255,630,625,181,113,69,4641,2329,2312,"4,982","2,329","2,653",1,1,0,505,388,117
885,125.78399999999999,7.415260000000001,26/06/2018,"Tue - Jun 26, 2018",13:30:00,Drug Related Incident (RA 9165),Canocotan,Tagum City,Not Indicated,urban,6.26,731,367,364,106,66,40,2704,1357,1347,"2,903","1,357","1,546",0,0,0,294,226,68
886,125.684,7.134119999999999,26/06/2018,"Tue - Jun 26, 2018",17:35:00,Drug Related Incident (RA 9165),Moncado (Pob.),Samal City,Not Indicated,rural,10.7,359,180,179,44,24,20,1312,657,655,"1,213",519,694,1,1,0,141,104,37
887,125.772,7.44297,26/06/2018,"Tue - Jun 26, 2018",13:40:00,Drug Related Incident (RA 9165),San Miguel (Camp 4),Tagum City,Not Indicated,urban,13.32,1557,782,775,225,140,85,5755,2888,2867,"6,178","2,888","3,290",1,1,0,626,482,145
888,125.819,7.45943,27/06/2018,"Wed - Jun 27, 2018",1:00:00,ROBBERY,Magugpo North,Tagum City,With Violence Against or Intimidation of Persons,urban,7.19,840,422,418,121,75,46,3105,1558,1547,"3,334","1,558","1,775",0,0,0,338,260,78
889,125.805,7.4438699999999995,27/06/2018,"Wed - Jun 27, 2018",2:00:00,ROBBERY,Magugpo Poblacion,Tagum City,With Violence Against or Intimidation of Persons,urban,2.43,284,143,142,41,25,16,1052,528,524,"1,129",528,601,0,0,0,114,88,26
890,125.801,7.4775,27/06/2018,"Wed - Jun 27, 2018",12:57:00,THEFT,La Filipina,Tagum City,Salisi (Establishment),urban,11.84,1383,695,689,200,124,76,5115,2566,2548,"5,491","2,567","2,924",1,1,0,557,428,128
891,125.816,7.45748,27/06/2018,"Wed - Jun 27, 2018",20:45:00,PHYSICAL INJURIES,Magugpo North,Tagum City,Stabbing/Hacking,urban,7.19,840,422,418,121,75,46,3105,1558,1547,"3,334","1,558","1,775",0,0,0,338,260,78
892,125.806,7.43388,28/06/2018,"Thu - Jun 28, 2018",3:27:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,urban,31.0,3622,1819,1803,523,325,199,13392,6720,6672,"14,376","6,721","7,655",2,2,0,"1,457",1121,336
893,125.806,7.44797,23/06/2018,"Sat - Jun 23, 2018",4:00:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,284,143,142,41,25,16,1052,528,524,"1,129",528,601,0,0,0,114,88,26
894,125.77,7.44405,28/06/2018,"Thu - Jun 28, 2018",22:00:00,PHYSICAL INJURIES,San Miguel (Camp 4),Tagum City,Mauling,urban,13.32,1557,782,775,225,140,85,5755,2888,2867,"6,178","2,888","3,290",1,1,0,626,482,145
895,125.619,7.288310000000001,14/04/2018,"Sat - Apr 14, 2018",21:05:00,THEFT,Katualan,Panabo City,Plain Theft,rural,1.01,66,33,33,8,5,3,252,126,126,251,114,137,0,0,0,25,19,6
896,125.8,7.46197,29/06/2018,"Fri - Jun 29, 2018",18:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,1255,630,625,181,113,69,4641,2329,2312,"4,982","2,329","2,653",1,1,0,505,388,117
897,125.806,7.4462,30/06/2018,"Sat - Jun 30, 2018",1:20:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,284,143,142,41,25,16,1052,528,524,"1,129",528,601,0,0,0,114,88,26
898,125.804,7.429289999999999,30/06/2018,"Sat - Jun 30, 2018",10:45:00,THEFT,Visayan Village,Tagum City,Salisi (Establishment),urban,31.0,3622,1819,1803,523,325,199,13392,6720,6672,"14,376","6,721","7,655",2,2,0,"1,457",1121,336
899,125.70700000000001,7.075830000000001,01/07/2018,"Sun - Jul 1, 2018",0:27:00,PHYSICAL INJURIES,Peñaplata (Pob.),Samal City,Stabbing/Hacking,urban,17.42,585,293,292,71,38,33,2137,1070,1067,"1,975",845,1129,2,1,0,229,170,60
900,125.816,7.391839999999999,30/06/2018,"Sat - Jun 30, 2018",19:20:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,964,484,480,139,86,53,3563,1788,1775,"3,825","1,788","2,037",1,0,0,388,298,89
901,125.79899999999999,7.42507,30/06/2018,"Sat - Jun 30, 2018",19:00:00,ROBBERY,Visayan Village,Tagum City,Destroying Window,urban,31.0,3622,1819,1803,523,325,199,13392,6720,6672,"14,376","6,721","7,655",2,2,0,"1,457",1121,336
902,125.803,7.44993,01/07/2018,"Sun - Jul 1, 2018",18:45:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,284,143,142,41,25,16,1052,528,524,"1,129",528,601,0,0,0,114,88,26
903,125.80799999999999,7.4178,01/07/2018,"Sun - Jul 1, 2018",20:00:00,ROBBERY,Visayan Village,Tagum City,Hold-Up W/ Gun,urban,31.0,3622,1819,1803,523,325,199,13392,6720,6672,"14,376","6,721","7,655",2,2,0,"1,457",1121,336
904,125.78399999999999,7.4554100000000005,01/07/2018,"Sun - Jul 1, 2018",20:30:00,THEFT,Mankilam,Tagum City,Salisi,urban,29.97,3502,1759,1744,506,314,192,12949,6497,6451,"13,900","6,499","7,402",2,2,0,1409,1084,325
905,125.774,7.468710000000001,01/07/2018,"Sun - Jul 1, 2018",19:00:00,PHYSICAL INJURIES,Mankilam,Tagum City,Stabbing/Hacking,urban,29.97,3502,1759,1744,506,314,192,12949,6497,6451,"13,900","6,499","7,402",2,2,0,1409,1084,325
906,125.777,7.46365,01/07/2018,"Sun - Jul 1, 2018",19:52:00,Drug Related Incident (RA 9165),Magugpo East,Tagum City,Not Indicated,urban,11.1,1297,651,646,187,116,71,4795,2406,2389,"5,147","2,406","2,741",1,1,0,522,401,120
907,125.805,7.44584,02/07/2018,"Mon - Jul 2, 2018",1:36:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,284,143,142,41,25,16,1052,528,524,"1,129",528,601,0,0,0,114,88,26
908,125.68299999999999,7.29679,02/07/2018,"Mon - Jul 2, 2018",15:50:00,Drug Related Incident (RA 9165),New Pandan (Pob.),Panabo City,Not Indicated,urban,9.03,589,294,296,75,45,30,2243,1124,1120,"2,242","1,020","1,222",1,0,0,225,171,54
909,125.675,7.297289999999999,02/07/2018,"Mon - Jul 2, 2018",21:05:00,Drug Related Incident (RA 9165),Gredu (Pob.),Panabo City,Not Indicated,urban,22.51,1469,732,737,187,113,74,5592,2801,2792,"5,590","2,542","3,047",1,1,1,561,426,135
910,125.82700000000001,7.42175,02/07/2018,"Mon - Jul 2, 2018",3:15:00,ROBBERY,Apokon,Tagum City,Hold-Up W/ Gun,urban,22.88,2673,1342,1331,386,240,147,9885,4960,4925,"10,611","4,961","5,650",1,1,0,1076,827,248
911,125.79899999999999,7.46065,02/07/2018,"Mon - Jul 2, 2018",15:00:00,THEFT,Magugpo West,Tagum City,Salisi,urban,10.74,1255,630,625,181,113,69,4641,2329,2312,"4,982","2,329","2,653",1,1,0,505,388,117
912,125.82,7.4233899999999995,02/07/2018,"Mon - Jul 2, 2018",22:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,urban,31.0,3622,1819,1803,523,325,199,13392,6720,6672,"14,376","6,721","7,655",2,2,0,"1,457",1121,336
913,125.566,7.2903,01/07/2018,"Sun - Jul 1, 2018",22:00:00,PHYSICAL INJURIES,Malativas,Panabo City,Mauling,rural,3.27,213,106,107,27,16,11,812,407,405,811,369,442,0,0,0,81,62,20
914,125.82700000000001,7.426260000000001,02/07/2018,"Mon - Jul 2, 2018",2:00:00,ROBBERY,Apokon,Tagum City,Agaw-Armas,urban,22.88,2673,1342,1331,386,240,147,9885,4960,4925,"10,611","4,961","5,650",1,1,0,1076,827,248
915,125.77,7.4099699999999995,03/07/2018,"Tue - Jul 3, 2018",7:00:00,PHYSICAL INJURIES,Canocotan,Tagum City,Shooting,urban,6.26,731,367,364,106,66,40,2704,1357,1347,"2,903","1,357","1,546",0,0,0,294,226,68
916,125.78,7.390960000000001,02/07/2018,"Mon - Jul 2, 2018",18:30:00,RAPE (Art. 266-A RC & R.A.8353),San Isidro,Tagum City,"Force, Threat and Intimidation",rural,3.69,431,216,215,62,39,24,1594,800,794,"1,711",800,911,0,0,0,173,133,40
917,125.69200000000001,7.3189,15/06/2018,"Fri - Jun 15, 2018",19:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Salvacion,Panabo City,Forcibly Taken,urban,12.95,846,422,424,107,65,43,3219,1612,1607,"3,217","1,463","1,754",1,0,0,323,245,78
918,125.63799999999999,7.307930000000001,04/07/2018,"Wed - Jul 4, 2018",5:00:00,ROBBERY,Maduao,Panabo City,Hold-Up W/ Gun,rural,4.24,277,138,139,35,21,14,1053,527,525,"1,052",479,574,0,0,0,106,80,25
919,125.696,7.29162,04/07/2018,"Wed - Jul 4, 2018",10:50:00,Drug Related Incident (RA 9165),San Pedro,Panabo City,Not Indicated,urban,5.7,372,186,187,47,29,19,1417,710,708,"1,417",644,772,0,0,0,142,108,34
920,125.667,7.280480000000001,04/07/2018,"Wed - Jul 4, 2018",15:50:00,THEFT,J.P. Laurel,Panabo City,Qualified Theft,urban,8.93,583,290,292,74,45,29,2218,1111,1107,"2,217","1,008","1,209",1,0,0,222,169,54
921,125.771,7.442880000000001,05/07/2018,"Thu - Jul 5, 2018",1:00:00,THEFT,San Miguel (Camp 4),Tagum City,Salisi (Akyat Bahay),urban,13.32,1557,782,775,225,140,85,5755,2888,2867,"6,178","2,888","3,290",1,1,0,626,482,145
922,125.79799999999999,7.4462399999999995,05/07/2018,"Thu - Jul 5, 2018",3:00:00,THEFT,Magugpo South,Tagum City,Salisi,urban,8.33,974,489,485,141,87,53,3600,1806,1793,"3,864","1,807","2,058",1,0,0,392,301,90
923,125.74700000000001,7.1603,05/07/2018,"Thu - Jul 5, 2018",18:30:00,PHYSICAL INJURIES,Balet,Samal City,Stabbing/Hacking,rural,8.25,277,139,138,34,18,16,1013,507,506,936,400,535,1,1,0,109,80,28
924,125.811,7.4492,05/07/2018,"Thu - Jul 5, 2018",17:30:00,THEFT,Magugpo East,Tagum City,Shoplifting,urban,11.1,1297,651,646,187,116,71,4795,2406,2389,"5,147","2,406","2,741",1,1,0,522,401,120
925,125.79899999999999,7.45626,06/07/2018,"Fri - Jul 6, 2018",1:10:00,ROBBERY,Magugpo West,Tagum City,With Violence Against or Intimidation of Persons,urban,10.74,1255,630,625,181,113,69,4641,2329,2312,"4,982","2,329","2,653",1,1,0,505,388,117
926,125.802,7.4441,04/07/2018,"Wed - Jul 4, 2018",20:30:00,ROBBERY,Magugpo South,Tagum City,Breaking and Entering,urban,8.33,974,489,485,141,87,53,3600,1806,1793,"3,864","1,807","2,058",1,0,0,392,301,90
927,125.68,7.3183300000000004,06/07/2018,"Fri - Jul 6, 2018",15:15:00,Drug Related Incident (RA 9165),San Francisco (Pob.),Panabo City,Not Indicated,urban,17.46,1140,568,572,145,87,57,4338,2173,2165,"4,336","1,972","2,364",1,1,0,435,330,105
928,125.67,7.27689,06/07/2018,"Fri - Jul 6, 2018",16:20:00,Drug Related Incident (RA 9165),J.P. Laurel,Panabo City,Not Indicated,urban,8.93,583,290,292,74,45,29,2218,1111,1107,"2,217","1,008","1,209",1,0,0,222,169,54
929,125.69,7.31688,06/07/2018,"Fri - Jul 6, 2018",22:05:00,Drug Related Incident (RA 9165),Salvacion,Panabo City,Not Indicated,urban,12.95,846,422,424,107,65,43,3219,1612,1607,"3,217","1,463","1,754",1,0,0,323,245,78
930,125.72200000000001,7.0605199999999995,06/07/2018,"Fri - Jul 6, 2018",17:00:00,RAPE (Art. 266-A RC & R.A.8353),Cawag,Samal City,"Force, Threat and Intimidation",rural,7.39,248,124,124,30,16,14,906,454,452,837,358,479,1,1,0,97,72,25
931,125.802,7.426089999999999,06/07/2018,"Fri - Jul 6, 2018",3:30:00,THEFT,Visayan Village,Tagum City,Sungkit,urban,31.0,3622,1819,1803,523,325,199,13392,6720,6672,"14,376","6,721","7,655",2,2,0,"1,457",1121,336
932,125.806,7.434139999999999,07/07/2018,"Sat - Jul 7, 2018",7:35:00,THEFT,Visayan Village,Tagum City,Salisi,urban,31.0,3622,1819,1803,523,325,199,13392,6720,6672,"14,376","6,721","7,655",2,2,0,"1,457",1121,336
933,125.81200000000001,7.449160000000001,07/07/2018,"Sat - Jul 7, 2018",14:30:00,PHYSICAL INJURIES,Magugpo East,Tagum City,Mauling,urban,11.1,1297,651,646,187,116,71,4795,2406,2389,"5,147","2,406","2,741",1,1,0,522,401,120
934,125.818,7.450069999999999,07/07/2018,"Sat - Jul 7, 2018",12:30:00,Drug Related Incident (RA 9165),Magugpo East,Tagum City,Not Indicated,urban,11.1,1297,651,646,187,116,71,4795,2406,2389,"5,147","2,406","2,741",1,1,0,522,401,120
935,125.822,7.43375,08/07/2018,"Sun - Jul 8, 2018",3:00:00,ROBBERY,Apokon,Tagum City,Breaking and Entering,urban,22.88,2673,1342,1331,386,240,147,9885,4960,4925,"10,611","4,961","5,650",1,1,0,1076,827,248
936,125.803,7.445819999999999,08/07/2018,"Sun - Jul 8, 2018",10:45:00,ROBBERY,Magugpo South,Tagum City,With Violence Against or Intimidation of Persons,urban,8.33,974,489,485,141,87,53,3600,1806,1793,"3,864","1,807","2,058",1,0,0,392,301,90
937,125.81200000000001,7.44941,08/07/2018,"Sun - Jul 8, 2018",11:00:00,THEFT,Magugpo East,Tagum City,Qualified Theft,urban,11.1,1297,651,646,187,116,71,4795,2406,2389,"5,147","2,406","2,741",1,1,0,522,401,120
938,125.772,7.44567,08/07/2018,"Sun - Jul 8, 2018",22:00:00,ROBBERY,San Miguel (Camp 4),Tagum City,Hold-Up W/ Gun,urban,13.32,1557,782,775,225,140,85,5755,2888,2867,"6,178","2,888","3,290",1,1,0,626,482,145
939,125.573,7.397710000000001,27/06/2018,"Wed - Jun 27, 2018",3:00:00,MURDER,A. O. Floirendo,Panabo City,Shooting,urban,6.6,431,215,216,55,33,22,1639,821,818,1638,745,893,0,0,0,164,125,40
940,125.67,7.2769699999999995,06/07/2018,"Fri - Jul 6, 2018",16:20:00,Drug Related Incident (RA 9165),J.P. Laurel,Panabo City,Not Indicated,urban,8.93,583,290,292,74,45,29,2218,1111,1107,"2,217","1,008","1,209",1,0,0,222,169,54
941,125.685,7.302239999999999,08/07/2018,"Sun - Jul 8, 2018",12:05:00,THEFT,Santo Niño (Pob.),Panabo City,Pick-Pocketing,urban,5.89,385,192,193,49,30,19,1464,733,731,"1,464",666,798,0,0,0,147,111,35
942,125.686,7.30625,08/07/2018,"Sun - Jul 8, 2018",15:00:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,urban,5.89,385,192,193,49,30,19,1464,733,731,"1,464",666,798,0,0,0,147,111,35
943,125.689,7.28441,10/07/2018,"Tue - Jul 10, 2018",6:10:00,MURDER,San Pedro,Panabo City,Shooting,urban,5.7,372,186,187,47,29,19,1417,710,708,"1,417",644,772,0,0,0,142,108,34
944,125.823,7.43422,08/07/2018,"Sun - Jul 8, 2018",5:16:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,2673,1342,1331,386,240,147,9885,4960,4925,"10,611","4,961","5,650",1,1,0,1076,827,248
945,125.77600000000001,7.44205,10/07/2018,"Tue - Jul 10, 2018",2:56:00,ROBBERY,San Miguel (Camp 4),Tagum City,Hold-Up W/ Gun,urban,13.32,1557,782,775,225,140,85,5755,2888,2867,"6,178","2,888","3,290",1,1,0,626,482,145
946,125.79899999999999,7.4462,10/07/2018,"Tue - Jul 10, 2018",10:19:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo South,Tagum City,Swpu (Stolen While Parked),urban,8.33,974,489,485,141,87,53,3600,1806,1793,"3,864","1,807","2,058",1,0,0,392,301,90
947,125.804,7.43382,08/07/2018,"Sun - Jul 8, 2018",9:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,3622,1819,1803,523,325,199,13392,6720,6672,"14,376","6,721","7,655",2,2,0,"1,457",1121,336
948,125.779,7.39162,10/07/2018,"Tue - Jul 10, 2018",7:45:00,Vehicular Traffic Accident,San Isidro,Tagum City,Not Indicated,rural,3.69,431,216,215,62,39,24,1594,800,794,"1,711",800,911,0,0,0,173,133,40
949,125.81,7.44305,11/07/2018,"Wed - Jul 11, 2018",2:30:00,ROBBERY,Visayan Village,Tagum City,Hold Up,urban,31.0,3622,1819,1803,523,325,199,13392,6720,6672,"14,376","6,721","7,655",2,2,0,"1,457",1121,336
950,125.805,7.4473899999999995,11/07/2018,"Wed - Jul 11, 2018",3:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,284,143,142,41,25,16,1052,528,524,"1,129",528,601,0,0,0,114,88,26
951,125.758,7.37811,11/07/2018,"Wed - Jul 11, 2018",17:00:00,PHYSICAL INJURIES,Bincungan,Tagum City,Mauling,rural,3.25,380,191,189,55,34,21,1405,705,700,"1,508",705,803,0,0,0,153,118,35
952,125.788,7.39037,13/07/2018,"Fri - Jul 13, 2018",1:41:00,Drug Related Incident (RA 9165),San Isidro,Tagum City,Not Indicated,rural,3.69,431,216,215,62,39,24,1594,800,794,"1,711",800,911,0,0,0,173,133,40
953,125.67299999999999,7.3165,12/07/2018,"Thu - Jul 12, 2018",21:00:00,ROBBERY,New Visayas,Panabo City,With Violence Against or Intimidation of Persons,urban,22.54,1471,733,738,187,113,74,5600,2805,2796,"5,597","2,546","3,052",1,1,1,562,426,135
954,125.788,7.3903300000000005,13/07/2018,"Fri - Jul 13, 2018",1:41:00,Drug Related Incident (RA 9165),San Isidro,Tagum City,Not Indicated,rural,3.69,431,216,215,62,39,24,1594,800,794,"1,711",800,911,0,0,0,173,133,40
955,125.677,7.085560000000001,14/07/2018,"Sat - Jul 14, 2018",3:00:00,Vehicular Traffic Accident,Limao,Samal City,Not Indicated,rural,7.13,239,120,120,29,16,13,875,438,437,809,346,463,1,1,0,94,69,24
956,125.706,7.12551,15/07/2018,"Sun - Jul 15, 2018",1:30:00,RAPE (Art. 266-A RC & R.A.8353),San Agustin,Samal City,"Force, Threat and Intimidation",rural,5.14,172,86,86,21,11,10,631,316,315,583,249,333,0,0,0,68,50,18
957,125.705,7.126119999999999,15/07/2018,"Sun - Jul 15, 2018",17:00:00,RAPE (Art. 266-A RC & R.A.8353),San Agustin,Samal City,"Force, Threat and Intimidation",rural,5.14,172,86,86,21,11,10,631,316,315,583,249,333,0,0,0,68,50,18
