,lng,lat,date,customdate,time,crime,barangay,city,modus,weathertime,time_bin,day,Region_x,Date,Time,Weather,Temp (deg celsius),Feels Like (deg celsius),Wind (km/h),Direction,Cloud %,Humidity %,Precip (mm),Pressure (mb),Sunrise,Sunset,day or night
867,125.677,7.2930399999999995,15/06/2018,"Fri - Jun 15, 2018",17:00:00,THEFT,Gredu (Pob.),Panabo City,Qualified Theft,15:00,17:00 - 17:59,Friday,Panabo City,15/06/2018,15:00,Patchy rain possible,33,37,13,S,76%,55%,0.1,"1,009",5:22 AM,5:54 PM,day
868,125.679,7.28742,21/06/2018,"Thu - Jun 21, 2018",16:00:00,PHYSICAL INJURIES,Cagangohan,Panabo City,Mauling,15:00,16:00 - 16:59,Thursday,Panabo City,21/06/2018,15:00,Partly cloudy,32,36,12,S,32%,55%,0.0,"1,010",5:23 AM,5:56 PM,day
869,125.804,7.44544,21/06/2018,"Thu - Jun 21, 2018",15:30:00,Drug Related Incident (RA 9165),Magugpo Poblacion,Tagum City,Not Indicated,15:00,15:00 - 15:59,Thursday,Tagum City,21/06/2018,15:00,Light rain shower,33,37,9,S,56%,53%,0.3,"1,010",5:23 AM,5:56 PM,day
870,125.803,7.45878,22/06/2018,"Fri - Jun 22, 2018",3:30:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,3:00,03:00 - 03:59,Friday,Tagum City,22/06/2018,3:00,Patchy rain possible,25,27,2,E,38%,83%,0.0,"1,011",5:23 AM,5:56 PM,night
871,125.781,7.09455,20/06/2018,"Wed - Jun 20, 2018",16:05:00,THEFT,Aundanao,Samal City,Qualified Theft,15:00,16:00 - 16:59,Wednesday,Samal City,20/06/2018,15:00,Patchy rain possible,30,34,14,SSE,58%,68%,0.0,"1,011",5:23 AM,5:55 PM,day
872,125.821,7.45397,22/06/2018,"Fri - Jun 22, 2018",3:00:00,PHYSICAL INJURIES,Magugpo East,Tagum City,Stabbing/Hacking,3:00,03:00 - 03:59,Friday,Tagum City,22/06/2018,3:00,Patchy rain possible,25,27,2,E,38%,83%,0.0,"1,011",5:23 AM,5:56 PM,night
873,125.69200000000001,7.3176,22/06/2018,"Fri - Jun 22, 2018",11:10:00,Drug Related Incident (RA 9165),Salvacion,Panabo City,Not Indicated,9:00,11:00 - 11:59,Friday,Panabo City,22/06/2018,9:00,Partly cloudy,32,36,3,ENE,16%,59%,0.0,"1,012",5:23 AM,5:56 PM,day
874,125.68299999999999,7.3087100000000005,22/06/2018,"Fri - Jun 22, 2018",16:45:00,THEFT,San Francisco (Pob.),Panabo City,Salisi (Establishment),15:00,16:00 - 16:59,Friday,Panabo City,22/06/2018,15:00,Patchy rain possible,33,37,11,S,48%,54%,0.1,"1,010",5:23 AM,5:56 PM,day
875,125.71,7.29638,23/06/2018,"Sat - Jun 23, 2018",0:20:00,Drug Related Incident (RA 9165),San Pedro,Panabo City,Not Indicated,0:00,00:00 - 00:59,Saturday,Panabo City,23/06/2018,0:00,Partly cloudy,26,28,3,SE,28%,80%,0.0,"1,012",5:23 AM,5:56 PM,night
876,125.814,7.4588600000000005,23/06/2018,"Sat - Jun 23, 2018",6:00:00,THEFT,Magugpo North,Tagum City,Salisi,6:00,06:00 - 06:59,Saturday,Tagum City,23/06/2018,6:00,Partly cloudy,26,28,1,ESE,33%,80%,0.0,"1,011",5:23 AM,5:56 PM,day
877,125.788,7.45665,23/06/2018,"Sat - Jun 23, 2018",22:13:00,PHYSICAL INJURIES,Mankilam,Tagum City,Stabbing/Hacking,21:00,22:00 - 22:59,Saturday,Tagum City,23/06/2018,21:00,Patchy rain possible,27,29,3,SSW,43%,79%,0.2,"1,011",5:23 AM,5:56 PM,night
878,125.802,7.4558,23/06/2018,"Sat - Jun 23, 2018",23:56:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Shooting,21:00,23:00 - 23:59,Saturday,Tagum City,23/06/2018,21:00,Patchy rain possible,27,29,3,SSW,43%,79%,0.2,"1,011",5:23 AM,5:56 PM,night
879,125.807,7.44988,23/06/2018,"Sat - Jun 23, 2018",21:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),21:00,21:00 - 21:59,Saturday,Tagum City,23/06/2018,21:00,Patchy rain possible,27,29,3,SSW,43%,79%,0.2,"1,011",5:23 AM,5:56 PM,night
880,125.68299999999999,7.30635,24/06/2018,"Sun - Jun 24, 2018",22:00:00,PHYSICAL INJURIES,San Francisco (Pob.),Panabo City,Stabbing/Hacking,21:00,22:00 - 22:59,Sunday,Panabo City,24/06/2018,21:00,Patchy rain possible,27,30,8,SSW,35%,82%,0.0,"1,011",5:23 AM,5:56 PM,night
881,125.698,7.16183,24/06/2018,"Sun - Jun 24, 2018",18:00:00,THEFT,Tambo,Samal City,Salisi (Cellphone),18:00,18:00 - 18:59,Sunday,Samal City,24/06/2018,18:00,Partly cloudy,29,33,12,S,11%,71%,0.0,"1,009",5:23 AM,5:56 PM,night
882,125.819,7.4518,22/06/2018,"Fri - Jun 22, 2018",20:30:00,THEFT,Magugpo East,Tagum City,Salisi,18:00,20:00 - 20:59,Friday,Tagum City,22/06/2018,18:00,Partly cloudy,29,33,7,SSW,70%,66%,1.5,"1,010",5:23 AM,5:56 PM,night
883,125.773,7.44358,25/06/2018,"Mon - Jun 25, 2018",2:20:00,PHYSICAL INJURIES,San Miguel (Camp 4),Tagum City,Mauling,0:00,02:00 - 02:59,Monday,Tagum City,25/06/2018,0:00,Partly cloudy,25,27,1,WSW,60%,89%,0.2,"1,011",5:24 AM,5:56 PM,night
884,125.802,7.458710000000001,26/06/2018,"Tue - Jun 26, 2018",3:30:00,ROBBERY,Magugpo West,Tagum City,Breaking and Entering,3:00,03:00 - 03:59,Tuesday,Tagum City,26/06/2018,3:00,Partly cloudy,24,26,2,SE,9%,90%,0.0,"1,010",5:24 AM,5:57 PM,night
885,125.78399999999999,7.415260000000001,26/06/2018,"Tue - Jun 26, 2018",13:30:00,Drug Related Incident (RA 9165),Canocotan,Tagum City,Not Indicated,12:00,13:00 - 13:59,Tuesday,Tagum City,26/06/2018,12:00,Partly cloudy,34,38,7,SSW,12%,45%,0.0,"1,010",5:24 AM,5:57 PM,day
886,125.684,7.134119999999999,26/06/2018,"Tue - Jun 26, 2018",17:35:00,Drug Related Incident (RA 9165),Moncado (Pob.),Samal City,Not Indicated,15:00,17:00 - 17:59,Tuesday,Samal City,26/06/2018,15:00,Partly cloudy,31,35,14,SSE,7%,63%,0.0,"1,009",5:24 AM,5:57 PM,day
887,125.772,7.44297,26/06/2018,"Tue - Jun 26, 2018",13:40:00,Drug Related Incident (RA 9165),San Miguel (Camp 4),Tagum City,Not Indicated,12:00,13:00 - 13:59,Tuesday,Tagum City,26/06/2018,12:00,Partly cloudy,34,38,7,SSW,12%,45%,0.0,"1,010",5:24 AM,5:57 PM,day
888,125.819,7.45943,27/06/2018,"Wed - Jun 27, 2018",1:00:00,ROBBERY,Magugpo North,Tagum City,With Violence Against or Intimidation of Persons,0:00,01:00 - 01:59,Wednesday,Tagum City,27/06/2018,0:00,Patchy rain possible,24,27,2,SE,71%,90%,1.1,"1,012",5:24 AM,5:57 PM,night
889,125.805,7.4438699999999995,27/06/2018,"Wed - Jun 27, 2018",2:00:00,ROBBERY,Magugpo Poblacion,Tagum City,With Violence Against or Intimidation of Persons,0:00,02:00 - 02:59,Wednesday,Tagum City,27/06/2018,0:00,Patchy rain possible,24,27,2,SE,71%,90%,1.1,"1,012",5:24 AM,5:57 PM,night
890,125.801,7.4775,27/06/2018,"Wed - Jun 27, 2018",12:57:00,THEFT,La Filipina,Tagum City,Salisi (Establishment),12:00,12:00 - 12:59,Wednesday,Tagum City,27/06/2018,12:00,Partly cloudy,36,40,4,SW,60%,43%,0.1,"1,010",5:24 AM,5:57 PM,day
891,125.816,7.45748,27/06/2018,"Wed - Jun 27, 2018",20:45:00,PHYSICAL INJURIES,Magugpo North,Tagum City,Stabbing/Hacking,18:00,20:00 - 20:59,Wednesday,Tagum City,27/06/2018,18:00,Partly cloudy,30,33,8,SSW,64%,61%,0.2,"1,010",5:24 AM,5:57 PM,night
892,125.806,7.43388,28/06/2018,"Thu - Jun 28, 2018",3:27:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,3:00,03:00 - 03:59,Thursday,Tagum City,28/06/2018,3:00,Partly cloudy,24,26,2,E,8%,87%,0.0,"1,011",5:24 AM,5:57 PM,night
893,125.806,7.44797,23/06/2018,"Sat - Jun 23, 2018",4:00:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,3:00,04:00 - 04:59,Saturday,Tagum City,23/06/2018,3:00,Partly cloudy,24,26,2,E,29%,86%,0.0,"1,011",5:23 AM,5:56 PM,night
894,125.77,7.44405,28/06/2018,"Thu - Jun 28, 2018",22:00:00,PHYSICAL INJURIES,San Miguel (Camp 4),Tagum City,Mauling,21:00,22:00 - 22:59,Thursday,Tagum City,28/06/2018,21:00,Patchy rain possible,28,30,4,SSE,43%,77%,0.1,"1,010",5:24 AM,5:57 PM,night
895,125.619,7.288310000000001,14/04/2018,"Sat - Apr 14, 2018",21:05:00,THEFT,Katualan,Panabo City,Plain Theft,21:00,21:00 - 21:59,Saturday,Panabo City,14/04/2018,21:00,Partly cloudy,29,28,10,NNW,22%,85%,0.0,"1,009",5:30 AM,5:46 PM,night
896,125.8,7.46197,29/06/2018,"Fri - Jun 29, 2018",18:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),18:00,18:00 - 18:59,Friday,Tagum City,29/06/2018,18:00,Partly cloudy,30,33,9,S,51%,62%,0.1,"1,007",5:25 AM,5:57 PM,night
897,125.806,7.4462,30/06/2018,"Sat - Jun 30, 2018",1:20:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),0:00,01:00 - 01:59,Saturday,Tagum City,30/06/2018,0:00,Partly cloudy,25,27,2,SSE,59%,85%,0.1,"1,010",5:25 AM,5:57 PM,night
898,125.804,7.429289999999999,30/06/2018,"Sat - Jun 30, 2018",10:45:00,THEFT,Visayan Village,Tagum City,Salisi (Establishment),9:00,10:00 - 10:59,Saturday,Tagum City,30/06/2018,9:00,Patchy rain possible,33,37,2,SSW,34%,55%,0.0,"1,010",5:25 AM,5:57 PM,day
899,125.70700000000001,7.075830000000001,01/07/2018,"Sun - Jul 1, 2018",0:27:00,PHYSICAL INJURIES,Peñaplata (Pob.),Samal City,Stabbing/Hacking,0:00,00:00 - 00:59,Sunday,Samal City,01/07/2018,0:00,Partly cloudy,28,31,2,SE,62%,78%,0.1,"1,011",5:25 AM,5:57 PM,night
900,125.816,7.391839999999999,30/06/2018,"Sat - Jun 30, 2018",19:20:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,18:00,19:00 - 19:59,Saturday,Tagum City,30/06/2018,18:00,Partly cloudy,30,34,9,SSW,70%,62%,0.5,"1,009",5:25 AM,5:57 PM,night
901,125.79899999999999,7.42507,30/06/2018,"Sat - Jun 30, 2018",19:00:00,ROBBERY,Visayan Village,Tagum City,Destroying Window,18:00,19:00 - 19:59,Saturday,Tagum City,30/06/2018,18:00,Partly cloudy,30,34,9,SSW,70%,62%,0.5,"1,009",5:25 AM,5:57 PM,night
902,125.803,7.44993,01/07/2018,"Sun - Jul 1, 2018",18:45:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,18:00,18:00 - 18:59,Sunday,Tagum City,01/07/2018,18:00,Cloudy,29,32,8,SSW,81%,62%,0.3,"1,009",5:25 AM,5:57 PM,night
903,125.80799999999999,7.4178,01/07/2018,"Sun - Jul 1, 2018",20:00:00,ROBBERY,Visayan Village,Tagum City,Hold-Up W/ Gun,18:00,20:00 - 20:59,Sunday,Tagum City,01/07/2018,18:00,Cloudy,29,32,8,SSW,81%,62%,0.3,"1,009",5:25 AM,5:57 PM,night
904,125.78399999999999,7.4554100000000005,01/07/2018,"Sun - Jul 1, 2018",20:30:00,THEFT,Mankilam,Tagum City,Salisi,18:00,20:00 - 20:59,Sunday,Tagum City,01/07/2018,18:00,Cloudy,29,32,8,SSW,81%,62%,0.3,"1,009",5:25 AM,5:57 PM,night
905,125.774,7.468710000000001,01/07/2018,"Sun - Jul 1, 2018",19:00:00,PHYSICAL INJURIES,Mankilam,Tagum City,Stabbing/Hacking,18:00,19:00 - 19:59,Sunday,Tagum City,01/07/2018,18:00,Cloudy,29,32,8,SSW,81%,62%,0.3,"1,009",5:25 AM,5:57 PM,night
906,125.777,7.46365,01/07/2018,"Sun - Jul 1, 2018",19:52:00,Drug Related Incident (RA 9165),Magugpo East,Tagum City,Not Indicated,18:00,19:00 - 19:59,Sunday,Tagum City,01/07/2018,18:00,Cloudy,29,32,8,SSW,81%,62%,0.3,"1,009",5:25 AM,5:57 PM,night
907,125.805,7.44584,02/07/2018,"Mon - Jul 2, 2018",1:36:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,0:00,01:00 - 01:59,Monday,Tagum City,02/07/2018,0:00,Patchy rain possible,25,27,1,SSE,78%,80%,0.6,"1,011",5:25 AM,5:58 PM,night
908,125.68299999999999,7.29679,02/07/2018,"Mon - Jul 2, 2018",15:50:00,Drug Related Incident (RA 9165),New Pandan (Pob.),Panabo City,Not Indicated,15:00,15:00 - 15:59,Monday,Panabo City,02/07/2018,15:00,Partly cloudy,33,36,10,S,25%,50%,0.0,"1,008",5:25 AM,5:58 PM,day
909,125.675,7.297289999999999,02/07/2018,"Mon - Jul 2, 2018",21:05:00,Drug Related Incident (RA 9165),Gredu (Pob.),Panabo City,Not Indicated,21:00,21:00 - 21:59,Monday,Panabo City,02/07/2018,21:00,Patchy rain possible,26,29,4,SW,59%,74%,0.1,"1,010",5:25 AM,5:58 PM,night
910,125.82700000000001,7.42175,02/07/2018,"Mon - Jul 2, 2018",3:15:00,ROBBERY,Apokon,Tagum City,Hold-Up W/ Gun,3:00,03:00 - 03:59,Monday,Tagum City,02/07/2018,3:00,Patchy rain possible,24,26,1,E,87%,82%,0.6,"1,010",5:25 AM,5:58 PM,night
911,125.79899999999999,7.46065,02/07/2018,"Mon - Jul 2, 2018",15:00:00,THEFT,Magugpo West,Tagum City,Salisi,15:00,15:00 - 15:59,Monday,Tagum City,02/07/2018,15:00,Light rain shower,33,38,6,S,43%,50%,0.5,"1,008",5:25 AM,5:58 PM,day
912,125.82,7.4233899999999995,02/07/2018,"Mon - Jul 2, 2018",22:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,21:00,22:00 - 22:59,Monday,Tagum City,02/07/2018,21:00,Light rain shower,27,31,2,SW,62%,82%,0.3,"1,010",5:25 AM,5:58 PM,night
913,125.566,7.2903,01/07/2018,"Sun - Jul 1, 2018",22:00:00,PHYSICAL INJURIES,Malativas,Panabo City,Mauling,21:00,22:00 - 22:59,Sunday,Panabo City,01/07/2018,21:00,Partly cloudy,26,28,7,SSW,46%,75%,0.0,"1,011",5:25 AM,5:57 PM,night
914,125.82700000000001,7.426260000000001,02/07/2018,"Mon - Jul 2, 2018",2:00:00,ROBBERY,Apokon,Tagum City,Agaw-Armas,0:00,02:00 - 02:59,Monday,Tagum City,02/07/2018,0:00,Patchy rain possible,25,27,1,SSE,78%,80%,0.6,"1,011",5:25 AM,5:58 PM,night
915,125.77,7.4099699999999995,03/07/2018,"Tue - Jul 3, 2018",7:00:00,PHYSICAL INJURIES,Canocotan,Tagum City,Shooting,6:00,07:00 - 07:59,Tuesday,Tagum City,03/07/2018,6:00,Partly cloudy,25,28,2,ESE,63%,79%,0.1,"1,010",5:26 AM,5:58 PM,day
916,125.78,7.390960000000001,02/07/2018,"Mon - Jul 2, 2018",18:30:00,RAPE (Art. 266-A RC & R.A.8353),San Isidro,Tagum City,"Force, Threat and Intimidation",18:00,18:00 - 18:59,Monday,Tagum City,02/07/2018,18:00,Partly cloudy,30,34,6,SSW,68%,65%,0.9,"1,009",5:25 AM,5:58 PM,night
917,125.69200000000001,7.3189,15/06/2018,"Fri - Jun 15, 2018",19:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Salvacion,Panabo City,Forcibly Taken,18:00,19:00 - 19:59,Friday,Panabo City,15/06/2018,18:00,Partly cloudy,29,33,12,SSE,62%,68%,0.1,"1,009",5:22 AM,5:54 PM,night
918,125.63799999999999,7.307930000000001,04/07/2018,"Wed - Jul 4, 2018",5:00:00,ROBBERY,Maduao,Panabo City,Hold-Up W/ Gun,3:00,05:00 - 05:59,Wednesday,Panabo City,04/07/2018,3:00,Partly cloudy,26,28,4,N,25%,79%,0.0,"1,009",5:26 AM,5:58 PM,night
919,125.696,7.29162,04/07/2018,"Wed - Jul 4, 2018",10:50:00,Drug Related Incident (RA 9165),San Pedro,Panabo City,Not Indicated,9:00,10:00 - 10:59,Wednesday,Panabo City,04/07/2018,9:00,Partly cloudy,31,36,4,WSW,35%,60%,0.0,"1,010",5:26 AM,5:58 PM,day
920,125.667,7.280480000000001,04/07/2018,"Wed - Jul 4, 2018",15:50:00,THEFT,J.P. Laurel,Panabo City,Qualified Theft,15:00,15:00 - 15:59,Wednesday,Panabo City,04/07/2018,15:00,Patchy rain possible,35,40,4,SSW,81%,46%,0.2,"1,007",5:26 AM,5:58 PM,day
921,125.771,7.442880000000001,05/07/2018,"Thu - Jul 5, 2018",1:00:00,THEFT,San Miguel (Camp 4),Tagum City,Salisi (Akyat Bahay),0:00,01:00 - 01:59,Thursday,Tagum City,05/07/2018,0:00,Partly cloudy,26,29,1,NNE,58%,83%,0.3,"1,009",5:26 AM,5:58 PM,night
922,125.79799999999999,7.4462399999999995,05/07/2018,"Thu - Jul 5, 2018",3:00:00,THEFT,Magugpo South,Tagum City,Salisi,3:00,03:00 - 03:59,Thursday,Tagum City,05/07/2018,3:00,Patchy rain possible,24,26,3,NE,44%,85%,0.1,"1,009",5:26 AM,5:58 PM,night
923,125.74700000000001,7.1603,05/07/2018,"Thu - Jul 5, 2018",18:30:00,PHYSICAL INJURIES,Balet,Samal City,Stabbing/Hacking,18:00,18:00 - 18:59,Thursday,Samal City,05/07/2018,18:00,Partly cloudy,29,34,9,SSE,62%,69%,0.1,"1,008",5:26 AM,5:58 PM,night
924,125.811,7.4492,05/07/2018,"Thu - Jul 5, 2018",17:30:00,THEFT,Magugpo East,Tagum City,Shoplifting,15:00,17:00 - 17:59,Thursday,Tagum City,05/07/2018,15:00,Patchy rain possible,33,37,6,S,49%,51%,0.1,"1,007",5:26 AM,5:58 PM,day
925,125.79899999999999,7.45626,06/07/2018,"Fri - Jul 6, 2018",1:10:00,ROBBERY,Magugpo West,Tagum City,With Violence Against or Intimidation of Persons,0:00,01:00 - 01:59,Friday,Tagum City,06/07/2018,0:00,Partly cloudy,25,27,3,ENE,65%,79%,0.3,"1,009",5:26 AM,5:58 PM,night
926,125.802,7.4441,04/07/2018,"Wed - Jul 4, 2018",20:30:00,ROBBERY,Magugpo South,Tagum City,Breaking and Entering,18:00,20:00 - 20:59,Wednesday,Tagum City,04/07/2018,18:00,Partly cloudy,32,36,3,S,54%,62%,0.5,"1,008",5:26 AM,5:58 PM,night
927,125.68,7.3183300000000004,06/07/2018,"Fri - Jul 6, 2018",15:15:00,Drug Related Incident (RA 9165),San Francisco (Pob.),Panabo City,Not Indicated,15:00,15:00 - 15:59,Friday,Panabo City,06/07/2018,15:00,Patchy rain possible,34,39,8,SSW,71%,51%,0.4,"1,006",5:26 AM,5:58 PM,day
928,125.67,7.27689,06/07/2018,"Fri - Jul 6, 2018",16:20:00,Drug Related Incident (RA 9165),J.P. Laurel,Panabo City,Not Indicated,15:00,16:00 - 16:59,Friday,Panabo City,06/07/2018,15:00,Patchy rain possible,34,39,8,SSW,71%,51%,0.4,"1,006",5:26 AM,5:58 PM,day
929,125.69,7.31688,06/07/2018,"Fri - Jul 6, 2018",22:05:00,Drug Related Incident (RA 9165),Salvacion,Panabo City,Not Indicated,21:00,22:00 - 22:59,Friday,Panabo City,06/07/2018,21:00,Partly cloudy,29,31,4,SW,24%,78%,0.0,"1,008",5:26 AM,5:58 PM,night
930,125.72200000000001,7.0605199999999995,06/07/2018,"Fri - Jul 6, 2018",17:00:00,RAPE (Art. 266-A RC & R.A.8353),Cawag,Samal City,"Force, Threat and Intimidation",15:00,17:00 - 17:59,Friday,Samal City,06/07/2018,15:00,Patchy rain possible,33,38,11,S,43%,58%,0.2,"1,006",5:26 AM,5:58 PM,day
931,125.802,7.426089999999999,06/07/2018,"Fri - Jul 6, 2018",3:30:00,THEFT,Visayan Village,Tagum City,Sungkit,3:00,03:00 - 03:59,Friday,Tagum City,06/07/2018,3:00,Patchy light drizzle,24,26,3,ENE,57%,82%,0.1,"1,009",5:26 AM,5:58 PM,night
932,125.806,7.434139999999999,07/07/2018,"Sat - Jul 7, 2018",7:35:00,THEFT,Visayan Village,Tagum City,Salisi,6:00,07:00 - 07:59,Saturday,Tagum City,07/07/2018,6:00,Partly cloudy,26,28,2,ESE,16%,76%,0.0,"1,009",5:26 AM,5:58 PM,day
933,125.81200000000001,7.449160000000001,07/07/2018,"Sat - Jul 7, 2018",14:30:00,PHYSICAL INJURIES,Magugpo East,Tagum City,Mauling,12:00,14:00 - 14:59,Saturday,Tagum City,07/07/2018,12:00,Partly cloudy,35,39,5,SW,24%,42%,0.0,"1,008",5:26 AM,5:58 PM,day
934,125.818,7.450069999999999,07/07/2018,"Sat - Jul 7, 2018",12:30:00,Drug Related Incident (RA 9165),Magugpo East,Tagum City,Not Indicated,12:00,12:00 - 12:59,Saturday,Tagum City,07/07/2018,12:00,Partly cloudy,35,39,5,SW,24%,42%,0.0,"1,008",5:26 AM,5:58 PM,day
935,125.822,7.43375,08/07/2018,"Sun - Jul 8, 2018",3:00:00,ROBBERY,Apokon,Tagum City,Breaking and Entering,3:00,03:00 - 03:59,Sunday,Tagum City,08/07/2018,3:00,Partly cloudy,25,27,3,NE,57%,82%,0.1,"1,008",5:27 AM,5:58 PM,night
936,125.803,7.445819999999999,08/07/2018,"Sun - Jul 8, 2018",10:45:00,ROBBERY,Magugpo South,Tagum City,With Violence Against or Intimidation of Persons,9:00,10:00 - 10:59,Sunday,Tagum City,08/07/2018,9:00,Partly cloudy,32,36,3,SSW,14%,53%,0.0,"1,008",5:27 AM,5:58 PM,day
937,125.81200000000001,7.44941,08/07/2018,"Sun - Jul 8, 2018",11:00:00,THEFT,Magugpo East,Tagum City,Qualified Theft,9:00,11:00 - 11:59,Sunday,Tagum City,08/07/2018,9:00,Partly cloudy,32,36,3,SSW,14%,53%,0.0,"1,008",5:27 AM,5:58 PM,day
938,125.772,7.44567,08/07/2018,"Sun - Jul 8, 2018",22:00:00,ROBBERY,San Miguel (Camp 4),Tagum City,Hold-Up W/ Gun,21:00,22:00 - 22:59,Sunday,Tagum City,08/07/2018,21:00,Partly cloudy,27,30,5,SSE,27%,71%,0.0,"1,008",5:27 AM,5:58 PM,night
939,125.573,7.397710000000001,27/06/2018,"Wed - Jun 27, 2018",3:00:00,MURDER,A. O. Floirendo,Panabo City,Shooting,3:00,03:00 - 03:59,Wednesday,Panabo City,27/06/2018,3:00,Partly cloudy,25,28,2,NNE,7%,87%,0.0,"1,011",5:24 AM,5:57 PM,night
940,125.67,7.2769699999999995,06/07/2018,"Fri - Jul 6, 2018",16:20:00,Drug Related Incident (RA 9165),J.P. Laurel,Panabo City,Not Indicated,15:00,16:00 - 16:59,Friday,Panabo City,06/07/2018,15:00,Patchy rain possible,34,39,8,SSW,71%,51%,0.4,"1,006",5:26 AM,5:58 PM,day
941,125.685,7.302239999999999,08/07/2018,"Sun - Jul 8, 2018",12:05:00,THEFT,Santo Niño (Pob.),Panabo City,Pick-Pocketing,12:00,12:00 - 12:59,Sunday,Panabo City,08/07/2018,12:00,Partly cloudy,34,39,8,S,21%,49%,0.0,"1,007",5:27 AM,5:58 PM,day
942,125.686,7.30625,08/07/2018,"Sun - Jul 8, 2018",15:00:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,15:00,15:00 - 15:59,Sunday,Panabo City,08/07/2018,15:00,Partly cloudy,34,38,10,S,25%,50%,0.0,"1,007",5:27 AM,5:58 PM,day
943,125.689,7.28441,10/07/2018,"Tue - Jul 10, 2018",6:10:00,MURDER,San Pedro,Panabo City,Shooting,6:00,06:00 - 06:59,Tuesday,Panabo City,10/07/2018,6:00,Partly cloudy,27,29,3,S,18%,73%,0.0,"1,009",5:27 AM,5:58 PM,day
944,125.823,7.43422,08/07/2018,"Sun - Jul 8, 2018",5:16:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),3:00,05:00 - 05:59,Sunday,Tagum City,08/07/2018,3:00,Partly cloudy,25,27,3,NE,57%,82%,0.1,"1,008",5:27 AM,5:58 PM,night
945,125.77600000000001,7.44205,10/07/2018,"Tue - Jul 10, 2018",2:56:00,ROBBERY,San Miguel (Camp 4),Tagum City,Hold-Up W/ Gun,0:00,02:00 - 02:59,Tuesday,Tagum City,10/07/2018,0:00,Partly cloudy,26,28,2,SE,17%,76%,0.0,"1,009",5:27 AM,5:58 PM,night
946,125.79899999999999,7.4462,10/07/2018,"Tue - Jul 10, 2018",10:19:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo South,Tagum City,Swpu (Stolen While Parked),9:00,10:00 - 10:59,Tuesday,Tagum City,10/07/2018,9:00,Patchy rain possible,30,34,5,SSW,34%,61%,0.1,"1,009",5:27 AM,5:58 PM,day
947,125.804,7.43382,08/07/2018,"Sun - Jul 8, 2018",9:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),9:00,09:00 - 09:59,Sunday,Tagum City,08/07/2018,9:00,Partly cloudy,32,36,3,SSW,14%,53%,0.0,"1,008",5:27 AM,5:58 PM,day
948,125.779,7.39162,10/07/2018,"Tue - Jul 10, 2018",7:45:00,Vehicular Traffic Accident,San Isidro,Tagum City,Not Indicated,6:00,07:00 - 07:59,Tuesday,Tagum City,10/07/2018,6:00,Partly cloudy,26,29,4,SSE,15%,77%,0.0,"1,009",5:27 AM,5:58 PM,day
949,125.81,7.44305,11/07/2018,"Wed - Jul 11, 2018",2:30:00,ROBBERY,Visayan Village,Tagum City,Hold Up,0:00,02:00 - 02:59,Wednesday,Tagum City,11/07/2018,0:00,Patchy rain possible,26,28,2,SE,74%,80%,0.1,"1,009",5:27 AM,5:58 PM,night
950,125.805,7.4473899999999995,11/07/2018,"Wed - Jul 11, 2018",3:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),3:00,03:00 - 03:59,Wednesday,Tagum City,11/07/2018,3:00,Patchy rain possible,25,27,1,ESE,82%,81%,0.2,"1,009",5:27 AM,5:58 PM,night
951,125.758,7.37811,11/07/2018,"Wed - Jul 11, 2018",17:00:00,PHYSICAL INJURIES,Bincungan,Tagum City,Mauling,15:00,17:00 - 17:59,Wednesday,Tagum City,11/07/2018,15:00,Patchy rain possible,33,38,6,SSW,58%,50%,0.1,"1,007",5:27 AM,5:58 PM,day
952,125.788,7.39037,13/07/2018,"Fri - Jul 13, 2018",1:41:00,Drug Related Incident (RA 9165),San Isidro,Tagum City,Not Indicated,0:00,01:00 - 01:59,Friday,Tagum City,13/07/2018,0:00,Patchy light drizzle,24,26,4,ESE,77%,87%,0.4,"1,010",5:28 AM,5:59 PM,night
