,lng,lat,date,customdate,time,crime,barangay,city,modus,placetype,land area sq km,"Labor,Employed","Labor,Employed,female","Labor,Employed,male","Labor,In the Labor Force","Labor,In the Labor Force,female","Labor,In the Labor Force,male","Labor,Not in the Labor Force","Labor,Not in the Labor Force,female","Labor,Not in the Labor Force,male","Labor,Underemployed","Labor,Unemployed","Labor,Unemployed,female","Labor,Unemployed,male"
278,125.7,7.184010000000001,26/10/2017,"Thu - Oct 26, 2017",14:25:00,THEFT,San Isidro (Babak),Samal City,Qualified Theft,rural,6.43,940,329,612,988,348,641,587,420,167,167,48,19,29
279,125.81200000000001,7.4492,26/10/2017,"Thu - Oct 26, 2017",20:29:00,THEFT,Magugpo East,Tagum City,Qualified Theft,urban,11.1,6219,2175,4044,6536,2298,4238,3881,2775,1106,1105,318,124,194
280,125.82600000000001,7.4497100000000005,27/10/2017,"Fri - Oct 27, 2017",2:34:00,THEFT,Magugpo East,Tagum City,Salisi (Akyat Bahay),urban,11.1,6219,2175,4044,6536,2298,4238,3881,2775,1106,1105,318,124,194
281,125.811,7.45682,27/10/2017,"Fri - Oct 27, 2017",17:20:00,ROBBERY,Magugpo North,Tagum City,Breaking and Entering,urban,7.19,4028,1408,2619,4233,1489,2745,2514,1798,716,716,206,80,126
282,125.779,7.4073899999999995,27/10/2017,"Fri - Oct 27, 2017",22:00:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,4621,1616,3005,4857,1708,3149,2884,2062,822,821,236,92,144
283,125.774,7.46888,29/10/2017,"Sun - Oct 29, 2017",4:00:00,PHYSICAL INJURIES,Mankilam,Tagum City,Stabbing/Hacking,urban,29.97,"16,795",5873,10922,"17,653",6207,11446,"10,482",7496,2987,2984,858,334,524
284,125.802,7.473260000000001,29/10/2017,"Sun - Oct 29, 2017",19:15:00,PHYSICAL INJURIES,La Filipina,Tagum City,Shooting,urban,11.84,6634,2320,4314,6973,2452,4521,4140,2961,1180,1179,339,132,207
285,125.759,7.4825800000000005,29/10/2017,"Sun - Oct 29, 2017",20:00:00,PHYSICAL INJURIES,Pagsabangan,Tagum City,Mauling,rural,4.04,2263,791,1472,2379,836,1542,1412,1010,402,402,116,45,71
286,125.617,7.33161,29/10/2017,"Sun - Oct 29, 2017",20:00:00,PHYSICAL INJURIES,New Malitbog,Panabo City,Stabbing/Hacking,rural,4.46,1365,477,888,1435,504,930,852,609,243,243,70,27,43
287,125.723,7.115069999999999,29/10/2017,"Sun - Oct 29, 2017",19:00:00,THEFT,Santo Niño,Samal City,Salisi,rural,4.45,651,228,423,684,241,444,406,291,116,116,33,13,20
288,125.802,7.4435,30/10/2017,"Mon - Oct 30, 2017",0:30:00,PHYSICAL INJURIES,Magugpo South,Tagum City,Mauling,urban,8.33,4669,1633,3036,4908,1726,3182,2914,2084,830,830,238,93,146
289,125.76899999999999,6.92903,30/10/2017,"Mon - Oct 30, 2017",5:00:00,THEFT,Pangubatan (Talicod I),Samal City,Salisi (Akyat Bahay),rural,3.96,579,202,376,608,214,395,361,258,103,103,30,12,18
290,125.771,7.4422,31/10/2017,"Tue - Oct 31, 2017",2:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),urban,13.32,7464,2610,4854,7846,2759,5087,4659,3331,1327,1326,381,148,233
291,125.71600000000001,7.079,31/10/2017,"Tue - Oct 31, 2017",19:00:00,Vehicular Traffic Accident,Peñaplata (Pob.),Samal City,Not Indicated,urban,17.42,2548,891,1657,2679,942,1737,1591,1137,453,453,130,51,80
292,125.80799999999999,7.4419699999999995,31/10/2017,"Tue - Oct 31, 2017",21:00:00,ROBBERY,Visayan Village,Tagum City,Akyat Bahay,urban,31.0,"17,370",6074,11296,"18,257",6419,11838,"10,841",7752,3089,3086,887,345,542
293,125.802,7.46046,31/10/2017,"Tue - Oct 31, 2017",23:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,6020,2105,3915,6327,2225,4102,3757,2687,1070,1070,307,120,188
294,125.801,7.476780000000001,01/11/2017,"Wed - Nov 1, 2017",16:00:00,THEFT,La Filipina,Tagum City,Salisi,urban,11.84,6634,2320,4314,6973,2452,4521,4140,2961,1180,1179,339,132,207
295,125.684,7.3087100000000005,01/11/2017,"Wed - Nov 1, 2017",15:30:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,urban,5.89,1805,631,1174,1897,667,1230,1126,806,321,321,92,36,56
296,125.67,7.28683,01/11/2017,"Wed - Nov 1, 2017",17:30:00,THEFT,J.P. Laurel,Panabo City,Salisi,urban,8.93,2733,956,1778,2873,1010,1863,1706,1220,486,486,140,54,85
297,125.803,7.44227,02/11/2017,"Thu - Nov 2, 2017",0:00:00,PHYSICAL INJURIES,Magugpo South,Tagum City,Shooting,urban,8.33,4669,1633,3036,4908,1726,3182,2914,2084,830,830,238,93,146
298,125.823,7.43505,02/11/2017,"Thu - Nov 2, 2017",3:00:00,ROBBERY,Apokon,Tagum City,Breaking and Entering,urban,22.88,"12,821",4483,8337,"13,475",4738,8737,8002,5722,2280,2278,655,255,400
299,125.824,7.43078,02/11/2017,"Thu - Nov 2, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,"12,821",4483,8337,"13,475",4738,8737,8002,5722,2280,2278,655,255,400
300,125.8,7.46088,02/11/2017,"Thu - Nov 2, 2017",9:30:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,urban,10.74,6020,2105,3915,6327,2225,4102,3757,2687,1070,1070,307,120,188
301,125.816,7.43582,02/11/2017,"Thu - Nov 2, 2017",3:00:00,ROBBERY,Apokon,Tagum City,Destroying Window,urban,22.88,"12,821",4483,8337,"13,475",4738,8737,8002,5722,2280,2278,655,255,400
302,125.68,7.30922,02/11/2017,"Thu - Nov 2, 2017",6:30:00,ROBBERY,San Francisco (Pob.),Panabo City, in an Inhabited House or Edifice for Worship and Private Building,urban,17.46,5346,1870,3477,5619,1976,3643,3337,2386,951,950,273,106,167
303,125.816,7.451919999999999,02/11/2017,"Thu - Nov 2, 2017",11:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),urban,11.1,6219,2175,4044,6536,2298,4238,3881,2775,1106,1105,318,124,194
304,125.686,7.3056,04/11/2017,"Sat - Nov 4, 2017",19:40:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,urban,5.89,1805,631,1174,1897,667,1230,1126,806,321,321,92,36,56
305,125.79899999999999,7.44005,04/11/2017,"Sat - Nov 4, 2017",4:30:00,THEFT,Magugpo South,Tagum City,Salisi,urban,8.33,4669,1633,3036,4908,1726,3182,2914,2084,830,830,238,93,146
306,125.78399999999999,7.458310000000001,05/11/2017,"Sun - Nov 5, 2017",1:30:00,THEFT,Mankilam,Tagum City,Salisi (Akyat Bahay),urban,29.97,"16,795",5873,10922,"17,653",6207,11446,"10,482",7496,2987,2984,858,334,524
307,125.811,7.44482,05/11/2017,"Sun - Nov 5, 2017",13:35:00,THEFT,Apokon,Tagum City,Plain Theft,urban,22.88,"12,821",4483,8337,"13,475",4738,8737,8002,5722,2280,2278,655,255,400
308,125.79899999999999,7.46073,05/11/2017,"Sun - Nov 5, 2017",0:50:00,THEFT,Magugpo West,Tagum City,Salisi,urban,10.74,6020,2105,3915,6327,2225,4102,3757,2687,1070,1070,307,120,188
309,125.68299999999999,7.30007,05/11/2017,"Sun - Nov 5, 2017",21:00:00,PHYSICAL INJURIES,New Pandan (Pob.),Panabo City,Shooting,urban,9.03,2765,967,1798,2906,1022,1884,1726,1234,492,491,141,55,86
310,125.845,7.47543,05/11/2017,"Sun - Nov 5, 2017",23:45:00,PHYSICAL INJURIES,Magdum,Tagum City,Mauling,urban,7.86,4404,1540,2864,4628,1627,3001,2748,1965,783,782,225,88,137
311,125.73100000000001,7.03543,06/11/2017,"Mon - Nov 6, 2017",2:30:00,PHYSICAL INJURIES,San Remigio,Samal City,Shooting,rural,6.25,914,320,594,961,338,623,571,408,163,162,47,18,29
312,125.807,7.45012,07/11/2017,"Tue - Nov 7, 2017",2:30:00,ROBBERY,Magugpo Poblacion,Tagum City,Cellphone Snatching,urban,2.43,1364,477,887,1434,504,930,851,609,243,242,70,27,43
313,125.811,7.43699,07/11/2017,"Tue - Nov 7, 2017",3:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,"17,370",6074,11296,"18,257",6419,11838,"10,841",7752,3089,3086,887,345,542
314,125.822,7.434010000000001,07/11/2017,"Tue - Nov 7, 2017",22:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,"12,821",4483,8337,"13,475",4738,8737,8002,5722,2280,2278,655,255,400
315,125.803,7.4313899999999995,08/11/2017,"Wed - Nov 8, 2017",4:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,"17,370",6074,11296,"18,257",6419,11838,"10,841",7752,3089,3086,887,345,542
316,125.807,7.449389999999999,08/11/2017,"Wed - Nov 8, 2017",14:00:00,THEFT,Magugpo Poblacion,Tagum City,Pick-Pocketing,urban,2.43,1364,477,887,1434,504,930,851,609,243,242,70,27,43
317,125.807,7.4501800000000005,09/11/2017,"Thu - Nov 9, 2017",3:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo South,Tagum City,Swpu (Stolen While Parked),urban,8.33,4669,1633,3036,4908,1726,3182,2914,2084,830,830,238,93,146
318,125.79700000000001,7.42603,09/11/2017,"Thu - Nov 9, 2017",3:00:00,ROBBERY,Visayan Village,Tagum City,Destroying Window,urban,31.0,"17,370",6074,11296,"18,257",6419,11838,"10,841",7752,3089,3086,887,345,542
319,125.81,7.44797,09/11/2017,"Thu - Nov 9, 2017",23:30:00,THEFT,Magugpo Poblacion,Tagum City,Shoplifting,urban,2.43,1364,477,887,1434,504,930,851,609,243,242,70,27,43
320,125.807,7.45029,10/11/2017,"Fri - Nov 10, 2017",1:20:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Stabbing/Hacking,urban,2.43,1364,477,887,1434,504,930,851,609,243,242,70,27,43
321,125.81200000000001,7.438039999999999,10/11/2017,"Fri - Nov 10, 2017",4:00:00,THEFT,Visayan Village,Tagum City,Salisi (Akyat Bahay),urban,31.0,"17,370",6074,11296,"18,257",6419,11838,"10,841",7752,3089,3086,887,345,542
322,125.686,7.3056,11/11/2017,"Sat - Nov 11, 2017",14:34:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,urban,5.89,1805,631,1174,1897,667,1230,1126,806,321,321,92,36,56
323,125.679,7.29652,11/11/2017,"Sat - Nov 11, 2017",19:00:00,MURDER,Gredu (Pob.),Panabo City,Shooting,urban,22.51,6892,2410,4482,7244,2547,4697,4302,3076,1226,1225,352,137,215
324,125.803,7.45697,12/11/2017,"Sun - Nov 12, 2017",3:30:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Stoning,urban,10.74,6020,2105,3915,6327,2225,4102,3757,2687,1070,1070,307,120,188
325,125.825,7.422160000000001,12/11/2017,"Sun - Nov 12, 2017",21:45:00,THEFT,Apokon,Tagum City,Salisi,urban,22.88,"12,821",4483,8337,"13,475",4738,8737,8002,5722,2280,2278,655,255,400
326,125.80799999999999,7.44837,12/11/2017,"Sun - Nov 12, 2017",21:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),urban,11.1,6219,2175,4044,6536,2298,4238,3881,2775,1106,1105,318,124,194
327,125.803,7.45752,12/11/2017,"Sun - Nov 12, 2017",22:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,6020,2105,3915,6327,2225,4102,3757,2687,1070,1070,307,120,188
328,125.79799999999999,7.43618,12/11/2017,"Sun - Nov 12, 2017",14:00:00,RAPE (Art. 266-A RC & R.A.8353),Visayan Village,Tagum City,Grave Abuse of Authority,urban,31.0,"17,370",6074,11296,"18,257",6419,11838,"10,841",7752,3089,3086,887,345,542
329,125.79899999999999,7.43475,12/11/2017,"Sun - Nov 12, 2017",10:00:00,THEFT,Visayan Village,Tagum City,Salisi,urban,31.0,"17,370",6074,11296,"18,257",6419,11838,"10,841",7752,3089,3086,887,345,542
330,125.772,7.441560000000001,13/11/2017,"Mon - Nov 13, 2017",1:10:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),urban,13.32,7464,2610,4854,7846,2759,5087,4659,3331,1327,1326,381,148,233
331,125.803,7.44705,13/11/2017,"Mon - Nov 13, 2017",2:30:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,1364,477,887,1434,504,930,851,609,243,242,70,27,43
332,125.74600000000001,6.95178,13/11/2017,"Mon - Nov 13, 2017",15:30:00,PHYSICAL INJURIES,Libertad,Samal City,Shooting,rural,6.81,996,348,647,1046,368,679,621,444,177,177,51,20,31
333,125.59899999999999,7.29811,13/11/2017,"Mon - Nov 13, 2017",15:00:00,MURDER,Kauswagan,Panabo City,Shooting,rural,1.93,591,207,384,621,218,403,369,264,105,105,30,12,18
334,125.678,7.08731,13/11/2017,"Mon - Nov 13, 2017",17:00:00,RAPE (Art. 266-A RC & R.A.8353),Limao,Samal City,"Force, Threat and Intimidation",rural,7.13,1044,365,679,1097,386,711,651,466,186,185,53,21,33
335,125.804,7.4584600000000005,14/11/2017,"Tue - Nov 14, 2017",4:49:00,ROBBERY,Magugpo West,Tagum City,Breaking and Entering,urban,10.74,6020,2105,3915,6327,2225,4102,3757,2687,1070,1070,307,120,188
336,125.8,7.43565,15/11/2017,"Wed - Nov 15, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,"17,370",6074,11296,"18,257",6419,11838,"10,841",7752,3089,3086,887,345,542
337,125.804,7.447139999999999,15/11/2017,"Wed - Nov 15, 2017",22:30:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Mauling,urban,2.43,1364,477,887,1434,504,930,851,609,243,242,70,27,43
338,125.8,7.43475,15/11/2017,"Wed - Nov 15, 2017",19:30:00,ROBBERY,Visayan Village,Tagum City,Snatching,urban,31.0,"17,370",6074,11296,"18,257",6419,11838,"10,841",7752,3089,3086,887,345,542
339,125.815,7.453310000000001,15/11/2017,"Wed - Nov 15, 2017",7:00:00,ROBBERY,Magugpo North,Tagum City,Breaking and Entering,urban,7.19,4028,1408,2619,4233,1489,2745,2514,1798,716,716,206,80,126
340,125.803,7.456919999999999,15/11/2017,"Wed - Nov 15, 2017",7:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,6020,2105,3915,6327,2225,4102,3757,2687,1070,1070,307,120,188
341,125.803,7.45786,15/11/2017,"Wed - Nov 15, 2017",9:40:00,ROBBERY,Magugpo West,Tagum City,Hold-Up W/ Gun,urban,10.74,6020,2105,3915,6327,2225,4102,3757,2687,1070,1070,307,120,188
342,125.805,7.44688,15/11/2017,"Wed - Nov 15, 2017",10:00:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Mauling,urban,2.43,1364,477,887,1434,504,930,851,609,243,242,70,27,43
343,125.803,7.4573100000000005,16/11/2017,"Thu - Nov 16, 2017",2:30:00,ROBBERY,Magugpo South,Tagum City,Breaking and Entering,urban,8.33,4669,1633,3036,4908,1726,3182,2914,2084,830,830,238,93,146
344,125.801,7.43458,16/11/2017,"Thu - Nov 16, 2017",4:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,urban,31.0,"17,370",6074,11296,"18,257",6419,11838,"10,841",7752,3089,3086,887,345,542
345,125.806,7.44965,17/11/2017,"Fri - Nov 17, 2017",9:00:00,ROBBERY,Magugpo Poblacion,Tagum City,Hold Up,urban,2.43,1364,477,887,1434,504,930,851,609,243,242,70,27,43
346,125.803,7.45765,19/11/2017,"Sun - Nov 19, 2017",1:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Stabbing/Hacking,urban,10.74,6020,2105,3915,6327,2225,4102,3757,2687,1070,1070,307,120,188
347,125.649,7.303389999999999,19/11/2017,"Sun - Nov 19, 2017",19:10:00,PHYSICAL INJURIES,Little Panay,Panabo City,Stabbing/Hacking,rural,3.31,1014,355,659,1066,375,691,633,453,180,180,52,20,32
348,125.801,7.43505,20/11/2017,"Mon - Nov 20, 2017",10:40:00,ROBBERY,Visayan Village,Tagum City,Akyat Bahay,urban,31.0,"17,370",6074,11296,"18,257",6419,11838,"10,841",7752,3089,3086,887,345,542
349,125.695,7.316089999999999,20/11/2017,"Mon - Nov 20, 2017",1:00:00,ROBBERY,San Vicente,Panabo City,In an Uninhabited Place or in a Private Building,urban,19.66,6020,2105,3915,6327,2225,4103,3757,2687,1071,1070,307,120,188
350,125.68700000000001,7.133189999999999,21/11/2017,"Tue - Nov 21, 2017",7:25:00,THEFT,Moncado (Pob.),Samal City,Salisi,rural,10.7,1565,547,1018,1645,578,1066,977,698,278,278,80,31,49
351,125.791,7.48901,21/11/2017,"Tue - Nov 21, 2017",5:30:00,THEFT,Cuambogan,Tagum City,Salisi,urban,8.16,4574,1600,2975,4808,1690,3117,2855,2042,813,813,234,91,143
352,125.78,7.45786,21/11/2017,"Tue - Nov 21, 2017",0:45:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,urban,29.97,"16,795",5873,10922,"17,653",6207,11446,"10,482",7496,2987,2984,858,334,524
353,125.824,7.42063,22/11/2017,"Wed - Nov 22, 2017",23:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,"12,821",4483,8337,"13,475",4738,8737,8002,5722,2280,2278,655,255,400
354,125.8,7.4319,23/11/2017,"Thu - Nov 23, 2017",9:00:00,THEFT,Visayan Village,Tagum City,Plain Theft,urban,31.0,"17,370",6074,11296,"18,257",6419,11838,"10,841",7752,3089,3086,887,345,542
355,125.809,7.4480699999999995,23/11/2017,"Thu - Nov 23, 2017",19:00:00,ROBBERY,Magugpo East,Tagum City,Breaking and Entering,urban,11.1,6219,2175,4044,6536,2298,4238,3881,2775,1106,1105,318,124,194
356,125.777,7.46335,24/11/2017,"Fri - Nov 24, 2017",1:00:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,urban,29.97,"16,795",5873,10922,"17,653",6207,11446,"10,482",7496,2987,2984,858,334,524
357,125.68799999999999,7.3075600000000005,24/11/2017,"Fri - Nov 24, 2017",12:20:00,MURDER,Santo Niño (Pob.),Panabo City,Shooting,urban,5.89,1805,631,1174,1897,667,1230,1126,806,321,321,92,36,56
358,125.819,7.4493100000000005,25/11/2017,"Sat - Nov 25, 2017",21:00:00,PHYSICAL INJURIES,Magugpo East,Tagum City,Mauling,urban,11.1,6219,2175,4044,6536,2298,4238,3881,2775,1106,1105,318,124,194
359,125.81700000000001,7.439610000000001,26/11/2017,"Sun - Nov 26, 2017",12:15:00,THEFT,Apokon,Tagum City,Salisi (Akyat Bahay),urban,22.88,"12,821",4483,8337,"13,475",4738,8737,8002,5722,2280,2278,655,255,400
360,125.913,7.520639999999999,26/11/2017,"Sun - Nov 26, 2017",14:00:00,RAPE (Art. 266-A RC & R.A.8353),San Agustin,Tagum City,"Force, Threat and Intimidation",rural,0.86,481,168,313,505,178,328,300,215,85,85,25,10,15
361,125.81700000000001,7.39041,27/11/2017,"Mon - Nov 27, 2017",22:24:00,PHYSICAL INJURIES,Madaum,Tagum City,Shooting,urban,8.25,4621,1616,3005,4857,1708,3149,2884,2062,822,821,236,92,144
362,125.773,7.46663,28/11/2017,"Tue - Nov 28, 2017",7:00:00,PHYSICAL INJURIES,Mankilam,Tagum City,Mauling,urban,29.97,"16,795",5873,10922,"17,653",6207,11446,"10,482",7496,2987,2984,858,334,524
363,125.803,7.4462,28/11/2017,"Tue - Nov 28, 2017",0:10:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,1364,477,887,1434,504,930,851,609,243,242,70,27,43
364,125.806,7.44765,28/11/2017,"Tue - Nov 28, 2017",22:30:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Hacking,urban,2.43,1364,477,887,1434,504,930,851,609,243,242,70,27,43
365,125.68299999999999,7.2887,28/11/2017,"Tue - Nov 28, 2017",22:30:00,ROBBERY,Cagangohan,Panabo City,Hold Up,urban,18.74,5739,2007,3732,6033,2121,3911,3582,2562,1021,1020,293,114,179
366,125.755,7.37896,29/11/2017,"Wed - Nov 29, 2017",14:10:00,Vehicular Traffic Accident,Bincungan,Tagum City,Not Indicated,rural,3.25,1822,637,1185,1915,673,1242,1137,813,324,324,93,36,57
367,125.814,7.4558,29/11/2017,"Wed - Nov 29, 2017",22:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo North,Tagum City,Swpu (Stolen While Parked),urban,7.19,4028,1408,2619,4233,1489,2745,2514,1798,716,716,206,80,126
368,125.819,7.38973,30/11/2017,"Thu - Nov 30, 2017",15:30:00,PHYSICAL INJURIES,Madaum,Tagum City,Mauling,urban,8.25,4621,1616,3005,4857,1708,3149,2884,2062,822,821,236,92,144
369,125.80799999999999,7.44005,30/11/2017,"Thu - Nov 30, 2017",20:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,"17,370",6074,11296,"18,257",6419,11838,"10,841",7752,3089,3086,887,345,542
370,125.82700000000001,7.4126199999999995,01/12/2017,"Fri - Dec 1, 2017",3:00:00,THEFT,Apokon,Tagum City,Salisi,urban,22.88,"12,821",4483,8337,"13,475",4738,8737,8002,5722,2280,2278,655,255,400
371,125.811,7.416239999999999,01/12/2017,"Fri - Dec 1, 2017",0:25:00,THEFT,Madaum,Tagum City,Applied as Helper,urban,8.25,4621,1616,3005,4857,1708,3149,2884,2062,822,821,236,92,144
372,125.804,7.44992,01/12/2017,"Fri - Dec 1, 2017",19:45:00,ROBBERY,Magugpo Poblacion,Tagum City,Cellphone Snatching,urban,2.43,1364,477,887,1434,504,930,851,609,243,242,70,27,43
373,125.806,7.4485600000000005,01/12/2017,"Fri - Dec 1, 2017",20:25:00,ROBBERY,Magugpo Poblacion,Tagum City,Hold-Up W/ Sharp Object,urban,2.43,1364,477,887,1434,504,930,851,609,243,242,70,27,43
374,125.788,7.45688,01/12/2017,"Fri - Dec 1, 2017",20:55:00,PHYSICAL INJURIES,Mankilam,Tagum City,Stabbing/Hacking,urban,29.97,"16,795",5873,10922,"17,653",6207,11446,"10,482",7496,2987,2984,858,334,524
375,125.684,7.30213,02/12/2017,"Sat - Dec 2, 2017",18:15:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,urban,5.89,1805,631,1174,1897,667,1230,1126,806,321,321,92,36,56
376,125.78299999999999,7.39688,03/12/2017,"Sun - Dec 3, 2017",19:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,1364,477,887,1434,504,930,851,609,243,242,70,27,43
377,125.802,7.45288,04/12/2017,"Mon - Dec 4, 2017",2:32:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,6020,2105,3915,6327,2225,4102,3757,2687,1070,1070,307,120,188
378,125.81,7.4485399999999995,04/12/2017,"Mon - Dec 4, 2017",13:30:00,THEFT,Magugpo East,Tagum City,Shoplifting,urban,11.1,6219,2175,4044,6536,2298,4238,3881,2775,1106,1105,318,124,194
379,125.803,7.457730000000001,05/12/2017,"Tue - Dec 5, 2017",1:45:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Shooting,urban,10.74,6020,2105,3915,6327,2225,4102,3757,2687,1070,1070,307,120,188
380,125.804,7.457139999999999,05/12/2017,"Tue - Dec 5, 2017",0:30:00,ROBBERY,Magugpo West,Tagum City,Hold Up,urban,10.74,6020,2105,3915,6327,2225,4102,3757,2687,1070,1070,307,120,188
381,125.772,7.44318,05/12/2017,"Tue - Dec 5, 2017",20:13:00,PHYSICAL INJURIES,San Miguel (Camp 4),Tagum City,Stabbing/Hacking,urban,13.32,7464,2610,4854,7846,2759,5087,4659,3331,1327,1326,381,148,233
382,125.79799999999999,7.4359,05/12/2017,"Tue - Dec 5, 2017",12:30:00,ROBBERY,Visayan Village,Tagum City,Snatching,urban,31.0,"17,370",6074,11296,"18,257",6419,11838,"10,841",7752,3089,3086,887,345,542
383,125.685,7.30512,05/12/2017,"Tue - Dec 5, 2017",19:00:00,THEFT,Santo Niño (Pob.),Panabo City,Qualified Theft,urban,5.89,1805,631,1174,1897,667,1230,1126,806,321,321,92,36,56
384,125.803,7.45782,07/12/2017,"Thu - Dec 7, 2017",2:54:00,MURDER,Magugpo West,Tagum City,Shooting,urban,10.74,6020,2105,3915,6327,2225,4102,3757,2687,1070,1070,307,120,188
385,125.678,7.303780000000001,07/12/2017,"Thu - Dec 7, 2017",8:30:00,MURDER,San Francisco (Pob.),Panabo City,Shooting,urban,17.46,5346,1870,3477,5619,1976,3643,3337,2386,951,950,273,106,167
386,125.79899999999999,7.43467,07/12/2017,"Thu - Dec 7, 2017",2:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,"17,370",6074,11296,"18,257",6419,11838,"10,841",7752,3089,3086,887,345,542
387,125.79799999999999,7.4359,07/12/2017,"Thu - Dec 7, 2017",10:00:00,THEFT,Visayan Village,Tagum City,Salisi,urban,31.0,"17,370",6074,11296,"18,257",6419,11838,"10,841",7752,3089,3086,887,345,542
388,125.685,7.31675,07/12/2017,"Thu - Dec 7, 2017",19:35:00,MURDER,San Francisco (Pob.),Panabo City,Shooting,urban,17.46,5346,1870,3477,5619,1976,3643,3337,2386,951,950,273,106,167
389,125.81200000000001,7.44946,07/12/2017,"Thu - Dec 7, 2017",21:00:00,THEFT,Magugpo East,Tagum City,Plain Theft,urban,11.1,6219,2175,4044,6536,2298,4238,3881,2775,1106,1105,318,124,194
390,125.79899999999999,7.43607,07/12/2017,"Thu - Dec 7, 2017",18:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,1364,477,887,1434,504,930,851,609,243,242,70,27,43
391,125.74700000000001,7.127000000000001,08/12/2017,"Fri - Dec 8, 2017",18:30:00,HOMICIDE,San Antonio,Samal City,Mauling,rural,5.99,877,307,570,922,324,598,547,391,156,156,45,17,27
392,125.79,7.4625,08/12/2017,"Fri - Dec 8, 2017",7:40:00,PHYSICAL INJURIES,Mankilam,Tagum City,Mauling,urban,29.97,"16,795",5873,10922,"17,653",6207,11446,"10,482",7496,2987,2984,858,334,524
393,125.69,7.09657,09/12/2017,"Sat - Dec 9, 2017",5:00:00,THEFT,Peñaplata (Pob.),Samal City,Salisi,urban,17.42,2548,891,1657,2679,942,1737,1591,1137,453,453,130,51,80
394,125.775,7.46616,09/12/2017,"Sat - Dec 9, 2017",2:48:00,THEFT,Mankilam,Tagum City,Salisi (Akyat Bahay),urban,29.97,"16,795",5873,10922,"17,653",6207,11446,"10,482",7496,2987,2984,858,334,524
