,lng,lat,date,customdate,time,crime,barangay,city,modus,placetype,land area sq km,"Labor,Employed","Labor,Employed,female","Labor,Employed,male","Labor,In the Labor Force","Labor,In the Labor Force,female","Labor,In the Labor Force,male","Labor,Not in the Labor Force","Labor,Not in the Labor Force,female","Labor,Not in the Labor Force,male","Labor,Underemployed","Labor,Unemployed","Labor,Unemployed,female","Labor,Unemployed,male"
541,125.806,7.47443,13/02/2018,"Tue - Feb 13, 2018",3:10:00,THEFT,La Filipina,Tagum City,Salisi (Establishment),urban,11.84,6348,2230,4118,6707,2362,4345,4548,3106,1441,979,360,132,228
542,125.779,7.10204,09/02/2018,"Fri - Feb 9, 2018",21:00:00,RAPE (Art. 266-A RC & R.A.8353),Aumbay,Samal City,Deprived of Reason or Unconcious (Under the Influence of Liquior),rural,5.76,809,284,525,855,301,554,580,396,184,125,46,17,29
543,125.803,7.433560000000001,13/02/2018,"Tue - Feb 13, 2018",4:30:00,ROBBERY,Visayan Village,Tagum City,Crowbar/Destroying Lock,urban,31.0,16620,5839,10781,17562,6185,11377,11908,8134,3774,2563,942,346,596
544,125.802,7.4332199999999995,13/02/2018,"Tue - Feb 13, 2018",10:30:00,THEFT,Visayan Village,Tagum City,Salisi (Establishment),urban,31.0,16620,5839,10781,17562,6185,11377,11908,8134,3774,2563,942,346,596
545,125.803,7.42973,13/02/2018,"Tue - Feb 13, 2018",18:10:00,Drug Related Incident (RA 9165),Visayan Village,Tagum City,Not Indicated,urban,31.0,16620,5839,10781,17562,6185,11377,11908,8134,3774,2563,942,346,596
546,125.803,7.4577100000000005,14/02/2018,"Wed - Feb 14, 2018",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,5760,2023,3736,6086,2143,3943,4127,2819,1308,888,326,120,207
547,125.804,7.4482,14/02/2018,"Wed - Feb 14, 2018",12:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,1305,459,847,1379,486,894,935,639,296,201,74,27,47
548,125.804,7.43052,14/02/2018,"Wed - Feb 14, 2018",14:13:00,ROBBERY,Visayan Village,Tagum City,Crowbar/Destroying Lock,urban,31.0,16620,5839,10781,17562,6185,11377,11908,8134,3774,2563,942,346,596
549,125.77600000000001,7.46195,14/02/2018,"Wed - Feb 14, 2018",19:00:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,urban,29.97,16070,5646,10425,16981,5980,11001,11514,7865,3649,2478,911,335,576
550,125.777,7.44429,14/02/2018,"Wed - Feb 14, 2018",16:40:00,MURDER,San Miguel (Camp 4),Tagum City,Shooting,urban,13.32,7142,2509,4633,7547,2658,4889,5117,3495,1622,1101,405,149,256
551,125.73100000000001,6.971030000000001,14/02/2018,"Wed - Feb 14, 2018",18:30:00,PHYSICAL INJURIES,Poblacion (Kaputian),Samal City,Hitting With Hard Object,rural,11.38,1598,561,1037,1688,595,1094,1145,782,363,246,91,33,57
552,125.734,6.9721,14/02/2018,"Wed - Feb 14, 2018",14:00:00,RAPE (Art. 266-A RC & R.A.8353),Poblacion (Kaputian),Samal City,"Force, Threat and Intimidation",rural,11.38,1598,561,1037,1688,595,1094,1145,782,363,246,91,33,57
553,125.586,7.39332,16/02/2018,"Fri - Feb 16, 2018",19:44:00,THEFT,A. O. Floirendo,Panabo City,Qualified Theft,urban,6.6,1929,678,1251,2039,718,1321,1382,944,438,297,109,40,69
554,125.775,7.46535,15/02/2018,"Thu - Feb 15, 2018",17:39:00,MURDER,Mankilam,Tagum City,Shooting,urban,29.97,16070,5646,10425,16981,5980,11001,11514,7865,3649,2478,911,335,576
555,125.815,7.45295,16/02/2018,"Fri - Feb 16, 2018",13:15:00,MURDER,Magdum,Tagum City,Shooting,urban,7.86,4214,1480,2733,4452,1568,2884,3019,2062,957,650,239,88,151
556,125.792,7.45073,17/02/2018,"Sat - Feb 17, 2018",3:10:00,MURDER,Mankilam,Tagum City,Shooting,urban,29.97,16070,5646,10425,16981,5980,11001,11514,7865,3649,2478,911,335,576
557,125.81200000000001,7.44935,17/02/2018,"Sat - Feb 17, 2018",3:00:00,ROBBERY,Magugpo East,Tagum City,Breaking and Entering,urban,11.1,"5,950","2,090",3860,6288,"2,214",4073,4263,"2,912",1351,917,337,124,213
558,125.699,7.30858,17/02/2018,"Sat - Feb 17, 2018",10:05:00,Drug Related Incident (RA 9165),San Vicente,Panabo City,Not Indicated,urban,19.66,5750,2020,3730,6076,2140,3936,4119,2814,1306,886,326,120,206
559,125.681,7.2993,17/02/2018,"Sat - Feb 17, 2018",20:30:00,PHYSICAL INJURIES,New Pandan (Pob.),Panabo City,Stabbing/Hacking,urban,9.03,2641,928,1713,2790,983,1808,1892,1292,600,407,150,55,95
560,125.586,7.31049,17/02/2018,"Sat - Feb 17, 2018",22:00:00,MURDER,Kauswagan,Panabo City,Stabbing/Hacking,rural,1.93,565,198,366,597,210,387,405,276,128,87,32,12,20
561,125.809,7.448010000000001,12/02/2018,"Mon - Feb 12, 2018",2:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,1305,459,847,1379,486,894,935,639,296,201,74,27,47
562,125.81200000000001,7.449560000000001,18/02/2018,"Sun - Feb 18, 2018",11:50:00,THEFT,Magugpo East,Tagum City,Shoplifting,urban,11.1,"5,950","2,090",3860,6288,"2,214",4073,4263,"2,912",1351,917,337,124,213
563,125.79799999999999,7.44888,19/02/2018,"Mon - Feb 19, 2018",4:00:00,ROBBERY,Magugpo South,Tagum City,Crowbar/Destroying Lock,urban,8.33,4468,1569,2898,4721,1663,3058,3201,2186,1014,689,253,93,160
564,125.81200000000001,7.449439999999999,19/02/2018,"Mon - Feb 19, 2018",17:25:00,THEFT,Magugpo East,Tagum City,Salisi,urban,11.1,"5,950","2,090",3860,6288,"2,214",4073,4263,"2,912",1351,917,337,124,213
565,125.794,7.387810000000001,20/02/2018,"Tue - Feb 20, 2018",8:00:00,MURDER,San Isidro,Tagum City,Shooting,rural,3.69,1978,695,1283,2090,736,1354,1417,968,449,305,112,41,71
566,125.62200000000001,7.31181,20/02/2018,"Tue - Feb 20, 2018",5:45:00,PHYSICAL INJURIES,Katipunan,Panabo City,Hacking,rural,2.5,731,257,474,772,272,500,523,358,166,113,41,15,26
567,125.815,7.39213,20/02/2018,"Tue - Feb 20, 2018",4:00:00,ROBBERY,Madaum,Tagum City,Breaking and Entering,urban,8.25,4422,1553,2868,4672,1645,3027,3168,2164,1004,682,251,92,159
568,125.803,7.42937,20/02/2018,"Tue - Feb 20, 2018",10:00:00,THEFT,Visayan Village,Tagum City,Salisi (Akyat Bahay),urban,31.0,16620,5839,10781,17562,6185,11377,11908,8134,3774,2563,942,346,596
569,125.821,7.436160000000001,20/02/2018,"Tue - Feb 20, 2018",11:00:00,THEFT,Apokon,Tagum City,Salisi (Establishment),urban,22.88,12267,4310,7958,12963,4565,8398,8789,6004,2785,1891,695,255,440
570,125.68299999999999,7.301089999999999,21/02/2018,"Wed - Feb 21, 2018",7:30:00,ROBBERY,New Pandan (Pob.),Panabo City,In an Uninhabited Place or in a Private Building,urban,9.03,2641,928,1713,2790,983,1808,1892,1292,600,407,150,55,95
571,125.822,7.418539999999999,21/02/2018,"Wed - Feb 21, 2018",15:30:00,THEFT,Apokon,Tagum City,Salisi (Establishment),urban,22.88,12267,4310,7958,12963,4565,8398,8789,6004,2785,1891,695,255,440
572,125.816,7.450419999999999,22/02/2018,"Thu - Feb 22, 2018",3:00:00,ROBBERY,Magugpo East,Tagum City,Cellphone Snatching,urban,11.1,"5,950","2,090",3860,6288,"2,214",4073,4263,"2,912",1351,917,337,124,213
573,125.78,7.45305,20/02/2018,"Tue - Feb 20, 2018",6:01:00,RAPE (Art. 266-A RC & R.A.8353),Visayan Village,Tagum City,"Force, Threat and Intimidation",urban,31.0,16620,5839,10781,17562,6185,11377,11908,8134,3774,2563,942,346,596
574,125.78,7.45305,14/02/2018,"Wed - Feb 14, 2018",7:30:00,RAPE (Art. 266-A RC & R.A.8353),Magugpo East,Tagum City,"Force, Threat and Intimidation",urban,11.1,"5,950","2,090",3860,6288,"2,214",4073,4263,"2,912",1351,917,337,124,213
575,125.69200000000001,7.3186,20/02/2018,"Tue - Feb 20, 2018",18:00:00,RAPE (Art. 266-A RC & R.A.8353),Salvacion,Panabo City,Grave Abuse of Authority,urban,12.95,3789,1331,2458,4003,1410,2594,2714,1854,860,584,215,79,136
576,125.675,7.31763,22/02/2018,"Thu - Feb 22, 2018",13:30:00,Drug Related Incident (RA 9165),San Francisco (Pob.),Panabo City,Not Indicated,urban,17.46,5106,1794,3312,5396,1900,3495,3658,2499,1159,787,289,106,183
577,125.77,7.0033199999999995,22/02/2018,"Thu - Feb 22, 2018",10:37:00,Drug Related Incident (RA 9165),Tagbaobo,Samal City,Not Indicated,rural,6.23,874,307,567,924,325,598,626,428,198,135,50,18,31
578,125.73700000000001,7.041060000000001,23/02/2018,"Fri - Feb 23, 2018",17:30:00,Vehicular Traffic Accident,Del Monte,Samal City,Not Indicated,rural,5.47,768,270,498,812,286,526,550,376,174,118,44,16,28
579,125.78,7.45305,23/02/2018,"Fri - Feb 23, 2018",23:30:00,Vehicular Traffic Accident,Magdum,Tagum City,Not Indicated,urban,7.86,4214,1480,2733,4452,1568,2884,3019,2062,957,650,239,88,151
580,125.684,7.123589999999999,25/02/2018,"Sun - Feb 25, 2018",0:00:00,PHYSICAL INJURIES,Kinawitnon,Samal City,Stabbing/Hacking,rural,5.64,792,278,513,836,295,542,567,387,180,122,45,16,28
581,125.804,7.43392,25/02/2018,"Sun - Feb 25, 2018",16:55:00,Drug Related Incident (RA 9165),Visayan Village,Tagum City,Not Indicated,urban,31.0,16620,5839,10781,17562,6185,11377,11908,8134,3774,2563,942,346,596
582,125.77600000000001,7.4626,26/02/2018,"Mon - Feb 26, 2018",8:04:00,MURDER,Mankilam,Tagum City,Shooting,urban,29.97,16070,5646,10425,16981,5980,11001,11514,7865,3649,2478,911,335,576
583,125.714,7.14416,26/02/2018,"Mon - Feb 26, 2018",16:00:00,ROBBERY,Cogon,Samal City, in an Uninhabited Place and by a Band,rural,8.38,1177,413,763,1243,438,805,843,576,267,181,67,25,42
584,125.67399999999999,7.1201,14/02/2018,"Wed - Feb 14, 2018",1:30:00,PHYSICAL INJURIES,Kinawitnon,Samal City,Mauling,rural,5.64,792,278,513,836,295,542,567,387,180,122,45,16,28
585,125.773,7.4431,28/02/2018,"Wed - Feb 28, 2018",2:15:00,Drug Related Incident (RA 9165),San Miguel (Camp 4),Tagum City,Not Indicated,urban,13.32,7142,2509,4633,7547,2658,4889,5117,3495,1622,1101,405,149,256
586,125.801,7.477539999999999,28/02/2018,"Wed - Feb 28, 2018",21:00:00,PHYSICAL INJURIES,La Filipina,Tagum City,Shooting,urban,11.84,6348,2230,4118,6707,2362,4345,4548,3106,1441,979,360,132,228
587,125.73299999999999,7.050510000000001,27/02/2018,"Tue - Feb 27, 2018",21:00:00,RAPE (Art. 266-A RC & R.A.8353),Balet,Samal City,"Force, Threat and Intimidation",rural,8.25,1159,407,752,1225,431,793,830,567,263,179,66,24,42
588,125.71,7.0778,08/02/2018,"Thu - Feb 8, 2018",3:00:00,PHYSICAL INJURIES,Peñaplata (Pob.),Samal City,Stabbing/Hacking,urban,17.42,2446,859,1587,2585,910,1674,1752,1197,555,377,139,51,88
589,125.81700000000001,7.392639999999999,02/03/2018,"Fri - Mar 2, 2018",20:00:00,PHYSICAL INJURIES,Madaum,Tagum City,Shooting,urban,8.25,4422,1553,2868,4672,1645,3027,3168,2164,1004,682,251,92,159
590,125.81200000000001,7.448919999999999,02/03/2018,"Fri - Mar 2, 2018",18:15:00,THEFT,Magugpo Poblacion,Tagum City,Plain Theft,urban,2.43,1305,459,847,1379,486,894,935,639,296,201,74,27,47
591,125.80799999999999,7.449089999999999,03/03/2018,"Sat - Mar 3, 2018",15:05:00,THEFT,Magugpo Poblacion,Tagum City,Plain Theft,urban,2.43,1305,459,847,1379,486,894,935,639,296,201,74,27,47
592,125.682,7.3000300000000005,03/03/2018,"Sat - Mar 3, 2018",20:15:00,Drug Related Incident (RA 9165),New Pandan (Pob.),Panabo City,Not Indicated,urban,9.03,2641,928,1713,2790,983,1808,1892,1292,600,407,150,55,95
593,125.70200000000001,7.301880000000001,04/03/2018,"Sun - Mar 4, 2018",3:00:00,ROBBERY,San Vicente,Panabo City,Destroying Window,urban,19.66,5750,2020,3730,6076,2140,3936,4119,2814,1306,886,326,120,206
594,125.801,7.42888,03/03/2018,"Sat - Mar 3, 2018",18:00:00,ROBBERY,Visayan Village,Tagum City,Akyat Bahay,urban,31.0,16620,5839,10781,17562,6185,11377,11908,8134,3774,2563,942,346,596
595,125.705,7.32215,04/03/2018,"Sun - Mar 4, 2018",14:00:00,PHYSICAL INJURIES,San Vicente,Panabo City,Hacking,urban,19.66,5750,2020,3730,6076,2140,3936,4119,2814,1306,886,326,120,206
596,125.806,7.45858,05/03/2018,"Mon - Mar 5, 2018",18:20:00,THEFT,Magugpo West,Tagum City,Bag Snatching,urban,10.74,5760,2023,3736,6086,2143,3943,4127,2819,1308,888,326,120,207
597,125.806,7.44827,05/03/2018,"Mon - Mar 5, 2018",20:00:00,THEFT,Magugpo Poblacion,Tagum City,Qualified Theft,urban,2.43,1305,459,847,1379,486,894,935,639,296,201,74,27,47
598,125.806,7.44875,06/03/2018,"Tue - Mar 6, 2018",9:40:00,MURDER,Magugpo Poblacion,Tagum City,Shooting,urban,2.43,1305,459,847,1379,486,894,935,639,296,201,74,27,47
599,125.819,7.4335,06/03/2018,"Tue - Mar 6, 2018",16:15:00,PHYSICAL INJURIES,Apokon,Tagum City,Shooting,urban,22.88,12267,4310,7958,12963,4565,8398,8789,6004,2785,1891,695,255,440
600,125.685,7.3034,04/03/2018,"Sun - Mar 4, 2018",17:00:00,ROBBERY,Santo Niño (Pob.),Panabo City, in an Uninhabited Place and by a Band,urban,5.89,1724,606,1118,1822,641,1180,1235,844,391,266,98,36,62
601,125.807,7.4489,06/03/2018,"Tue - Mar 6, 2018",16:35:00,THEFT,Magugpo Poblacion,Tagum City,Shoplifting,urban,2.43,1305,459,847,1379,486,894,935,639,296,201,74,27,47
602,125.819,7.43637,01/03/2018,"Thu - Mar 1, 2018",17:20:00,Drug Related Incident (RA 9165),Apokon,Tagum City,Not Indicated,urban,22.88,12267,4310,7958,12963,4565,8398,8789,6004,2785,1891,695,255,440
603,125.705,7.076980000000001,07/03/2018,"Wed - Mar 7, 2018",22:30:00,THEFT,Peñaplata (Pob.),Samal City,Pick-Pocketing,urban,17.42,2446,859,1587,2585,910,1674,1752,1197,555,377,139,51,88
604,125.749,7.125210000000001,09/03/2018,"Fri - Mar 9, 2018",0:00:00,PHYSICAL INJURIES,San Antonio,Samal City,Stabbing/Hacking,rural,5.99,842,296,546,889,313,576,603,412,191,130,48,18,30
605,125.749,7.125889999999999,09/03/2018,"Fri - Mar 9, 2018",0:00:00,HOMICIDE,San Antonio,Samal City,Stabbing/Hacking,rural,5.99,842,296,546,889,313,576,603,412,191,130,48,18,30
606,125.823,7.42105,07/03/2018,"Wed - Mar 7, 2018",17:00:00,RAPE (Art. 266-A RC & R.A.8353),Apokon,Tagum City,"Force, Threat and Intimidation",urban,22.88,12267,4310,7958,12963,4565,8398,8789,6004,2785,1891,695,255,440
607,125.73700000000001,7.0418199999999995,09/03/2018,"Fri - Mar 9, 2018",18:00:00,RAPE (Art. 266-A RC & R.A.8353),Del Monte,Samal City,"Force, Threat and Intimidation",rural,5.47,768,270,498,812,286,526,550,376,174,118,44,16,28
608,125.804,7.461119999999999,09/03/2018,"Fri - Mar 9, 2018",20:30:00,Drug Related Incident (RA 9165),Apokon,Tagum City,Not Indicated,urban,22.88,12267,4310,7958,12963,4565,8398,8789,6004,2785,1891,695,255,440
609,125.803,7.43405,09/03/2018,"Fri - Mar 9, 2018",19:01:00,MURDER,Visayan Village,Tagum City,Shooting,urban,31.0,16620,5839,10781,17562,6185,11377,11908,8134,3774,2563,942,346,596
610,125.67299999999999,7.283639999999999,11/03/2018,"Sun - Mar 11, 2018",1:00:00,MURDER,J.P. Laurel,Panabo City,Shooting,urban,8.93,2611,917,1694,2759,972,1787,1871,1278,593,403,148,54,94
611,125.77799999999999,6.940869999999999,10/03/2018,"Sat - Mar 10, 2018",17:50:00,PHYSICAL INJURIES,Pangubatan (Talicod I),Samal City,Hitting With Hard Object,rural,3.96,556,195,360,587,207,380,398,272,126,86,31,12,20
612,125.807,7.43663,10/03/2018,"Sat - Mar 10, 2018",13:30:00,ROBBERY,Visayan Village,Tagum City,Bag/Purse Snatching,urban,31.0,16620,5839,10781,17562,6185,11377,11908,8134,3774,2563,942,346,596
613,125.80799999999999,7.44809,11/03/2018,"Sun - Mar 11, 2018",9:10:00,MURDER,Magugpo Poblacion,Tagum City,Shooting,urban,2.43,1305,459,847,1379,486,894,935,639,296,201,74,27,47
614,125.656,7.31035,11/03/2018,"Sun - Mar 11, 2018",2:30:00,ROBBERY,New Visayas,Panabo City,Agaw-Armas,urban,22.54,6592,2316,4276,6966,2453,4513,4723,3226,1497,1016,374,137,236
615,125.809,7.4375800000000005,11/03/2018,"Sun - Mar 11, 2018",19:30:00,THEFT,Visayan Village,Tagum City,Bag Snatching,urban,31.0,16620,5839,10781,17562,6185,11377,11908,8134,3774,2563,942,346,596
616,125.824,7.4316,12/03/2018,"Mon - Mar 12, 2018",7:10:00,MURDER,Apokon,Tagum City,Shooting,urban,22.88,12267,4310,7958,12963,4565,8398,8789,6004,2785,1891,695,255,440
617,125.814,7.45167,12/03/2018,"Mon - Mar 12, 2018",17:30:00,THEFT,Magugpo East,Tagum City,Salisi (Establishment),urban,11.1,"5,950","2,090",3860,6288,"2,214",4073,4263,"2,912",1351,917,337,124,213
618,125.79899999999999,7.41926,12/03/2018,"Mon - Mar 12, 2018",20:00:00,ROBBERY,Visayan Village,Tagum City,Destroying Window,urban,31.0,16620,5839,10781,17562,6185,11377,11908,8134,3774,2563,942,346,596
619,125.774,7.44373,12/03/2018,"Mon - Mar 12, 2018",22:30:00,ROBBERY,San Miguel (Camp 4),Tagum City,With Violence Against or Intimidation of Persons,urban,13.32,7142,2509,4633,7547,2658,4889,5117,3495,1622,1101,405,149,256
620,125.796,7.42926,13/03/2018,"Tue - Mar 13, 2018",2:00:00,THEFT,Visayan Village,Tagum City,Salisi (Establishment),urban,31.0,16620,5839,10781,17562,6185,11377,11908,8134,3774,2563,942,346,596
621,125.79899999999999,7.46133,14/03/2018,"Wed - Mar 14, 2018",18:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Hitting With Hard Object,urban,10.74,5760,2023,3736,6086,2143,3943,4127,2819,1308,888,326,120,207
622,125.8,7.459969999999999,15/03/2018,"Thu - Mar 15, 2018",0:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,urban,10.74,5760,2023,3736,6086,2143,3943,4127,2819,1308,888,326,120,207
623,125.69200000000001,7.13537,13/03/2018,"Tue - Mar 13, 2018",22:22:00,THEFT,Miranda (Pob.),Samal City,Not Indicated,urban,20.32,2854,1002,1851,3015,1062,1953,2044,1397,648,440,162,59,102
624,125.78399999999999,7.456410000000001,16/03/2018,"Fri - Mar 16, 2018",8:40:00,MURDER,Mankilam,Tagum City,Shooting,urban,29.97,16070,5646,10425,16981,5980,11001,11514,7865,3649,2478,911,335,576
625,125.80799999999999,7.4451600000000004,16/03/2018,"Fri - Mar 16, 2018",17:45:00,THEFT,Visayan Village,Tagum City,Shoplifting,urban,31.0,16620,5839,10781,17562,6185,11377,11908,8134,3774,2563,942,346,596
626,125.772,7.39841,16/03/2018,"Fri - Mar 16, 2018",22:40:00,Drug Related Incident (RA 9165),San Isidro,Tagum City,Not Indicated,rural,3.69,1978,695,1283,2090,736,1354,1417,968,449,305,112,41,71
627,125.772,7.39843,17/03/2018,"Sat - Mar 17, 2018",1:30:00,Drug Related Incident (RA 9165),San Isidro,Tagum City,Not Indicated,rural,3.69,1978,695,1283,2090,736,1354,1417,968,449,305,112,41,71
628,125.802,7.4592,18/03/2018,"Sun - Mar 18, 2018",4:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Hacking,urban,10.74,5760,2023,3736,6086,2143,3943,4127,2819,1308,888,326,120,207
629,125.678,7.31658,20/03/2018,"Tue - Mar 20, 2018",18:40:00,Drug Related Incident (RA 9165),San Francisco (Pob.),Panabo City,Not Indicated,urban,17.46,5106,1794,3312,5396,1900,3495,3658,2499,1159,787,289,106,183
630,125.772,7.441730000000001,21/03/2018,"Wed - Mar 21, 2018",2:20:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),urban,13.32,7142,2509,4633,7547,2658,4889,5117,3495,1622,1101,405,149,256
631,125.79899999999999,7.435389999999999,20/03/2018,"Tue - Mar 20, 2018",23:15:00,Drug Related Incident (RA 9165),Visayan Village,Tagum City,Not Indicated,urban,31.0,16620,5839,10781,17562,6185,11377,11908,8134,3774,2563,942,346,596
632,125.79799999999999,7.43573,20/03/2018,"Tue - Mar 20, 2018",21:47:00,PHYSICAL INJURIES,Visayan Village,Tagum City,Shooting,urban,31.0,16620,5839,10781,17562,6185,11377,11908,8134,3774,2563,942,346,596
633,125.648,7.29025,19/03/2018,"Mon - Mar 19, 2018",23:00:00,RAPE (Art. 266-A RC & R.A.8353),Maduao,Panabo City,Gang/Party,rural,4.24,1239,435,804,1309,461,848,888,606,281,191,70,26,44
634,125.773,7.46782,20/03/2018,"Tue - Mar 20, 2018",22:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),urban,29.97,16070,5646,10425,16981,5980,11001,11514,7865,3649,2478,911,335,576
635,125.59,7.305619999999999,22/03/2018,"Thu - Mar 22, 2018",8:15:00,Drug Related Incident (RA 9165),Kauswagan,Panabo City,Not Indicated,rural,1.93,565,198,366,597,210,387,405,276,128,87,32,12,20
636,125.80799999999999,7.45863,23/03/2018,"Fri - Mar 23, 2018",20:30:00,ROBBERY,Magugpo West,Tagum City,With Violence Against or Intimidation of Persons,urban,10.74,5760,2023,3736,6086,2143,3943,4127,2819,1308,888,326,120,207
637,125.78,7.392010000000001,23/03/2018,"Fri - Mar 23, 2018",23:00:00,Drug Related Incident (RA 9165),San Isidro,Tagum City,Not Indicated,rural,3.69,1978,695,1283,2090,736,1354,1417,968,449,305,112,41,71
638,125.77799999999999,7.44469,24/03/2018,"Sat - Mar 24, 2018",12:00:00,Drug Related Incident (RA 9165),San Miguel (Camp 4),Tagum City,Not Indicated,urban,13.32,7142,2509,4633,7547,2658,4889,5117,3495,1622,1101,405,149,256
639,125.67299999999999,7.2854600000000005,25/03/2018,"Sun - Mar 25, 2018",21:30:00,THEFT,J.P. Laurel,Panabo City,Pick-Pocketing,urban,8.93,2611,917,1694,2759,972,1787,1871,1278,593,403,148,54,94
640,125.796,7.49867,25/03/2018,"Sun - Mar 25, 2018",22:00:00,Vehicular Traffic Accident,Cuambogan,Tagum City,Not Indicated,urban,8.16,4377,1538,2839,4625,1629,2996,3136,2142,994,675,248,91,157
641,125.775,7.44367,25/03/2018,"Sun - Mar 25, 2018",18:04:00,MURDER,San Miguel (Camp 4),Tagum City,Shooting,urban,13.32,7142,2509,4633,7547,2658,4889,5117,3495,1622,1101,405,149,256
642,125.804,7.44683,26/03/2018,"Mon - Mar 26, 2018",2:30:00,THEFT,Magugpo Poblacion,Tagum City,Snatching,urban,2.43,1305,459,847,1379,486,894,935,639,296,201,74,27,47
643,125.779,7.4609,26/03/2018,"Mon - Mar 26, 2018",7:00:00,PHYSICAL INJURIES,Mankilam,Tagum City,Mauling,urban,29.97,16070,5646,10425,16981,5980,11001,11514,7865,3649,2478,911,335,576
644,125.649,7.3175,27/03/2018,"Tue - Mar 27, 2018",14:40:00,THEFT,Datu Abdul Dadia,Panabo City,Plain Theft,urban,7.88,2305,810,1495,2436,858,1578,1652,1128,523,355,131,48,83
645,125.76,7.37645,27/03/2018,"Tue - Mar 27, 2018",22:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Bincungan,Tagum City,Swpu (Stolen While Parked),rural,3.25,1743,612,1131,1842,649,1193,1249,853,396,269,99,36,63
646,125.68700000000001,7.3046,28/03/2018,"Wed - Mar 28, 2018",18:50:00,Drug Related Incident (RA 9165),Santo Niño (Pob.),Panabo City,Not Indicated,urban,5.89,1724,606,1118,1822,641,1180,1235,844,391,266,98,36,62
647,125.68,7.3,31/03/2018,"Sat - Mar 31, 2018",5:30:00,ROBBERY,Gredu (Pob.),Panabo City,Breaking and Entering,urban,22.51,6583,2313,4270,6956,2450,4506,4716,3222,1495,1015,373,137,236
648,125.588,7.32935,31/03/2018,"Sat - Mar 31, 2018",16:50:00,HOMICIDE,Kasilak,Panabo City,Stabbing/Hacking,urban,3.79,1109,390,719,1172,413,759,795,543,252,171,63,23,40
649,125.711,7.071510000000001,01/04/2018,"Sun - Apr 1, 2018",14:05:00,PHYSICAL INJURIES,Peñaplata (Pob.),Samal City,Stabbing/Hacking,urban,17.42,2446,859,1587,2585,910,1674,1752,1197,555,377,139,51,88
650,125.795,7.477410000000001,02/04/2018,"Mon - Apr 2, 2018",3:30:00,MURDER,La Filipina,Tagum City,Shooting,urban,11.84,6348,2230,4118,6707,2362,4345,4548,3106,1441,979,360,132,228
651,125.79299999999999,7.499689999999999,02/04/2018,"Mon - Apr 2, 2018",8:30:00,MURDER,Cuambogan,Tagum City,Shooting,urban,8.16,4377,1538,2839,4625,1629,2996,3136,2142,994,675,248,91,157
652,125.823,7.425330000000001,02/04/2018,"Mon - Apr 2, 2018",11:15:00,PHYSICAL INJURIES,Apokon,Tagum City,Shooting,urban,22.88,12267,4310,7958,12963,4565,8398,8789,6004,2785,1891,695,255,440
653,125.772,7.44448,02/04/2018,"Mon - Apr 2, 2018",19:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),urban,13.32,7142,2509,4633,7547,2658,4889,5117,3495,1622,1101,405,149,256
654,125.74600000000001,7.00749,19/03/2018,"Mon - Mar 19, 2018",10:00:00,RAPE (Art. 266-A RC & R.A.8353),Anonang,Samal City,"Force, Threat and Intimidation",rural,7.12,1000,351,649,1057,372,685,717,489,227,154,57,21,36
655,125.76700000000001,7.440010000000001,03/04/2018,"Tue - Apr 3, 2018",20:49:00,MURDER,San Miguel (Camp 4),Tagum City,Clubbing,urban,13.32,7142,2509,4633,7547,2658,4889,5117,3495,1622,1101,405,149,256
656,125.781,7.46175,04/04/2018,"Wed - Apr 4, 2018",8:20:00,ROBBERY,Mankilam,Tagum City,Cellphone Snatching,urban,29.97,16070,5646,10425,16981,5980,11001,11514,7865,3649,2478,911,335,576
657,125.774,7.44331,05/04/2018,"Thu - Apr 5, 2018",0:45:00,ROBBERY,San Miguel (Camp 4),Tagum City,Hold-Up W/ Gun,urban,13.32,7142,2509,4633,7547,2658,4889,5117,3495,1622,1101,405,149,256
658,125.76,7.377489999999999,04/04/2018,"Wed - Apr 4, 2018",9:11:00,MURDER,Bincungan,Tagum City,Stabbing/Hacking,rural,3.25,1743,612,1131,1842,649,1193,1249,853,396,269,99,36,63
659,125.758,7.47365,05/04/2018,"Thu - Apr 5, 2018",3:00:00,ROBBERY,Pagsabangan,Tagum City,Hold-Up W/ Gun,rural,4.04,2165,761,1405,2288,806,1482,1551,1060,492,334,123,45,78
