,lng,lat,date,customdate,time,crime,barangay,city,modus,placetype,land area sq km,"Poverty,poverty incidence by employed","Poverty,poverty incidence by household","Poverty,poverty incidence by population","Poverty,poverty incidence by unemployed"
593,125.70200000000001,7.301880000000001,04/03/2018,"Sun - Mar 4, 2018",3:00:00,ROBBERY,San Vicente,Panabo City,Destroying Window,urban,19.66,949,576,3284,59
594,125.801,7.42888,03/03/2018,"Sat - Mar 3, 2018",18:00:00,ROBBERY,Visayan Village,Tagum City,Akyat Bahay,urban,31.0,"2,742","1,616","9,210",171
595,125.705,7.32215,04/03/2018,"Sun - Mar 4, 2018",14:00:00,PHYSICAL INJURIES,San Vicente,Panabo City,Hacking,urban,19.66,949,576,3284,59
596,125.806,7.45858,05/03/2018,"Mon - Mar 5, 2018",18:20:00,THEFT,Magugpo West,Tagum City,Bag Snatching,urban,10.74,950,560,"3,192",59
597,125.806,7.44827,05/03/2018,"Mon - Mar 5, 2018",20:00:00,THEFT,Magugpo Poblacion,Tagum City,Qualified Theft,urban,2.43,215,127,723,13
598,125.806,7.44875,06/03/2018,"Tue - Mar 6, 2018",9:40:00,MURDER,Magugpo Poblacion,Tagum City,Shooting,urban,2.43,215,127,723,13
599,125.819,7.4335,06/03/2018,"Tue - Mar 6, 2018",16:15:00,PHYSICAL INJURIES,Apokon,Tagum City,Shooting,urban,22.88,2024,1193,6798,126
600,125.685,7.3034,04/03/2018,"Sun - Mar 4, 2018",17:00:00,ROBBERY,Santo Niño (Pob.),Panabo City, in an Uninhabited Place and by a Band,urban,5.89,284,173,985,18
601,125.807,7.4489,06/03/2018,"Tue - Mar 6, 2018",16:35:00,THEFT,Magugpo Poblacion,Tagum City,Shoplifting,urban,2.43,215,127,723,13
602,125.819,7.43637,01/03/2018,"Thu - Mar 1, 2018",17:20:00,Drug Related Incident (RA 9165),Apokon,Tagum City,Not Indicated,urban,22.88,2024,1193,6798,126
603,125.705,7.076980000000001,07/03/2018,"Wed - Mar 7, 2018",22:30:00,THEFT,Peñaplata (Pob.),Samal City,Pick-Pocketing,urban,17.42,404,265,1406,25
604,125.749,7.125210000000001,09/03/2018,"Fri - Mar 9, 2018",0:00:00,PHYSICAL INJURIES,San Antonio,Samal City,Stabbing/Hacking,rural,5.99,139,91,484,9
605,125.749,7.125889999999999,09/03/2018,"Fri - Mar 9, 2018",0:00:00,HOMICIDE,San Antonio,Samal City,Stabbing/Hacking,rural,5.99,139,91,484,9
606,125.823,7.42105,07/03/2018,"Wed - Mar 7, 2018",17:00:00,RAPE (Art. 266-A RC & R.A.8353),Apokon,Tagum City,"Force, Threat and Intimidation",urban,22.88,2024,1193,6798,126
607,125.73700000000001,7.0418199999999995,09/03/2018,"Fri - Mar 9, 2018",18:00:00,RAPE (Art. 266-A RC & R.A.8353),Del Monte,Samal City,"Force, Threat and Intimidation",rural,5.47,127,83,442,8
608,125.804,7.461119999999999,09/03/2018,"Fri - Mar 9, 2018",20:30:00,Drug Related Incident (RA 9165),Apokon,Tagum City,Not Indicated,urban,22.88,2024,1193,6798,126
609,125.803,7.43405,09/03/2018,"Fri - Mar 9, 2018",19:01:00,MURDER,Visayan Village,Tagum City,Shooting,urban,31.0,"2,742","1,616","9,210",171
610,125.67299999999999,7.283639999999999,11/03/2018,"Sun - Mar 11, 2018",1:00:00,MURDER,J.P. Laurel,Panabo City,Shooting,urban,8.93,431,262,"1,491",27
611,125.77799999999999,6.940869999999999,10/03/2018,"Sat - Mar 10, 2018",17:50:00,PHYSICAL INJURIES,Pangubatan (Talicod I),Samal City,Hitting With Hard Object,rural,3.96,92,60,319,6
612,125.807,7.43663,10/03/2018,"Sat - Mar 10, 2018",13:30:00,ROBBERY,Visayan Village,Tagum City,Bag/Purse Snatching,urban,31.0,"2,742","1,616","9,210",171
613,125.80799999999999,7.44809,11/03/2018,"Sun - Mar 11, 2018",9:10:00,MURDER,Magugpo Poblacion,Tagum City,Shooting,urban,2.43,215,127,723,13
614,125.656,7.31035,11/03/2018,"Sun - Mar 11, 2018",2:30:00,ROBBERY,New Visayas,Panabo City,Agaw-Armas,urban,22.54,"1,088",661,"3,766",68
615,125.809,7.4375800000000005,11/03/2018,"Sun - Mar 11, 2018",19:30:00,THEFT,Visayan Village,Tagum City,Bag Snatching,urban,31.0,"2,742","1,616","9,210",171
616,125.824,7.4316,12/03/2018,"Mon - Mar 12, 2018",7:10:00,MURDER,Apokon,Tagum City,Shooting,urban,22.88,2024,1193,6798,126
617,125.814,7.45167,12/03/2018,"Mon - Mar 12, 2018",17:30:00,THEFT,Magugpo East,Tagum City,Salisi (Establishment),urban,11.1,982,579,"3,297",61
618,125.79899999999999,7.41926,12/03/2018,"Mon - Mar 12, 2018",20:00:00,ROBBERY,Visayan Village,Tagum City,Destroying Window,urban,31.0,"2,742","1,616","9,210",171
619,125.774,7.44373,12/03/2018,"Mon - Mar 12, 2018",22:30:00,ROBBERY,San Miguel (Camp 4),Tagum City,With Violence Against or Intimidation of Persons,urban,13.32,"1,178",694,3958,73
620,125.796,7.42926,13/03/2018,"Tue - Mar 13, 2018",2:00:00,THEFT,Visayan Village,Tagum City,Salisi (Establishment),urban,31.0,"2,742","1,616","9,210",171
621,125.79899999999999,7.46133,14/03/2018,"Wed - Mar 14, 2018",18:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Hitting With Hard Object,urban,10.74,950,560,"3,192",59
622,125.8,7.459969999999999,15/03/2018,"Thu - Mar 15, 2018",0:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,urban,10.74,950,560,"3,192",59
623,125.69200000000001,7.13537,13/03/2018,"Tue - Mar 13, 2018",22:22:00,THEFT,Miranda (Pob.),Samal City,Not Indicated,urban,20.32,471,310,1641,29
624,125.78399999999999,7.456410000000001,16/03/2018,"Fri - Mar 16, 2018",8:40:00,MURDER,Mankilam,Tagum City,Shooting,urban,29.97,"2,652",1563,"8,905",165
625,125.80799999999999,7.4451600000000004,16/03/2018,"Fri - Mar 16, 2018",17:45:00,THEFT,Visayan Village,Tagum City,Shoplifting,urban,31.0,"2,742","1,616","9,210",171
626,125.772,7.39841,16/03/2018,"Fri - Mar 16, 2018",22:40:00,Drug Related Incident (RA 9165),San Isidro,Tagum City,Not Indicated,rural,3.69,326,192,1096,20
627,125.772,7.39843,17/03/2018,"Sat - Mar 17, 2018",1:30:00,Drug Related Incident (RA 9165),San Isidro,Tagum City,Not Indicated,rural,3.69,326,192,1096,20
628,125.802,7.4592,18/03/2018,"Sun - Mar 18, 2018",4:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Hacking,urban,10.74,950,560,"3,192",59
629,125.678,7.31658,20/03/2018,"Tue - Mar 20, 2018",18:40:00,Drug Related Incident (RA 9165),San Francisco (Pob.),Panabo City,Not Indicated,urban,17.46,843,512,"2,917",52
630,125.772,7.441730000000001,21/03/2018,"Wed - Mar 21, 2018",2:20:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),urban,13.32,"1,178",694,3958,73
631,125.79899999999999,7.435389999999999,20/03/2018,"Tue - Mar 20, 2018",23:15:00,Drug Related Incident (RA 9165),Visayan Village,Tagum City,Not Indicated,urban,31.0,"2,742","1,616","9,210",171
632,125.79799999999999,7.43573,20/03/2018,"Tue - Mar 20, 2018",21:47:00,PHYSICAL INJURIES,Visayan Village,Tagum City,Shooting,urban,31.0,"2,742","1,616","9,210",171
633,125.648,7.29025,19/03/2018,"Mon - Mar 19, 2018",23:00:00,RAPE (Art. 266-A RC & R.A.8353),Maduao,Panabo City,Gang/Party,rural,4.24,204,124,708,13
634,125.773,7.46782,20/03/2018,"Tue - Mar 20, 2018",22:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),urban,29.97,"2,652",1563,"8,905",165
635,125.59,7.305619999999999,22/03/2018,"Thu - Mar 22, 2018",8:15:00,Drug Related Incident (RA 9165),Kauswagan,Panabo City,Not Indicated,rural,1.93,93,57,323,6
636,125.80799999999999,7.45863,23/03/2018,"Fri - Mar 23, 2018",20:30:00,ROBBERY,Magugpo West,Tagum City,With Violence Against or Intimidation of Persons,urban,10.74,950,560,"3,192",59
637,125.78,7.392010000000001,23/03/2018,"Fri - Mar 23, 2018",23:00:00,Drug Related Incident (RA 9165),San Isidro,Tagum City,Not Indicated,rural,3.69,326,192,1096,20
638,125.77799999999999,7.44469,24/03/2018,"Sat - Mar 24, 2018",12:00:00,Drug Related Incident (RA 9165),San Miguel (Camp 4),Tagum City,Not Indicated,urban,13.32,"1,178",694,3958,73
639,125.67299999999999,7.2854600000000005,25/03/2018,"Sun - Mar 25, 2018",21:30:00,THEFT,J.P. Laurel,Panabo City,Pick-Pocketing,urban,8.93,431,262,"1,491",27
640,125.796,7.49867,25/03/2018,"Sun - Mar 25, 2018",22:00:00,Vehicular Traffic Accident,Cuambogan,Tagum City,Not Indicated,urban,8.16,722,426,"2,425",45
641,125.775,7.44367,25/03/2018,"Sun - Mar 25, 2018",18:04:00,MURDER,San Miguel (Camp 4),Tagum City,Shooting,urban,13.32,"1,178",694,3958,73
642,125.804,7.44683,26/03/2018,"Mon - Mar 26, 2018",2:30:00,THEFT,Magugpo Poblacion,Tagum City,Snatching,urban,2.43,215,127,723,13
643,125.779,7.4609,26/03/2018,"Mon - Mar 26, 2018",7:00:00,PHYSICAL INJURIES,Mankilam,Tagum City,Mauling,urban,29.97,"2,652",1563,"8,905",165
644,125.649,7.3175,27/03/2018,"Tue - Mar 27, 2018",14:40:00,THEFT,Datu Abdul Dadia,Panabo City,Plain Theft,urban,7.88,380,231,1317,24
645,125.76,7.37645,27/03/2018,"Tue - Mar 27, 2018",22:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Bincungan,Tagum City,Swpu (Stolen While Parked),rural,3.25,288,170,966,18
646,125.68700000000001,7.3046,28/03/2018,"Wed - Mar 28, 2018",18:50:00,Drug Related Incident (RA 9165),Santo Niño (Pob.),Panabo City,Not Indicated,urban,5.89,284,173,985,18
647,125.68,7.3,31/03/2018,"Sat - Mar 31, 2018",5:30:00,ROBBERY,Gredu (Pob.),Panabo City,Breaking and Entering,urban,22.51,"1,086",660,3760,68
648,125.588,7.32935,31/03/2018,"Sat - Mar 31, 2018",16:50:00,HOMICIDE,Kasilak,Panabo City,Stabbing/Hacking,urban,3.79,183,111,634,11
649,125.711,7.071510000000001,01/04/2018,"Sun - Apr 1, 2018",14:05:00,PHYSICAL INJURIES,Peñaplata (Pob.),Samal City,Stabbing/Hacking,urban,17.42,404,265,1406,25
650,125.795,7.477410000000001,02/04/2018,"Mon - Apr 2, 2018",3:30:00,MURDER,La Filipina,Tagum City,Shooting,urban,11.84,"1,047",617,"3,517",65
651,125.79299999999999,7.499689999999999,02/04/2018,"Mon - Apr 2, 2018",8:30:00,MURDER,Cuambogan,Tagum City,Shooting,urban,8.16,722,426,"2,425",45
652,125.823,7.425330000000001,02/04/2018,"Mon - Apr 2, 2018",11:15:00,PHYSICAL INJURIES,Apokon,Tagum City,Shooting,urban,22.88,2024,1193,6798,126
653,125.772,7.44448,02/04/2018,"Mon - Apr 2, 2018",19:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),urban,13.32,"1,178",694,3958,73
654,125.74600000000001,7.00749,19/03/2018,"Mon - Mar 19, 2018",10:00:00,RAPE (Art. 266-A RC & R.A.8353),Anonang,Samal City,"Force, Threat and Intimidation",rural,7.12,165,108,575,10
655,125.76700000000001,7.440010000000001,03/04/2018,"Tue - Apr 3, 2018",20:49:00,MURDER,San Miguel (Camp 4),Tagum City,Clubbing,urban,13.32,"1,178",694,3958,73
656,125.781,7.46175,04/04/2018,"Wed - Apr 4, 2018",8:20:00,ROBBERY,Mankilam,Tagum City,Cellphone Snatching,urban,29.97,"2,652",1563,"8,905",165
657,125.774,7.44331,05/04/2018,"Thu - Apr 5, 2018",0:45:00,ROBBERY,San Miguel (Camp 4),Tagum City,Hold-Up W/ Gun,urban,13.32,"1,178",694,3958,73
658,125.76,7.377489999999999,04/04/2018,"Wed - Apr 4, 2018",9:11:00,MURDER,Bincungan,Tagum City,Stabbing/Hacking,rural,3.25,288,170,966,18
659,125.758,7.47365,05/04/2018,"Thu - Apr 5, 2018",3:00:00,ROBBERY,Pagsabangan,Tagum City,Hold-Up W/ Gun,rural,4.04,357,211,1200,22
660,125.786,7.49945,05/04/2018,"Thu - Apr 5, 2018",18:40:00,MURDER,Cuambogan,Tagum City,Shooting,urban,8.16,722,426,"2,425",45
661,125.79700000000001,7.4469899999999996,05/04/2018,"Thu - Apr 5, 2018",23:00:00,ROBBERY,Magugpo South,Tagum City,Breaking and Entering,urban,8.33,737,434,"2,476",46
662,125.611,7.40207,06/04/2018,"Fri - Apr 6, 2018",15:10:00,THEFT,A. O. Floirendo,Panabo City,Plain Theft,urban,6.6,318,193,1102,20
663,125.556,7.25335,06/04/2018,"Fri - Apr 6, 2018",16:25:00,HOMICIDE,Santa Cruz,Panabo City,Stabbing/Hacking,rural,1.66,80,49,278,5
664,125.686,7.306,07/04/2018,"Sat - Apr 7, 2018",17:30:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,urban,5.89,284,173,985,18
665,125.68,7.3007800000000005,07/04/2018,"Sat - Apr 7, 2018",19:43:00,MURDER,Gredu (Pob.),Panabo City,Shooting,urban,22.51,"1,086",660,3760,68
666,125.79899999999999,7.44682,06/04/2018,"Fri - Apr 6, 2018",0:00:00,ROBBERY,Nueva Fuerza,Tagum City,Hold-Up W/ Gun,rural,1.5,133,78,446,8
667,125.79799999999999,7.423710000000001,06/04/2018,"Fri - Apr 6, 2018",19:20:00,MURDER,Visayan Village,Tagum City,Shooting,urban,31.0,"2,742","1,616","9,210",171
668,125.803,7.45914,07/04/2018,"Sat - Apr 7, 2018",21:00:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,215,127,723,13
669,125.771,7.37907,08/04/2018,"Sun - Apr 8, 2018",3:19:00,PHYSICAL INJURIES,Madaum,Tagum City,Shooting,urban,8.25,730,430,2450,45
670,125.80799999999999,7.418880000000001,08/04/2018,"Sun - Apr 8, 2018",3:00:00,THEFT,Canocotan,Tagum City,Plain Theft,urban,6.26,554,326,1859,34
671,125.819,7.43697,09/04/2018,"Mon - Apr 9, 2018",9:25:00,MURDER,Apokon,Tagum City,Shooting,urban,22.88,2024,1193,6798,126
672,125.823,7.45631,10/04/2018,"Tue - Apr 10, 2018",4:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),urban,11.1,982,579,"3,297",61
673,125.78,7.461239999999999,09/04/2018,"Mon - Apr 9, 2018",13:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),urban,29.97,"2,652",1563,"8,905",165
674,125.796,7.4336899999999995,08/04/2018,"Sun - Apr 8, 2018",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,"2,742","1,616","9,210",171
675,125.682,7.300610000000001,10/04/2018,"Tue - Apr 10, 2018",16:40:00,Drug Related Incident (RA 9165),New Pandan (Pob.),Panabo City,Not Indicated,urban,9.03,436,265,1508,27
676,125.679,7.121630000000001,11/04/2018,"Wed - Apr 11, 2018",7:15:00,THEFT,Kinawitnon,Samal City,Salisi (Cellphone),rural,5.64,131,86,455,8
677,125.76700000000001,7.40607,06/04/2018,"Fri - Apr 6, 2018",10:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Canocotan,Tagum City,Swpu (Stolen While Parked),urban,6.26,554,326,1859,34
678,125.802,7.45178,12/04/2018,"Thu - Apr 12, 2018",9:30:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,215,127,723,13
679,125.80799999999999,7.38007,12/04/2018,"Thu - Apr 12, 2018",20:45:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,730,430,2450,45
680,125.802,7.44552,13/04/2018,"Fri - Apr 13, 2018",1:55:00,MURDER,Magugpo South,Tagum City,Shooting,urban,8.33,737,434,"2,476",46
681,125.67200000000001,7.30605,13/04/2018,"Fri - Apr 13, 2018",16:00:00,PHYSICAL INJURIES,New Visayas,Panabo City,Mauling,urban,22.54,"1,088",661,"3,766",68
682,125.649,7.27893,14/04/2018,"Sat - Apr 14, 2018",20:00:00,MURDER,Upper Licanan,Panabo City,Shooting,rural,2.16,104,63,361,6
683,125.79299999999999,7.500030000000001,15/04/2018,"Sun - Apr 15, 2018",2:00:00,ROBBERY,Cuambogan,Tagum City,With Violence Against or Intimidation of Persons,urban,8.16,722,426,"2,425",45
684,125.79899999999999,7.385339999999999,14/04/2018,"Sat - Apr 14, 2018",13:43:00,MURDER,Madaum,Tagum City,Shooting,urban,8.25,730,430,2450,45
685,125.814,7.451569999999999,14/04/2018,"Sat - Apr 14, 2018",16:50:00,THEFT,Magugpo East,Tagum City,Shoplifting,urban,11.1,982,579,"3,297",61
686,125.809,7.37892,16/04/2018,"Mon - Apr 16, 2018",20:55:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,730,430,2450,45
687,125.751,7.09318,15/04/2018,"Sun - Apr 15, 2018",16:00:00,PHYSICAL INJURIES,Tagbitan-Ag,Samal City,Shooting,rural,6.24,145,95,504,9
688,125.681,7.30036,17/04/2018,"Tue - Apr 17, 2018",11:15:00,PHYSICAL INJURIES,New Pandan (Pob.),Panabo City,Shooting,urban,9.03,436,265,1508,27
689,125.689,7.3178399999999995,03/04/2018,"Tue - Apr 3, 2018",12:00:00,RAPE (Art. 266-A RC & R.A.8353),Salvacion,Panabo City,"Force, Threat and Intimidation",urban,12.95,625,380,2164,39
690,125.805,7.44727,15/04/2018,"Sun - Apr 15, 2018",3:00:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Mauling,urban,2.43,215,127,723,13
691,125.816,7.45535,17/04/2018,"Tue - Apr 17, 2018",9:43:00,THEFT,Magugpo North,Tagum City,Salisi,urban,7.19,636,375,"2,136",40
692,125.68299999999999,7.3090399999999995,19/04/2018,"Thu - Apr 19, 2018",3:30:00,MURDER,San Francisco (Pob.),Panabo City,Stabbing/Hacking,urban,17.46,843,512,"2,917",52
693,125.714,7.0783,18/04/2018,"Wed - Apr 18, 2018",9:00:00,THEFT,Peñaplata (Pob.),Samal City,Salisi (Others),urban,17.42,404,265,1406,25
694,125.814,7.4455,19/04/2018,"Thu - Apr 19, 2018",2:35:00,ROBBERY,Apokon,Tagum City,Breaking and Entering,urban,22.88,2024,1193,6798,126
695,125.79799999999999,7.46024,19/04/2018,"Thu - Apr 19, 2018",4:27:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,950,560,"3,192",59
696,125.823,7.4358,19/04/2018,"Thu - Apr 19, 2018",16:50:00,Drug Related Incident (RA 9165),Magugpo West,Tagum City,Not Indicated,urban,10.74,950,560,"3,192",59
697,125.625,7.27597,19/04/2018,"Thu - Apr 19, 2018",10:00:00,THEFT,Upper Licanan,Panabo City,Plain Theft,rural,2.16,104,63,361,6
698,125.822,7.43465,20/04/2018,"Fri - Apr 20, 2018",9:00:00,THEFT,Apokon,Tagum City,Salisi,urban,22.88,2024,1193,6798,126
699,125.76799999999999,7.0049399999999995,20/04/2018,"Fri - Apr 20, 2018",18:00:00,RAPE (Art. 266-A RC & R.A.8353),Tagbaobo,Samal City,Deprived of Reason or Unconcious (Under the Influence of Liquior),rural,6.23,144,95,503,9
700,125.79700000000001,7.43469,20/04/2018,"Fri - Apr 20, 2018",15:54:00,MURDER,Visayan Village,Tagum City,Shooting,urban,31.0,"2,742","1,616","9,210",171
701,125.791,7.4199399999999995,22/04/2018,"Sun - Apr 22, 2018",13:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),urban,11.1,982,579,"3,297",61
702,125.699,7.162000000000001,20/04/2018,"Fri - Apr 20, 2018",10:00:00,THEFT,Tambo,Samal City,Qualified Theft,rural,12.49,289,190,1008,18
703,125.583,7.39668,22/04/2018,"Sun - Apr 22, 2018",10:45:00,THEFT,A. O. Floirendo,Panabo City,Qualified Theft,urban,6.6,318,193,1102,20
704,125.773,7.4676100000000005,23/04/2018,"Mon - Apr 23, 2018",4:20:00,PHYSICAL INJURIES,Mankilam,Tagum City,Shooting,urban,29.97,"2,652",1563,"8,905",165
705,125.59,7.347989999999999,22/04/2018,"Sun - Apr 22, 2018",18:30:00,MURDER,New Malaga (Dalisay),Panabo City,Stabbing/Hacking,rural,2.5,120,73,417,7
706,125.775,7.46373,23/04/2018,"Mon - Apr 23, 2018",3:20:00,THEFT,Mankilam,Tagum City,Salisi (Others),urban,29.97,"2,652",1563,"8,905",165
707,125.66799999999999,7.307980000000001,22/04/2018,"Sun - Apr 22, 2018",21:00:00,MURDER,New Visayas,Panabo City,Stabbing/Hacking,urban,22.54,"1,088",661,"3,766",68
708,125.84700000000001,7.475789999999999,18/04/2018,"Wed - Apr 18, 2018",12:00:00,RAPE (Art. 266-A RC & R.A.8353),Magdum,Tagum City,"Force, Threat and Intimidation",urban,7.86,695,410,"2,335",43
709,125.792,7.45384,23/04/2018,"Mon - Apr 23, 2018",21:00:00,ROBBERY,Mankilam,Tagum City,Akyat Bahay,urban,29.97,"2,652",1563,"8,905",165
710,125.80799999999999,7.3796800000000005,24/04/2018,"Tue - Apr 24, 2018",13:30:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,730,430,2450,45
711,125.68299999999999,7.30047,24/04/2018,"Tue - Apr 24, 2018",16:50:00,THEFT,New Pandan (Pob.),Panabo City,Salisi (Others),urban,9.03,436,265,1508,27
712,125.698,7.18355,24/04/2018,"Tue - Apr 24, 2018",10:20:00,THEFT,Camudmud,Samal City,Salisi (Others),rural,7.33,170,112,591,11
713,125.801,7.4341800000000005,25/04/2018,"Wed - Apr 25, 2018",21:05:00,Drug Related Incident (RA 9165),Visayan Village,Tagum City,Not Indicated,urban,31.0,"2,742","1,616","9,210",171
714,125.714,7.077939999999999,26/04/2018,"Thu - Apr 26, 2018",12:10:00,Vehicular Traffic Accident,Peñaplata (Pob.),Samal City,Not Indicated,urban,17.42,404,265,1406,25
715,125.70100000000001,7.07747,27/04/2018,"Fri - Apr 27, 2018",0:10:00,THEFT,San Miguel (Magamono),Samal City,Salisi (Akyat Bahay),rural,4.7,109,72,379,7
716,125.586,7.310110000000001,26/04/2018,"Thu - Apr 26, 2018",17:00:00,PHYSICAL INJURIES,Kauswagan,Panabo City,Stabbing/Hacking,rural,1.93,93,57,323,6
717,125.779,6.96668,29/04/2018,"Sun - Apr 29, 2018",0:22:00,THEFT,Kanaan,Samal City,Salisi (Others),rural,4.14,96,63,334,6
718,125.82700000000001,7.4215800000000005,28/04/2018,"Sat - Apr 28, 2018",2:30:00,THEFT,Apokon,Tagum City,Salisi,urban,22.88,2024,1193,6798,126
719,125.794,7.504160000000001,28/04/2018,"Sat - Apr 28, 2018",20:00:00,PHYSICAL INJURIES,Nueva Fuerza,Tagum City,Hacking,rural,1.5,133,78,446,8
720,125.818,7.45982,29/04/2018,"Sun - Apr 29, 2018",0:50:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo North,Tagum City,Swpu (Stolen While Parked),urban,7.19,636,375,"2,136",40
721,125.68299999999999,7.3101899999999995,01/05/2018,"Tue - May 1, 2018",22:00:00,Drug Related Incident (RA 9165),San Francisco (Pob.),Panabo City,Not Indicated,urban,17.46,843,512,"2,917",52
722,125.794,7.4913300000000005,01/05/2018,"Tue - May 1, 2018",3:30:00,PHYSICAL INJURIES,Cuambogan,Tagum City,Stabbing/Hacking,urban,8.16,722,426,"2,425",45
723,125.8,7.4608,02/05/2018,"Wed - May 2, 2018",3:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,950,560,"3,192",59
724,125.824,7.42703,02/05/2018,"Wed - May 2, 2018",23:35:00,Drug Related Incident (RA 9165),Apokon,Tagum City,Not Indicated,urban,22.88,2024,1193,6798,126
725,125.824,7.4508600000000005,03/05/2018,"Thu - May 3, 2018",4:15:00,THEFT,Magugpo East,Tagum City,Salisi (Establishment),urban,11.1,982,579,"3,297",61
726,125.802,7.44718,03/05/2018,"Thu - May 3, 2018",3:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,215,127,723,13
727,125.792,7.42639,03/05/2018,"Thu - May 3, 2018",13:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,urban,31.0,"2,742","1,616","9,210",171
728,125.689,7.137980000000001,05/05/2018,"Sat - May 5, 2018",7:55:00,THEFT,Miranda (Pob.),Samal City,Salisi (Cellphone),urban,20.32,471,310,1641,29
729,125.74600000000001,7.1607199999999995,05/05/2018,"Sat - May 5, 2018",13:05:00,THEFT,Balet,Samal City,Salisi (Others),rural,8.25,191,126,666,12
730,125.818,7.37392,05/05/2018,"Sat - May 5, 2018",5:20:00,ROBBERY,Madaum,Tagum City,Breaking and Entering,urban,8.25,730,430,2450,45
731,125.801,7.452780000000001,06/05/2018,"Sun - May 6, 2018",15:00:00,THEFT,Magugpo Poblacion,Tagum City,Pick-Pocketing,urban,2.43,215,127,723,13
732,125.796,7.4586,07/05/2018,"Mon - May 7, 2018",3:00:00,THEFT,Magugpo West,Tagum City,Salisi (Akyat Bahay),urban,10.74,950,560,"3,192",59
733,125.804,7.43354,07/05/2018,"Mon - May 7, 2018",4:00:00,THEFT,Visayan Village,Tagum City,Salisi (Akyat Bahay),urban,31.0,"2,742","1,616","9,210",171
734,125.805,7.4759899999999995,02/05/2018,"Wed - May 2, 2018",17:00:00,RAPE (Art. 266-A RC & R.A.8353),La Filipina,Tagum City,"Force, Threat and Intimidation",urban,11.84,"1,047",617,"3,517",65
735,125.805,7.4485600000000005,07/05/2018,"Mon - May 7, 2018",20:30:00,THEFT,Magugpo Poblacion,Tagum City,Pick-Pocketing,urban,2.43,215,127,723,13
736,125.803,7.448060000000001,07/05/2018,"Mon - May 7, 2018",21:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,215,127,723,13
737,125.669,7.113519999999999,07/05/2018,"Mon - May 7, 2018",1:00:00,Drug Related Incident (RA 9165),Caliclic (Dangca-An),Samal City,Not Indicated,urban,6.81,158,104,550,10
738,125.804,7.45907,08/05/2018,"Tue - May 8, 2018",10:00:00,THEFT,Magugpo West,Tagum City,Salisi,urban,10.74,950,560,"3,192",59
739,125.81700000000001,7.392239999999999,08/05/2018,"Tue - May 8, 2018",6:30:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,730,430,2450,45
740,125.76799999999999,7.46697,27/03/2018,"Tue - Mar 27, 2018",19:30:00,PHYSICAL INJURIES,Mankilam,Tagum City,Mauling,urban,29.97,"2,652",1563,"8,905",165
741,125.775,7.46369,27/03/2018,"Tue - Mar 27, 2018",20:30:00,PHYSICAL INJURIES,Mankilam,Tagum City,Mauling,urban,29.97,"2,652",1563,"8,905",165
742,125.834,7.46909,08/05/2018,"Tue - May 8, 2018",4:00:00,ROBBERY,Magdum,Tagum City,Destroying Window,urban,7.86,695,410,"2,335",43
