,lng,lat,date,customdate,time,crime,barangay,city,modus,placetype,land area sq km,"Poverty,poverty incidence by employed","Poverty,poverty incidence by household","Poverty,poverty incidence by population","Poverty,poverty incidence by unemployed"
445,125.79700000000001,7.4726300000000005,02/01/2018,"Tue - Jan 2, 2018",20:00:00,Drug Related Incident (RA 9165),San Isidro,Tagum City,Not Indicated,rural,3.69,326,192,1096,20
446,125.771,7.442710000000001,03/01/2018,"Wed - Jan 3, 2018",4:00:00,THEFT,San Miguel (Camp 4),Tagum City,Salisi,urban,13.32,"1,178",694,3958,73
447,125.8,7.43509,03/01/2018,"Wed - Jan 3, 2018",3:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,urban,31.0,"2,742","1,616","9,210",171
448,125.77,7.44318,04/01/2018,"Thu - Jan 4, 2018",16:30:00,PHYSICAL INJURIES,San Miguel (Camp 4),Tagum City,Stabbing/Hacking,urban,13.32,"1,178",694,3958,73
449,125.806,7.44688,04/01/2018,"Thu - Jan 4, 2018",20:40:00,ROBBERY,Magugpo Poblacion,Tagum City,Snatching,urban,2.43,215,127,723,13
450,125.801,7.43146,06/01/2018,"Sat - Jan 6, 2018",3:20:00,ROBBERY,Visayan Village,Tagum City,Akyat Bahay,urban,31.0,"2,742","1,616","9,210",171
451,125.816,7.452160000000001,06/01/2018,"Sat - Jan 6, 2018",21:30:00,ROBBERY,Magugpo East,Tagum City,Bag/Purse Snatching,urban,11.1,982,579,"3,297",61
452,125.781,7.4566300000000005,07/01/2018,"Sun - Jan 7, 2018",3:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),urban,29.97,"2,652",1563,"8,905",165
453,125.805,7.447769999999999,07/01/2018,"Sun - Jan 7, 2018",22:20:00,ROBBERY,Magugpo Poblacion,Tagum City,Snatching,urban,2.43,215,127,723,13
454,125.823,7.422110000000001,09/01/2018,"Tue - Jan 9, 2018",22:15:00,THEFT,Apokon,Tagum City,Salisi,urban,22.88,2024,1193,6798,126
455,125.823,7.42271,09/01/2018,"Tue - Jan 9, 2018",22:15:00,Drug Related Incident (RA 9165),Apokon,Tagum City,Not Indicated,urban,22.88,2024,1193,6798,126
456,125.686,7.304819999999999,10/01/2018,"Wed - Jan 10, 2018",20:50:00,Drug Related Incident (RA 9165),Santo Niño (Pob.),Panabo City,Not Indicated,urban,5.89,284,173,985,18
457,125.805,7.447769999999999,10/01/2018,"Wed - Jan 10, 2018",22:50:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,215,127,723,13
458,125.704,7.2983,11/01/2018,"Thu - Jan 11, 2018",19:30:00,Drug Related Incident (RA 9165),San Pedro,Panabo City,Not Indicated,urban,5.7,275,167,953,17
459,125.59700000000001,7.34825,13/01/2018,"Sat - Jan 13, 2018",1:00:00,MURDER,Manay,Panabo City,Mauling,urban,7.36,355,216,1229,22
460,125.801,7.45097,13/01/2018,"Sat - Jan 13, 2018",1:20:00,Vehicular Traffic Accident,Magugpo West,Tagum City,Not Indicated,urban,10.74,950,560,"3,192",59
461,125.68799999999999,7.30841,13/01/2018,"Sat - Jan 13, 2018",22:00:00,Drug Related Incident (RA 9165),Santo Niño (Pob.),Panabo City,Not Indicated,urban,5.89,284,173,985,18
462,125.79700000000001,7.456410000000001,15/01/2018,"Mon - Jan 15, 2018",2:00:00,RAPE (Art. 266-A RC & R.A.8353),Magugpo West,Tagum City,"Force, Threat and Intimidation",urban,10.74,950,560,"3,192",59
463,125.773,7.466069999999999,15/01/2018,"Mon - Jan 15, 2018",5:00:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,urban,29.97,"2,652",1563,"8,905",165
464,125.773,7.46565,01/01/2018,"Mon - Jan 1, 2018",1:00:00,PHYSICAL INJURIES,San Miguel (Camp 4),Tagum City,Mauling,urban,13.32,"1,178",694,3958,73
465,125.79700000000001,7.4972199999999996,05/01/2018,"Fri - Jan 5, 2018",4:00:00,RAPE (Art. 266-A RC & R.A.8353),Cuambogan,Tagum City,"Force, Threat and Intimidation",urban,8.16,722,426,"2,425",45
466,125.79799999999999,7.46105,16/01/2018,"Tue - Jan 16, 2018",3:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,urban,10.74,950,560,"3,192",59
467,125.806,7.448919999999999,16/01/2018,"Tue - Jan 16, 2018",21:18:00,ROBBERY,Magugpo Poblacion,Tagum City,Destroying Window,urban,2.43,215,127,723,13
468,125.79799999999999,7.4608,17/01/2018,"Wed - Jan 17, 2018",2:16:00,ROBBERY,Magugpo West,Tagum City,Destroying Window,urban,10.74,950,560,"3,192",59
469,125.81700000000001,7.454389999999999,17/01/2018,"Wed - Jan 17, 2018",1:55:00,ROBBERY,Apokon,Tagum City,Breaking and Entering,urban,22.88,2024,1193,6798,126
470,125.705,7.124039999999999,16/01/2018,"Tue - Jan 16, 2018",23:00:00,RAPE (Art. 266-A RC & R.A.8353),San Agustin,Samal City,"Force, Threat and Intimidation",rural,5.14,119,78,415,7
471,125.76899999999999,7.41171,17/01/2018,"Wed - Jan 17, 2018",18:30:00,MURDER,Canocotan,Tagum City,Shooting,urban,6.26,554,326,1859,34
472,125.818,7.46022,17/01/2018,"Wed - Jan 17, 2018",23:30:00,PHYSICAL INJURIES,Magugpo North,Tagum City,Shooting,urban,7.19,636,375,"2,136",40
473,125.77600000000001,7.44318,18/01/2018,"Thu - Jan 18, 2018",1:00:00,PHYSICAL INJURIES,Mankilam,Tagum City,Stray Bullet,urban,29.97,"2,652",1563,"8,905",165
474,125.802,7.43233,18/01/2018,"Thu - Jan 18, 2018",17:41:00,ROBBERY,Visayan Village,Tagum City,Destroying Window,urban,31.0,"2,742","1,616","9,210",171
475,125.801,7.4610899999999996,19/01/2018,"Fri - Jan 19, 2018",1:30:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,urban,10.74,950,560,"3,192",59
476,125.805,7.43835,19/01/2018,"Fri - Jan 19, 2018",2:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,urban,31.0,"2,742","1,616","9,210",171
477,125.823,7.442139999999999,20/01/2018,"Sat - Jan 20, 2018",19:30:00,ROBBERY,Magugpo East,Tagum City,Hold-Up W/ Sharp Object,urban,11.1,982,579,"3,297",61
478,125.804,7.44827,19/01/2018,"Fri - Jan 19, 2018",18:30:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,215,127,723,13
479,125.815,7.454689999999999,20/01/2018,"Sat - Jan 20, 2018",12:25:00,MURDER,Magugpo North,Tagum City,Shooting,urban,7.19,636,375,"2,136",40
480,125.794,7.457269999999999,20/01/2018,"Sat - Jan 20, 2018",14:30:00,PHYSICAL INJURIES,Mankilam,Tagum City,Mauling,urban,29.97,"2,652",1563,"8,905",165
481,125.804,7.45897,21/01/2018,"Sun - Jan 21, 2018",3:30:00,MURDER,Magugpo West,Tagum City,Shooting,urban,10.74,950,560,"3,192",59
482,125.814,7.443689999999999,21/01/2018,"Sun - Jan 21, 2018",10:00:00,THEFT,Visayan Village,Tagum City,Salisi,urban,31.0,"2,742","1,616","9,210",171
483,125.801,7.476260000000001,21/01/2018,"Sun - Jan 21, 2018",4:00:00,THEFT,La Filipina,Tagum City,Salisi,urban,11.84,"1,047",617,"3,517",65
484,125.829,7.422839999999999,21/01/2018,"Sun - Jan 21, 2018",18:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,2024,1193,6798,126
485,125.815,7.45441,22/01/2018,"Mon - Jan 22, 2018",23:15:00,PHYSICAL INJURIES,Magugpo East,Tagum City,Mauling,urban,11.1,982,579,"3,297",61
486,125.79899999999999,7.46103,22/01/2018,"Mon - Jan 22, 2018",18:40:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,urban,29.97,"2,652",1563,"8,905",165
487,125.816,7.375939999999999,16/01/2018,"Tue - Jan 16, 2018",5:00:00,HOMICIDE,Magdum,Tagum City,Stabbing/Hacking,urban,7.86,695,410,"2,335",43
488,125.822,7.4229,22/01/2018,"Mon - Jan 22, 2018",23:00:00,RAPE (Art. 266-A RC & R.A.8353),Apokon,Tagum City,Deprived of Reason or Unconcious (Under the Influence of Liquior),urban,22.88,2024,1193,6798,126
489,125.79700000000001,7.42868,23/01/2018,"Tue - Jan 23, 2018",16:15:00,ROBBERY,Visayan Village,Tagum City,With Violence Against or Intimidation of Persons,urban,31.0,"2,742","1,616","9,210",171
490,125.78,7.46307,22/01/2018,"Mon - Jan 22, 2018",0:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),urban,29.97,"2,652",1563,"8,905",165
491,125.815,7.444310000000001,24/01/2018,"Wed - Jan 24, 2018",13:20:00,THEFT,Apokon,Tagum City,Shoplifting,urban,22.88,2024,1193,6798,126
492,125.807,7.4492899999999995,24/01/2018,"Wed - Jan 24, 2018",20:10:00,THEFT,Magugpo Poblacion,Tagum City,Salisi (Park),urban,2.43,215,127,723,13
493,125.772,6.91701,27/01/2018,"Sat - Jan 27, 2018",2:10:00,Drug Related Incident (RA 9165),San Remigio,Samal City,Not Indicated,rural,6.25,145,95,504,9
494,125.802,7.429069999999999,27/01/2018,"Sat - Jan 27, 2018",3:00:00,ROBBERY,Visayan Village,Tagum City,Akyat Bahay,urban,31.0,"2,742","1,616","9,210",171
495,125.803,7.44985,27/01/2018,"Sat - Jan 27, 2018",16:30:00,MURDER,Magugpo Poblacion,Tagum City,Shooting,urban,2.43,215,127,723,13
496,125.81700000000001,7.45748,28/01/2018,"Sun - Jan 28, 2018",2:30:00,ROBBERY,Magugpo North,Tagum City,Breaking and Entering,urban,7.19,636,375,"2,136",40
497,125.78,7.46099,28/01/2018,"Sun - Jan 28, 2018",15:55:00,Drug Related Incident (RA 9165),Mankilam,Tagum City,Not Indicated,urban,29.97,"2,652",1563,"8,905",165
498,125.772,7.444260000000001,28/01/2018,"Sun - Jan 28, 2018",18:00:00,ROBBERY,San Miguel (Camp 4),Tagum City,Destroying Window,urban,13.32,"1,178",694,3958,73
499,125.823,7.43348,28/01/2018,"Sun - Jan 28, 2018",19:30:00,PHYSICAL INJURIES,Apokon,Tagum City,Stabbing/Hacking,urban,22.88,2024,1193,6798,126
500,125.803,7.45905,29/01/2018,"Mon - Jan 29, 2018",3:30:00,THEFT,Magugpo West,Tagum City,Pick-Pocketing,urban,10.74,950,560,"3,192",59
501,125.80799999999999,7.43135,29/01/2018,"Mon - Jan 29, 2018",2:30:00,THEFT,Visayan Village,Tagum City,Salisi (Akyat Bahay),urban,31.0,"2,742","1,616","9,210",171
502,125.801,7.38179,29/01/2018,"Mon - Jan 29, 2018",5:00:00,ROBBERY,Madaum,Tagum City,Destroying Window,urban,8.25,730,430,2450,45
503,125.81200000000001,7.4492,27/01/2018,"Sat - Jan 27, 2018",18:00:00,THEFT,Magugpo East,Tagum City,Shoplifting,urban,11.1,982,579,"3,297",61
504,125.819,7.45184,28/01/2018,"Sun - Jan 28, 2018",5:00:00,ROBBERY,Magugpo East,Tagum City,Breaking and Entering,urban,11.1,982,579,"3,297",61
505,125.79799999999999,7.46035,29/01/2018,"Mon - Jan 29, 2018",5:00:00,ROBBERY,Magugpo West,Tagum City,Destroying Window,urban,10.74,950,560,"3,192",59
506,125.8,7.4238,29/01/2018,"Mon - Jan 29, 2018",5:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,urban,31.0,"2,742","1,616","9,210",171
507,125.79899999999999,7.42718,30/01/2018,"Tue - Jan 30, 2018",1:45:00,PHYSICAL INJURIES,Visayan Village,Tagum City,Hitting With Hard Object,urban,31.0,"2,742","1,616","9,210",171
508,125.792,7.45835,30/01/2018,"Tue - Jan 30, 2018",19:30:00,PHYSICAL INJURIES,Mankilam,Tagum City,Stabbing/Hacking,urban,29.97,"2,652",1563,"8,905",165
509,125.71700000000001,7.07879,29/01/2018,"Mon - Jan 29, 2018",1:00:00,RAPE (Art. 266-A RC & R.A.8353),Peñaplata (Pob.),Samal City,"Force, Threat and Intimidation",urban,17.42,404,265,1406,25
510,125.779,7.45644,31/01/2018,"Wed - Jan 31, 2018",13:45:00,PHYSICAL INJURIES,Mankilam,Tagum City,Stabbing/Hacking,urban,29.97,"2,652",1563,"8,905",165
511,125.679,7.28742,31/01/2018,"Wed - Jan 31, 2018",12:30:00,Drug Related Incident (RA 9165),Cagangohan,Panabo City,Not Indicated,urban,18.74,905,549,3131,56
512,125.79700000000001,7.4184600000000005,01/02/2018,"Thu - Feb 1, 2018",21:45:00,Drug Related Incident (RA 9165),Visayan Village,Tagum City,Not Indicated,urban,31.0,"2,742","1,616","9,210",171
513,125.821,7.43697,02/02/2018,"Fri - Feb 2, 2018",2:24:00,ROBBERY,Apokon,Tagum City,Destroying Window,urban,22.88,2024,1193,6798,126
514,125.81299999999999,7.443860000000001,01/02/2018,"Thu - Feb 1, 2018",19:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,2024,1193,6798,126
515,125.802,7.43146,03/02/2018,"Sat - Feb 3, 2018",5:55:00,ROBBERY,Visayan Village,Tagum City,Akyat Bahay,urban,31.0,"2,742","1,616","9,210",171
516,125.574,7.39732,03/02/2018,"Sat - Feb 3, 2018",11:39:00,THEFT,A. O. Floirendo,Panabo City,Plain Theft,urban,6.6,318,193,1102,20
517,125.809,7.44848,03/02/2018,"Sat - Feb 3, 2018",16:45:00,THEFT,Magugpo Poblacion,Tagum City,Shoplifting,urban,2.43,215,127,723,13
518,125.7,7.16038,26/01/2018,"Fri - Jan 26, 2018",20:00:00,RAPE (Art. 266-A RC & R.A.8353),Tambo,Samal City,"Force, Threat and Intimidation",rural,12.49,289,190,1008,18
519,125.801,7.46058,04/02/2018,"Sun - Feb 4, 2018",2:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,950,560,"3,192",59
520,125.79799999999999,7.46105,04/02/2018,"Sun - Feb 4, 2018",18:20:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Stabbing/Hacking,urban,10.74,950,560,"3,192",59
521,125.789,7.457439999999999,05/02/2018,"Mon - Feb 5, 2018",7:00:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,urban,29.97,"2,652",1563,"8,905",165
522,125.809,7.43567,05/02/2018,"Mon - Feb 5, 2018",15:00:00,PHYSICAL INJURIES,Visayan Village,Tagum City,Stabbing/Hacking,urban,31.0,"2,742","1,616","9,210",171
523,125.81200000000001,7.44918,05/02/2018,"Mon - Feb 5, 2018",19:00:00,THEFT,Magugpo East,Tagum City,Shoplifting,urban,11.1,982,579,"3,297",61
524,125.805,7.447939999999999,05/02/2018,"Mon - Feb 5, 2018",23:23:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,215,127,723,13
525,125.66,7.330139999999999,06/02/2018,"Tue - Feb 6, 2018",6:50:00,Drug Related Incident (RA 9165),Southern Davao,Panabo City,Not Indicated,urban,12.27,592,360,2051,37
526,125.823,7.421539999999999,31/01/2018,"Wed - Jan 31, 2018",11:00:00,RAPE (Art. 266-A RC & R.A.8353),Apokon,Tagum City,Grave Abuse of Authority,urban,22.88,2024,1193,6798,126
527,125.805,7.43403,06/02/2018,"Tue - Feb 6, 2018",3:00:00,ROBBERY,Visayan Village,Tagum City,Destroying Window,urban,31.0,"2,742","1,616","9,210",171
528,125.79899999999999,7.4599,06/02/2018,"Tue - Feb 6, 2018",22:50:00,Drug Related Incident (RA 9165),Magugpo West,Tagum City,Not Indicated,urban,10.74,950,560,"3,192",59
529,125.801,7.47594,07/02/2018,"Wed - Feb 7, 2018",1:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,La Filipina,Tagum City,Swpu (Stolen While Parked),urban,11.84,"1,047",617,"3,517",65
530,125.682,7.29513,06/02/2018,"Tue - Feb 6, 2018",20:15:00,Drug Related Incident (RA 9165),New Pandan (Pob.),Panabo City,Not Indicated,urban,9.03,436,265,1508,27
531,125.79899999999999,7.4389199999999995,07/02/2018,"Wed - Feb 7, 2018",2:06:00,ROBBERY,Magugpo South,Tagum City,With Violence Against or Intimidation of Persons,urban,8.33,737,434,"2,476",46
532,125.814,7.4444,07/02/2018,"Wed - Feb 7, 2018",13:00:00,THEFT,Magugpo East,Tagum City,Salisi (Establishment),urban,11.1,982,579,"3,297",61
533,125.755,7.3794699999999995,06/02/2018,"Tue - Feb 6, 2018",2:00:00,THEFT,Bincungan,Tagum City,Salisi,rural,3.25,288,170,966,18
534,125.807,7.4485399999999995,08/02/2018,"Thu - Feb 8, 2018",14:30:00,ROBBERY,Magugpo Poblacion,Tagum City,Cellphone Snatching,urban,2.43,215,127,723,13
535,125.821,7.4172,10/02/2018,"Sat - Feb 10, 2018",1:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,2024,1193,6798,126
536,125.803,7.443460000000001,10/02/2018,"Sat - Feb 10, 2018",21:00:00,PHYSICAL INJURIES,Magugpo South,Tagum City,Strangulation,urban,8.33,737,434,"2,476",46
537,125.818,7.45948,11/02/2018,"Sun - Feb 11, 2018",21:15:00,THEFT,Magugpo North,Tagum City,Salisi,urban,7.19,636,375,"2,136",40
538,125.803,7.45355,12/02/2018,"Mon - Feb 12, 2018",4:40:00,ROBBERY,Magugpo West,Tagum City,Bag/Purse Snatching,urban,10.74,950,560,"3,192",59
539,125.685,7.30917,27/01/2018,"Sat - Jan 27, 2018",22:45:00,RAPE (Art. 266-A RC & R.A.8353),Kasilak,Panabo City,Grave Abuse of Authority,urban,3.79,183,111,634,11
540,125.79899999999999,7.460369999999999,11/02/2018,"Sun - Feb 11, 2018",21:30:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,urban,10.74,950,560,"3,192",59
541,125.806,7.47443,13/02/2018,"Tue - Feb 13, 2018",3:10:00,THEFT,La Filipina,Tagum City,Salisi (Establishment),urban,11.84,"1,047",617,"3,517",65
542,125.779,7.10204,09/02/2018,"Fri - Feb 9, 2018",21:00:00,RAPE (Art. 266-A RC & R.A.8353),Aumbay,Samal City,Deprived of Reason or Unconcious (Under the Influence of Liquior),rural,5.76,134,88,465,8
543,125.803,7.433560000000001,13/02/2018,"Tue - Feb 13, 2018",4:30:00,ROBBERY,Visayan Village,Tagum City,Crowbar/Destroying Lock,urban,31.0,"2,742","1,616","9,210",171
544,125.802,7.4332199999999995,13/02/2018,"Tue - Feb 13, 2018",10:30:00,THEFT,Visayan Village,Tagum City,Salisi (Establishment),urban,31.0,"2,742","1,616","9,210",171
545,125.803,7.42973,13/02/2018,"Tue - Feb 13, 2018",18:10:00,Drug Related Incident (RA 9165),Visayan Village,Tagum City,Not Indicated,urban,31.0,"2,742","1,616","9,210",171
546,125.803,7.4577100000000005,14/02/2018,"Wed - Feb 14, 2018",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,950,560,"3,192",59
547,125.804,7.4482,14/02/2018,"Wed - Feb 14, 2018",12:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,215,127,723,13
548,125.804,7.43052,14/02/2018,"Wed - Feb 14, 2018",14:13:00,ROBBERY,Visayan Village,Tagum City,Crowbar/Destroying Lock,urban,31.0,"2,742","1,616","9,210",171
549,125.77600000000001,7.46195,14/02/2018,"Wed - Feb 14, 2018",19:00:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,urban,29.97,"2,652",1563,"8,905",165
550,125.777,7.44429,14/02/2018,"Wed - Feb 14, 2018",16:40:00,MURDER,San Miguel (Camp 4),Tagum City,Shooting,urban,13.32,"1,178",694,3958,73
551,125.73100000000001,6.971030000000001,14/02/2018,"Wed - Feb 14, 2018",18:30:00,PHYSICAL INJURIES,Poblacion (Kaputian),Samal City,Hitting With Hard Object,rural,11.38,264,173,919,16
552,125.734,6.9721,14/02/2018,"Wed - Feb 14, 2018",14:00:00,RAPE (Art. 266-A RC & R.A.8353),Poblacion (Kaputian),Samal City,"Force, Threat and Intimidation",rural,11.38,264,173,919,16
553,125.586,7.39332,16/02/2018,"Fri - Feb 16, 2018",19:44:00,THEFT,A. O. Floirendo,Panabo City,Qualified Theft,urban,6.6,318,193,1102,20
554,125.775,7.46535,15/02/2018,"Thu - Feb 15, 2018",17:39:00,MURDER,Mankilam,Tagum City,Shooting,urban,29.97,"2,652",1563,"8,905",165
555,125.815,7.45295,16/02/2018,"Fri - Feb 16, 2018",13:15:00,MURDER,Magdum,Tagum City,Shooting,urban,7.86,695,410,"2,335",43
556,125.792,7.45073,17/02/2018,"Sat - Feb 17, 2018",3:10:00,MURDER,Mankilam,Tagum City,Shooting,urban,29.97,"2,652",1563,"8,905",165
557,125.81200000000001,7.44935,17/02/2018,"Sat - Feb 17, 2018",3:00:00,ROBBERY,Magugpo East,Tagum City,Breaking and Entering,urban,11.1,982,579,"3,297",61
558,125.699,7.30858,17/02/2018,"Sat - Feb 17, 2018",10:05:00,Drug Related Incident (RA 9165),San Vicente,Panabo City,Not Indicated,urban,19.66,949,576,3284,59
559,125.681,7.2993,17/02/2018,"Sat - Feb 17, 2018",20:30:00,PHYSICAL INJURIES,New Pandan (Pob.),Panabo City,Stabbing/Hacking,urban,9.03,436,265,1508,27
560,125.586,7.31049,17/02/2018,"Sat - Feb 17, 2018",22:00:00,MURDER,Kauswagan,Panabo City,Stabbing/Hacking,rural,1.93,93,57,323,6
561,125.809,7.448010000000001,12/02/2018,"Mon - Feb 12, 2018",2:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,215,127,723,13
562,125.81200000000001,7.449560000000001,18/02/2018,"Sun - Feb 18, 2018",11:50:00,THEFT,Magugpo East,Tagum City,Shoplifting,urban,11.1,982,579,"3,297",61
563,125.79799999999999,7.44888,19/02/2018,"Mon - Feb 19, 2018",4:00:00,ROBBERY,Magugpo South,Tagum City,Crowbar/Destroying Lock,urban,8.33,737,434,"2,476",46
564,125.81200000000001,7.449439999999999,19/02/2018,"Mon - Feb 19, 2018",17:25:00,THEFT,Magugpo East,Tagum City,Salisi,urban,11.1,982,579,"3,297",61
565,125.794,7.387810000000001,20/02/2018,"Tue - Feb 20, 2018",8:00:00,MURDER,San Isidro,Tagum City,Shooting,rural,3.69,326,192,1096,20
566,125.62200000000001,7.31181,20/02/2018,"Tue - Feb 20, 2018",5:45:00,PHYSICAL INJURIES,Katipunan,Panabo City,Hacking,rural,2.5,121,73,417,7
567,125.815,7.39213,20/02/2018,"Tue - Feb 20, 2018",4:00:00,ROBBERY,Madaum,Tagum City,Breaking and Entering,urban,8.25,730,430,2450,45
568,125.803,7.42937,20/02/2018,"Tue - Feb 20, 2018",10:00:00,THEFT,Visayan Village,Tagum City,Salisi (Akyat Bahay),urban,31.0,"2,742","1,616","9,210",171
569,125.821,7.436160000000001,20/02/2018,"Tue - Feb 20, 2018",11:00:00,THEFT,Apokon,Tagum City,Salisi (Establishment),urban,22.88,2024,1193,6798,126
570,125.68299999999999,7.301089999999999,21/02/2018,"Wed - Feb 21, 2018",7:30:00,ROBBERY,New Pandan (Pob.),Panabo City,In an Uninhabited Place or in a Private Building,urban,9.03,436,265,1508,27
571,125.822,7.418539999999999,21/02/2018,"Wed - Feb 21, 2018",15:30:00,THEFT,Apokon,Tagum City,Salisi (Establishment),urban,22.88,2024,1193,6798,126
572,125.816,7.450419999999999,22/02/2018,"Thu - Feb 22, 2018",3:00:00,ROBBERY,Magugpo East,Tagum City,Cellphone Snatching,urban,11.1,982,579,"3,297",61
573,125.78,7.45305,20/02/2018,"Tue - Feb 20, 2018",6:01:00,RAPE (Art. 266-A RC & R.A.8353),Visayan Village,Tagum City,"Force, Threat and Intimidation",urban,31.0,"2,742","1,616","9,210",171
574,125.78,7.45305,14/02/2018,"Wed - Feb 14, 2018",7:30:00,RAPE (Art. 266-A RC & R.A.8353),Magugpo East,Tagum City,"Force, Threat and Intimidation",urban,11.1,982,579,"3,297",61
575,125.69200000000001,7.3186,20/02/2018,"Tue - Feb 20, 2018",18:00:00,RAPE (Art. 266-A RC & R.A.8353),Salvacion,Panabo City,Grave Abuse of Authority,urban,12.95,625,380,2164,39
576,125.675,7.31763,22/02/2018,"Thu - Feb 22, 2018",13:30:00,Drug Related Incident (RA 9165),San Francisco (Pob.),Panabo City,Not Indicated,urban,17.46,843,512,"2,917",52
577,125.77,7.0033199999999995,22/02/2018,"Thu - Feb 22, 2018",10:37:00,Drug Related Incident (RA 9165),Tagbaobo,Samal City,Not Indicated,rural,6.23,144,95,503,9
578,125.73700000000001,7.041060000000001,23/02/2018,"Fri - Feb 23, 2018",17:30:00,Vehicular Traffic Accident,Del Monte,Samal City,Not Indicated,rural,5.47,127,83,442,8
579,125.78,7.45305,23/02/2018,"Fri - Feb 23, 2018",23:30:00,Vehicular Traffic Accident,Magdum,Tagum City,Not Indicated,urban,7.86,695,410,"2,335",43
580,125.684,7.123589999999999,25/02/2018,"Sun - Feb 25, 2018",0:00:00,PHYSICAL INJURIES,Kinawitnon,Samal City,Stabbing/Hacking,rural,5.64,131,86,455,8
581,125.804,7.43392,25/02/2018,"Sun - Feb 25, 2018",16:55:00,Drug Related Incident (RA 9165),Visayan Village,Tagum City,Not Indicated,urban,31.0,"2,742","1,616","9,210",171
582,125.77600000000001,7.4626,26/02/2018,"Mon - Feb 26, 2018",8:04:00,MURDER,Mankilam,Tagum City,Shooting,urban,29.97,"2,652",1563,"8,905",165
583,125.714,7.14416,26/02/2018,"Mon - Feb 26, 2018",16:00:00,ROBBERY,Cogon,Samal City, in an Uninhabited Place and by a Band,rural,8.38,194,128,677,12
584,125.67399999999999,7.1201,14/02/2018,"Wed - Feb 14, 2018",1:30:00,PHYSICAL INJURIES,Kinawitnon,Samal City,Mauling,rural,5.64,131,86,455,8
585,125.773,7.4431,28/02/2018,"Wed - Feb 28, 2018",2:15:00,Drug Related Incident (RA 9165),San Miguel (Camp 4),Tagum City,Not Indicated,urban,13.32,"1,178",694,3958,73
586,125.801,7.477539999999999,28/02/2018,"Wed - Feb 28, 2018",21:00:00,PHYSICAL INJURIES,La Filipina,Tagum City,Shooting,urban,11.84,"1,047",617,"3,517",65
587,125.73299999999999,7.050510000000001,27/02/2018,"Tue - Feb 27, 2018",21:00:00,RAPE (Art. 266-A RC & R.A.8353),Balet,Samal City,"Force, Threat and Intimidation",rural,8.25,191,126,666,12
588,125.71,7.0778,08/02/2018,"Thu - Feb 8, 2018",3:00:00,PHYSICAL INJURIES,Peñaplata (Pob.),Samal City,Stabbing/Hacking,urban,17.42,404,265,1406,25
589,125.81700000000001,7.392639999999999,02/03/2018,"Fri - Mar 2, 2018",20:00:00,PHYSICAL INJURIES,Madaum,Tagum City,Shooting,urban,8.25,730,430,2450,45
590,125.81200000000001,7.448919999999999,02/03/2018,"Fri - Mar 2, 2018",18:15:00,THEFT,Magugpo Poblacion,Tagum City,Plain Theft,urban,2.43,215,127,723,13
591,125.80799999999999,7.449089999999999,03/03/2018,"Sat - Mar 3, 2018",15:05:00,THEFT,Magugpo Poblacion,Tagum City,Plain Theft,urban,2.43,215,127,723,13
592,125.682,7.3000300000000005,03/03/2018,"Sat - Mar 3, 2018",20:15:00,Drug Related Incident (RA 9165),New Pandan (Pob.),Panabo City,Not Indicated,urban,9.03,436,265,1508,27
