,Temp (deg celsius),Feels Like (deg celsius),Wind (km/h),Cloud,Humidity,Precip (mm),Pressure (mb),Bank,Bar,Beach,Bridge,Cemetery,Church,Clinic,Commercial Building,Community Center,Convenience Store,Fire Station,Gas Station,Government Office,Greenfield,Highway,Highway Pedestrian,Highway Primary,Highway Residential,Highway Secondary,Highway Tertiary,Hospital,Hotel,Industrial Building,Mall,Marketplace,Park,Parking Area,Pawnshop,Pharmacy,Police Station,Post Office,Private Office,Recreational Area,Residential Building,Restaurant,Road,School,Sports Center,Tourist Attraction,Transport Terminal,php-usd-rate,PSE-index-Close,"Education,Baccalauate graduate","Education,College undergraduate","Education,Elementary","Education,High school","Education,No grade completed","Education,Out of school youth","Education,Post baccalaureate","Education,Postsecondary","Household,number of households","Housing,dwelling tenure status,Own house rent lot","Housing,dwelling tenure status,Own house rent,free lot with consent of owner","Housing,dwelling tenure status,Own house rent,free lot without consent of owner","Housing,dwelling tenure status,Own or owner,like possession of house and lot","Housing,dwelling tenure status,Rent house/ room including lot","Housing,dwelling tenure status,Rent,free house and lot with consent of owner","Housing,dwelling tenure status,Rent,free house and lot without consent of owner","Labor,Employed","Labor,In the Labor Force","Labor,Not in the Labor Force","Labor,Underemployed","Labor,Unemployed","Poverty,poverty incidence by employed","Poverty,poverty incidence by household","Poverty,poverty incidence by population","Poverty,poverty incidence by unemployed",Consumer Price Index  - all items,Consumer Price Index -Alcoholic beverages and tobacco,Consumer Price Index -transport,"Consumer Price Index -Housing, water, electricity, gas, and other fuels",Consumer Price Index -Restaurant and miscellaneous goods and services,inflation rate,savings deposit interest rate,bank lending rates,time_epoch_After Midnight,time_epoch_After Work-Hours,time_epoch_Afternoon,time_epoch_Early Morning,time_epoch_Evening,time_epoch_Morning,day_Friday,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,Weather_Clear,Weather_Cloudy,Weather_Rainy,day_night_daylight,day_night_nighttime,placetype_rural,placetype_urban,Children Population,Teenage Population,Adult Population,Retiree Population,Female Children Population,Female Teenage Population,Female Adult Population,Female Retiree Population,Male Children Population,Male Teenage Population,Male Adult Population,Male Retiree Population,crime_label
Highway Tertiary,0.03699627214009622,-0.0566406101122046,-0.004577834552800226,0.027174994919210778,-0.03381979542844124,-0.09594029010345148,-0.03398137014740647,0.32506854332449336,0.14422932763666588,0.11712790862183052,0.14422932763666596,,0.23871565385109433,0.13130643285972227,0.27867891936575057,0.3108958303771106,0.3234606626538224,0.16745424626640223,0.3758329298149143,0.23025754228071732,0.08993093602394313,0.09002712382702249,0.3408679058370307,-0.11018006017467416,0.26445464703059557,0.23871565385109458,1.0,0.41244992729873925,0.15378477861126766,-0.00508802092393884,0.3594457151973351,0.39947069961900744,0.23383712912124394,-0.129136558413192,0.22526543034070604,0.24219893684719024,0.20622570096305187,0.17810201481584462,0.1011641622264263,-0.10842245595399136,0.06069030022840846,0.3664974873093273,0.09475201032538637,0.34940441442549963,0.18466798818008842,0.10116416222642635,0.16745424626640223,0.10699381353641188,-0.10013914008260065,0.09626845876075096,0.09641278194382624,0.0962915431808491,0.09619542752680847,0.09551689463153513,0.09638844670057252,0.11615198694241188,0.0955359677805259,0.09625450027472685,0.09980447396032405,0.09617299002466599,0.09392272165871345,0.0962244714124247,0.09637217040913583,0.09618048968535539,0.13362030918413406,0.09622241831694475,0.0962171767516315,0.09620122288761443,0.09628999948976398,0.09612133266798586,0.0961332393240608,0.09633632369949953,0.09621665067850416,0.09803985719408145,-0.1075843789071393,-0.08182320835044983,-0.10491124367433766,-0.1087395525589777,-0.10267315286088598,0.09738193232213203,0.058525037824781787,0.06495651852253255,-0.14646489762042914,0.019187988684027203,-0.10419211612638304,0.13692920021324892,0.002077626766840294,0.07776915100555942,0.03169599428757374,0.009000636166618541,0.16674512153902896,-0.08202214826020479,-0.10200486512356793,-0.04949939087140385,0.020252464479413475,-0.15512935253890253,0.15734607018621377,-0.02337817005756074,0.04437092656178757,-0.04437092656178759,-0.36815459727455657,0.36815459727455657,0.09625809149023634,0.09625134650879996,0.09622965877875721,0.09629200762416897,0.09616221241446715,0.0962865446219636,0.09621907271056948,0.09659468897692867,0.09608919064378277,0.0962624015988106,0.09616128920939902,0.09701130195807818,0.18566025061140018
Hospital,-0.012764832198481908,-0.020785073678365944,-0.03182230519604473,0.11766710031832413,-0.01597075172346421,0.012952781260737319,-0.004726195299505536,0.566293633984116,-0.09325048082403156,-0.07572824456627529,-0.01942718350500651,,0.07567744027471338,0.23770676158768433,0.20561231180118544,0.3718639916459093,0.47074414930148206,0.40599897147057284,0.46159086124879606,0.2581988897471618,0.1554676742609628,0.19034674690672038,0.4514178867364568,-0.16705381391691193,0.279292919973623,0.5808754875140167,0.41244992729873925,1.0,0.18394271019782327,-0.12171612389003719,0.561021263050641,0.5649213222972758,0.519071209599339,-0.05326236412913068,0.5461643109408149,0.5872202195147028,0.5420140992648395,0.43181487746231045,0.0381540798431175,-0.07572824456627525,-0.11803570529941859,0.6392198859005347,0.2716666666666664,0.23935931072516795,0.14153170345738314,0.14171515370300747,0.27743263050489136,-0.009585427378785876,0.013048135890944524,-0.03763066929100202,-0.037348837232770764,-0.037528465424043235,-0.037647002259015946,-0.035811749386224154,-0.037459309156257406,-0.02086084579963551,-0.038169344291785354,-0.03756216526658564,-0.03426913674396865,-0.037611008757923815,-0.038504030428237156,-0.03760302734451629,-0.037111733911587834,-0.0376310620775238,-0.013357945721069454,-0.037577597987074336,-0.03760631449365592,-0.03760771691457533,-0.037529183946683066,-0.037577150394443176,-0.037621918747985136,-0.0372548567287528,-0.03761932490904973,-0.034555322492611604,0.028574426734289934,0.0438264380678538,0.030259178018544018,0.031210290681156074,0.03292036129612635,0.0248792234825084,-0.013366167396289128,-0.005432402391923726,-0.11010379115900698,0.06259321407118504,-0.04824181513244231,0.1547355914224708,-0.03882905196746692,-0.025298341037091082,-0.03332899390308219,0.029361010975735288,0.06994910880643264,0.014864709750264138,-0.12890779830613436,0.028362375320767835,0.024224069756247787,-0.06900655593423528,0.08198915917499225,-0.053262364129130664,0.053072277760302274,-0.053072277760302294,-0.2708838792963504,0.2708838792963504,-0.037516221491069805,-0.03758339235353284,-0.03757064725642747,-0.03742838448615473,-0.037644186108797016,-0.037566967417999184,-0.03761862697105266,-0.03698626847508161,-0.037825808937467745,-0.03762770320521545,-0.037692316880194685,-0.036505968297071874,0.1614685664994947
Hotel,0.0032164353833002597,-0.0016985987933624959,0.06302784001638756,0.06760139229575801,-0.028688136324494663,0.021170556294997995,0.0019487279080540288,-0.0073552877985323195,-0.05286805326376812,-0.04293387907410921,-0.05286805326376809,,0.35870189454333395,-0.04813109511118901,0.11657122361121569,0.23247957597766228,0.1876548139237733,0.23017978094124633,0.016787005172844628,0.22771001702132537,0.09317100299706935,0.049333239691624384,0.16301266592415542,-0.09471061011193047,0.1583442019695577,0.24119610150327633,0.15378477861126766,0.18394271019782327,1.0,-0.06900655593423538,0.12901187033899736,0.12625541662100817,0.4209523809523787,-0.030196922083938864,-0.00786402689375978,0.05178795552215523,0.12369030846321906,0.3022420048103442,-0.03708228003700077,-0.0429338790741094,0.31452378720585933,0.17854854907251738,0.3275692099413306,0.014430688399940612,0.23853042546708433,0.27605697360878384,0.5217408368001577,-0.036858352640997516,-0.0075512936541526745,0.13335669750537382,0.13348734250484773,0.13337869932442462,0.1333453276637051,0.13436528235637082,0.13347872433893704,0.13857132260679594,0.13315874069172973,0.13338236885115046,0.13440067743248546,0.13331602764700118,0.13444870718453786,0.13334597075193055,0.1337186092855075,0.13348016620878775,0.13067557191634915,0.13337852104474515,0.1333528955869807,0.13337963178068973,0.1333665440630168,0.13329922212875256,0.13331532358237827,0.13351182127728234,0.13334173902061455,0.1351462667169954,0.00931860547487249,-0.008152501610597818,0.008448344958648369,0.014390137063105645,0.010718837532754528,-0.03075977096906472,-0.01348527538347255,-0.024024599273725418,-0.018495698400769797,-0.06083488586666362,0.11699952516522838,0.04498812020597296,-0.03874464571383509,-0.0073552877985322805,0.07085911284284699,0.12207160944508068,0.1233786308882784,-0.1059456926727954,-0.07960306893257332,0.016079955362106,-0.12677313820927716,-0.011592011799051167,-0.033806170189140686,0.16105025111433974,0.03497542599140744,-0.03497542599140741,-0.1061302564417065,0.1061302564417065,0.13339877542880169,0.13338598069315616,0.1333995920238991,0.13336766626554378,0.13331715407309253,0.1333477283346118,0.13334994863073768,0.13384594294086072,0.133271227001078,0.13338927992442529,0.1332937579585011,0.13398106029111775,-0.1494340826275691
Industrial Building,-0.046610576919178554,-0.0435891245769851,-0.0006491543533589672,0.12360067831342095,0.0006918958966643577,0.008948056459919312,-0.08785700090665825,-0.09592942190866208,-0.0425628265379374,0.1296189618413026,-0.04256282653793741,,0.19418130981089576,-0.03874921291460651,0.02526697143974567,0.04770842982214253,-0.10407490717403708,-0.049416621110740015,-0.023168268228563917,0.15713484026367694,-0.03835727574576375,0.08688100585711443,0.18110797665025458,-0.07624928516630257,0.01482316205630208,-0.08962214298964427,-0.00508802092393884,-0.12171612389003719,-0.06900655593423538,1.0,-0.10607430455676388,-0.12556180058348063,-0.06900655593423548,0.43759497449368473,-0.06647700293478895,-0.07147416898918636,0.19418130981089554,-0.05255883312276364,-0.029854071701326642,0.1296189618413023,0.04848811378764258,-0.06634395620757289,-0.06390096504226947,-0.005362065187446524,-0.07624928516630257,-0.029854071701326635,-0.049416621110739994,0.11273560200900605,-0.088237812461027,0.05984818504106161,0.059935496564095414,0.059838135089840434,0.05989435736269376,0.062193594759326336,0.05972203135013856,0.06597664773966916,0.060210341305898994,0.05985914684530837,0.05746140154581889,0.05980191470057871,0.05987393952562748,0.05989647690613513,0.05963339954965,0.059894934539212095,0.04160333286420009,0.05985781053993436,0.05987459984600593,0.05988924286162753,0.05998094459287532,0.060046897591944565,0.0599277198185055,0.05990606573868824,0.05983486014111271,0.059033144593037844,-0.0810295146973426,-0.06688602061368625,-0.07946625821831922,-0.07516566162141926,-0.07439494692238134,0.11971494467180993,0.12199962019737688,0.1136356184805663,0.09827698236013138,0.002720929785201191,-0.09174698042719667,-0.07388651055419644,0.022685384159063546,0.0390823570738994,0.12930654593933077,-0.07147416898918649,-0.04584426211874613,0.062032280693231766,0.14585216876555035,-0.11003754862892086,-0.10206207261596585,-0.0314970394174355,0.03742275995918769,-0.02431083191631574,0.012422599874998922,-0.012422599874998903,-0.12364100929593137,0.12364100929593137,0.05985448593800163,0.05986049811315378,0.0598545607640978,0.05975959655219188,0.05988592151641551,0.05987176366384468,0.05982070448817589,0.0595226934348783,0.059908717469232826,0.05990725155539061,0.05989243299446663,0.059583036609242496,-0.10493906640990869
Mall,0.11495229036182554,0.11385486984596956,0.025253890296648564,0.024015558336702877,-0.15577924993100364,-0.009000059962679077,-0.10727676895251677,0.42101738285355234,-0.08126680004967371,-0.06599635792649258,-0.08126680004967375,,0.08288572533916365,-0.07398532461669913,0.17918893804343786,0.07444977815158423,0.2580078509198147,0.0457022377276513,0.5664287058570315,-0.009375732507716911,0.28623454693197176,-0.014218728082177586,0.5421859651095301,-0.145585618145386,0.24340080267914935,0.5062267956198356,0.3594457151973351,0.561021263050641,0.12901187033899736,-0.10607430455676388,1.0,0.6753386014089162,0.2854730747926765,-0.046417582596952445,0.35754891996780896,0.6231697430141512,0.3368903675075669,0.09826187196568932,-0.057001498090307606,-0.06599635792649262,-0.20669809477472967,0.345111957950929,0.18156027930441473,0.21467789566078313,0.046506516907553676,-0.057001498090307585,0.18575748237690703,-0.043286929423650165,0.013294325818463817,-0.2015087796504655,-0.2012934237596512,-0.20140884027431524,-0.2015892408352766,-0.20019789554433814,-0.20135552092240663,-0.18545036343027377,-0.20239883567424208,-0.20148582940470755,-0.19622708811544334,-0.20152300000799453,-0.20480735036240144,-0.20153336645810477,-0.20097059526067038,-0.201765253874875,-0.11572829030754238,-0.2015179095196219,-0.20152493205139,-0.20158269863808628,-0.20132852415807273,-0.20143879227932993,-0.2016104468432593,-0.2012060312118994,-0.20151979949507362,-0.19679608154085373,-0.0007190083402775538,0.01730512046575172,0.0011060657034154102,-0.003277285690209532,-0.001033066912150314,0.0061191360327879285,-0.008077591730365298,0.0056802639111665516,-0.08582577298997304,0.14091907372363474,0.0328454903609931,0.05601478924201368,-0.10456283413366667,-0.06232583613239878,-0.03766885347631758,0.015459300724901896,0.09065831685605713,0.10085953820229701,-0.16495253164556933,-0.026648563062246885,0.03653830138846675,-0.028398725690312487,0.040598112653851985,-0.04641758259695244,0.08005140753354227,-0.08005140753354222,-0.23607241336372176,0.23607241336372176,-0.20146037224915694,-0.2014969754460831,-0.2015469250958442,-0.2011778555663908,-0.2015196540007729,-0.20148595432540983,-0.20158170430489292,-0.20094941875956746,-0.20164446895826715,-0.2015296744293427,-0.20161541375549566,-0.20064171473942985,0.29888126418845135
Marketplace,0.015885378759990115,-0.015149988924158302,0.01247087538804606,0.08874999221298767,-0.023903226828924796,0.022837549887893455,-0.07184534867431004,0.6186960249854745,0.33897910304049145,-0.07812091314506626,0.26644979045299894,,0.25560652938612144,0.2293698445382447,0.2121087269852012,0.46803773251664016,0.6915713879721571,0.3935641324121092,0.7056522869792613,0.20293851577273567,0.47281407935667386,0.16082887812778202,0.5864440473756511,0.13084463302868396,0.28811730772652694,0.522868073476956,0.39947069961900744,0.5649213222972758,0.12625541662100817,-0.12556180058348063,0.6753386014089162,1.0,0.5025460700796995,-0.054945212923709075,0.529436521504731,0.38654132058247165,0.4465076323081462,0.4185893550309481,-0.06747355795620406,-0.07812091314506611,-0.2154082557826817,0.5530431539660893,0.12935879554053512,0.43743350084106275,0.4340212217536852,-0.06747355795620412,0.33040772602840923,0.002796965094213797,0.03140197391801905,-0.13306198995202315,-0.13279281295374012,-0.13292265451894417,-0.13307147789398965,-0.13121071062252698,-0.13291117072664124,-0.11641915752765257,-0.13360247764104483,-0.13298409507723544,-0.1289066977479564,-0.13295681439495272,-0.13531361453137353,-0.13300875301678863,-0.1325702416580055,-0.1331336657845613,-0.09665297009331983,-0.13300341699423587,-0.1330183012510183,-0.13303990556147918,-0.1329248529356077,-0.13311340982636427,-0.1330357237261946,-0.13273652027274524,-0.13302371939330715,-0.13081606618653954,-0.05060433730745069,-0.04687020687926767,-0.051068041275173066,-0.056048405201231034,-0.05670065040934961,0.021433915324903817,-0.013348563852715819,-0.027440091863168033,-0.07019282687194148,0.07291677079687453,-0.05727043984380844,0.055196175623888906,0.06286864740853218,-0.10783206368720877,-0.04215892844731302,-0.02451941212650009,0.12405388227636055,0.08470412283229448,-0.13806446843383596,-0.01706745691120197,0.012815097608942679,-0.042561449809536425,0.05675257512531775,-0.05494521292370905,-0.07353361753098311,0.07353361753098307,-0.24860977461151584,0.24860977461151584,-0.1329397702620255,-0.13298849280639033,-0.13301330354188168,-0.13283354143695447,-0.13305840509899727,-0.13296449798529553,-0.13308066868718735,-0.13238823911252603,-0.13322851780804346,-0.13306623675479787,-0.13309241621097734,-0.13198601814504307,0.2378922022079522
Park,0.05467940151610473,-0.02590363159877796,-0.06464049263940815,-0.006303214740921595,-0.02402273327029721,-0.06933357186611842,0.05131650157875832,0.4398462103522224,-0.05286805326376811,-0.042933879074109206,-0.05286805326376808,,0.29994899802330494,0.43959733534885875,0.11657122361121575,0.6366597538211758,0.6102256541669407,0.7161148740394321,0.10791646182542917,0.5530100413375028,0.2943356685589224,0.24461064680430486,0.41079191812887456,-0.09471061011193066,0.1583442019695577,0.5349605841034202,0.23383712912124394,0.519071209599339,0.4209523809523787,-0.06900655593423548,0.2854730747926765,0.5025460700796995,1.0,-0.030196922083938864,0.5898020170319798,0.33292257121385693,0.5937134806234494,0.761649852122062,-0.037082280037000766,-0.04293387907410939,0.017845321259906635,0.5106738221724444,0.2318182101123265,0.183158737383863,0.4384750468144932,0.11948734678589173,0.6189278554197947,-0.028236078322386338,0.07409690045113466,0.008193350637455486,0.008431653414587202,0.008232093990089681,0.008213713468489005,0.010234210695448422,0.008344007523206522,0.020611863398501903,0.008047442531548345,0.008260766219337676,0.008347005681434401,0.008226797636253032,0.011288379225042331,0.00822327103841014,0.008650098749425877,0.008499744454465503,-0.027323074127963868,0.008269641632863301,0.00821783263333573,0.008286891723477163,0.008128945404541132,0.008289634448135207,0.008260226030814848,0.008528897875771225,0.008188301045415703,0.010010348655962288,-0.0363280010309481,-0.051988782874815495,-0.03781091226251634,-0.04532451759630948,-0.048519239107924786,-0.04028861306274241,-0.11490046204103338,-0.14291001722155053,-0.08877935232369533,0.024784583130862854,-0.056220551053421726,0.1817520056321322,-0.03874464571383505,-0.007355287798532458,-0.10865063969236602,-0.018495698400769787,0.12337863088827837,-0.04494665749754928,-0.07960306893257316,0.06699981400877453,0.03380617018914061,-0.011592011799051168,0.01972026594366551,-0.030196922083938895,0.03497542599140748,-0.03497542599140745,-0.15357672402741082,0.15357672402741082,0.008289937822496093,0.008232854021901662,0.00831672235174242,0.00813493172355496,0.008171547155413177,0.008203900979522808,0.00826926567338932,0.008733858818129889,0.00791391394143135,0.00822623042606543,0.008157027469103979,0.009145123694752073,0.022352324964459953
Parking Area,-0.07138793976329347,-0.07450229149034486,0.06988040394433992,-0.08566257160999963,0.11864265268217923,-0.03859687044941439,0.15069373508124106,-0.04197823293331459,-0.018625278993247736,-0.015125495013558105,-0.018625278993247743,,-0.039218199375622494,-0.01695646083701747,0.041067741827201604,-0.04014801755991181,-0.045542656350255374,-0.021624465054518396,0.06209719618531538,0.1375228328345064,-0.08056776528774956,0.09993484633904934,0.14472093468524277,-0.03336630399750953,0.05578425450871187,-0.03921819937562254,-0.129136558413192,-0.05326236412913068,-0.030196922083938864,0.43759497449368473,-0.046417582596952445,-0.054945212923709075,-0.030196922083938864,1.0,-0.029090002403665337,-0.03127673715578032,0.27125921234805567,-0.022999481239773377,-0.01306399174467464,0.3441050115584472,-0.06836961028537299,0.071259828114591,-0.05326236412913069,-0.06921917697855401,-0.03336630399750953,-0.013063991744674638,-0.021624465054518392,-0.059590642795421325,0.04533028306702509,-0.023124308949108295,-0.02299128130227567,-0.023080179613736988,-0.02306109774338629,-0.02058616238756789,-0.023163671130891985,-0.01601030925976341,-0.022722134432356236,-0.023071154815364994,-0.024737154841093196,-0.023159041287496466,-0.023326496757153297,-0.023050516080604235,-0.02297178892369377,-0.023071188044135243,-0.04143300066603735,-0.0230815586878227,-0.023071190677721492,-0.02305302197920152,-0.022960038431618996,-0.022899750119156126,-0.023032420719468906,-0.022971393597227288,-0.023098993046711043,-0.02369722278627223,0.019022986627885315,0.00810603684776394,0.01784312412245695,0.013697272768943029,0.013830100899926846,-0.06259013036506379,-0.03395444563087437,-0.026870902204076667,0.15442888970666527,-0.06667725119744138,-0.040148017559911965,-0.032332365701390774,0.057080308089172124,-0.041978232933314624,-0.03827734051353881,-0.03127673715578046,-0.04728715839383121,0.2850226500212647,-0.04641758259695244,-0.048151878285620016,-0.04466185006315634,0.10260637697260568,-0.09676734180350563,-0.010638297872340458,-0.09784921095801627,0.09784921095801627,-0.05410468430922636,0.05410468430922636,-0.023082150224132552,-0.023069317672035423,-0.023082269129948877,-0.023152096673475713,-0.023077896884579535,-0.023089876149291692,-0.023175269429846188,-0.023244871952011432,-0.023037617073816363,-0.02305764806975999,-0.02307394011416039,-0.02325909499067315,-0.08122408829621226
Pawnshop,-0.035854435450074856,-0.09546254260896743,-0.11989985050175084,0.017577983152399283,0.025868056577814675,-0.10554160708985776,0.0426413914453044,0.6929782501773477,-0.05093008460415667,-0.041360064512297165,-0.050930084604156704,,0.014043412733140873,0.4570438533544513,0.1122981065958424,0.4265859821389095,0.6387418902389638,0.442428381998972,0.26386190346468413,0.30889880287639526,0.11190316173845803,0.2732678625000111,0.3957336397583159,-0.09123883116796493,0.1525398251880416,0.5598214984983904,0.22526543034070604,0.5461643109408149,-0.00786402689375978,-0.06647700293478895,0.35754891996780896,0.529436521504731,0.5898020170319798,-0.029090002403665337,1.0,0.6399102210922789,0.7417475270868091,0.5061241508005084,-0.035722965817880634,-0.04136006451229712,-0.18695397998868307,0.5376614386548547,0.0026007824330515597,0.33318266768761334,0.18392589775129464,-0.03572296581788063,0.14149260904024488,0.08825267642816358,-0.02953931504885933,-0.11528098145279303,-0.11506924263298984,-0.11521286675437242,-0.11528030224910235,-0.11353818691835904,-0.11513624378855088,-0.1022206445298997,-0.11558344864223927,-0.11522350867645566,-0.11363398652975289,-0.11523151357168844,-0.11463352448724184,-0.11525170421854505,-0.11489059298843987,-0.11517031094842481,-0.11329689236281329,-0.11522545991783452,-0.11525687918727409,-0.1152348747300755,-0.11527341861356945,-0.11516170871656486,-0.11523137341188823,-0.11499130168421255,-0.11527504011732921,-0.11316959554901929,-0.09389397775184816,-0.0842269797173397,-0.09488973131176565,-0.09647961480370434,-0.09406312031077203,0.09931854803375777,0.03872305847341883,0.016813953229236674,-0.012981472265594929,-0.04976763565585426,-0.0501865861339894,0.19391108616402894,-0.028114479083730458,0.0006073429011196967,-0.04290732361793616,-0.012981472265595135,-0.02295021215091223,-0.039101703145077965,-0.07309637191100994,0.0785590513809676,0.09886394735483757,-0.11725441178024083,0.12212605261479946,-0.0290900024036653,0.01486470975026405,-0.014864709750264033,-0.1479471072808662,0.1479471072808662,-0.11519291356125025,-0.11525161769184142,-0.11520953888850079,-0.11521492264996949,-0.11528576604224268,-0.11524784432758564,-0.11523916996410195,-0.11483081200813183,-0.11549811610964218,-0.1152706820628482,-0.11531778716119934,-0.1144519110053865,0.02415977639984219
Pharmacy,0.008745062159937717,0.019916269256902056,-0.08215884760107985,0.016181978115242888,-0.06645910911816771,-0.09394604649329692,0.011605872936115298,0.7450703607620982,-0.05475856781933926,-0.044469156397671405,-0.05475856781933928,,0.055849419559592176,-0.04985222025701763,0.12073970687081777,0.16229909478670054,0.4303029193406239,0.030794728998502108,0.3152999391923962,0.025269934785963483,-0.0024673989677557033,0.21796214407982425,0.3853815314093472,-0.09809737727905717,0.16400644977581263,0.6263542430177892,0.24219893684719024,0.5872202195147028,0.05178795552215523,-0.07147416898918636,0.6231697430141512,0.38654132058247165,0.33292257121385693,-0.03127673715578032,0.6399102210922789,1.0,0.5693037606719694,0.11081966815447951,-0.038408309384326086,-0.04446915639767151,-0.20100756305184247,0.5780781748401526,0.21531408048872502,0.12417272568169745,0.03133666218636556,-0.038408309384326135,0.12516567270359027,0.1252535904179676,-0.08067515990983781,-0.12251313554310257,-0.12235159738200695,-0.12244752253698657,-0.12255577613389419,-0.1214318659694363,-0.12240043586515839,-0.11121375392545015,-0.123048946192815,-0.12248868006566374,-0.11941079773893735,-0.12251301143256625,-0.1240007334679676,-0.122521120019657,-0.12213576342116507,-0.12261688674731419,-0.07797914313776631,-0.12250584286063522,-0.12251746133517182,-0.12254112490694696,-0.1224183145308899,-0.1224538231513393,-0.12255843087922401,-0.12228681579710962,-0.12251905903219876,-0.11953281950878712,-0.15342451763775927,-0.12929726724749072,-0.15128378272385132,-0.1532282483918725,-0.14743916314772218,0.1814672546585272,0.10853705915659292,0.0855379905263639,-0.02370689655172429,0.0949530023431149,-0.0059017852649709225,0.10414397174087883,-0.13543915425410907,-0.014855697377158285,-0.05443312066629754,-0.02370689655172426,0.011058796815276814,0.008728858122572463,-0.0858257729899728,0.05621049088364164,0.07659541916817164,-0.12606858420692693,0.13130643285972396,-0.03127673715578034,0.09189713278469863,-0.09189713278469859,-0.15906849106339752,0.15906849106339752,-0.12246892679852721,-0.12250015649955551,-0.12251614975544144,-0.12232849545005436,-0.12252153820554643,-0.12249619944877262,-0.1225425515075328,-0.12211062764813715,-0.12263476603601207,-0.1225207665264084,-0.12257902916373205,-0.12186582283317321,0.10408476001839802
Police Station,-0.007310344631590795,-0.012684800100640315,-0.015970026874608793,0.0014987908379726625,-0.003175756526435648,-0.04433604661003144,0.04460723479300149,0.5712494910658631,-0.06866229106847596,-0.05576029983509039,-0.06866229106847595,,0.18925702811244985,0.33338760005462664,0.15139667136726428,0.5081542697205459,0.5609989525158959,0.5513885236648495,0.1549505924072076,0.5069794004195833,0.1601950143236295,0.30500683731555084,0.5335152802093549,-0.12300523808458498,0.2056492534422555,0.6184738955823313,0.20622570096305187,0.5420140992648395,0.12369030846321906,0.19418130981089554,0.3368903675075669,0.4465076323081462,0.5937134806234494,0.27125921234805567,0.7417475270868091,0.5693037606719694,1.0,0.5864491895583932,-0.04816054589110874,0.16495755367880865,-0.0800316262871257,0.5708052028544455,0.1145388285238906,0.22418113408075957,0.3097909699908074,-0.048160545891108776,0.31472326877858076,0.049166673881335964,-0.032878564439521314,-0.1397431748983683,-0.1394137099435305,-0.1396367212979892,-0.13969298078491857,-0.13591797445320183,-0.13961817662671333,-0.12030203301942818,-0.13975202974620834,-0.13964029481078252,-0.13926038704007992,-0.13971628037362363,-0.13914891205614244,-0.1396545694247445,-0.13920820138785397,-0.1395787598230729,-0.1527432019999902,-0.13965001325114115,-0.13967613241208224,-0.13963747816916763,-0.13961106022513936,-0.1394424411967604,-0.13961780822091782,-0.13931478004855716,-0.1397172709530214,-0.1379452422622042,-0.0693223976301624,-0.06504205747296646,-0.06854932206113439,-0.07052006770800248,-0.06940215648994622,0.06189140413840997,0.017487785265563886,0.002113097380143438,-0.0012010627862277972,0.06693835074624117,-0.10113750028418615,0.10283370572164865,-0.00686175550721519,-0.0640028694003558,0.004601407400604928,-0.05825154513204749,0.0347768807329305,0.06045919199160501,-0.12878480980117282,0.07048287126295927,0.009147021665807486,-0.023994073448568888,0.03430133124677835,-0.039218199375622556,-0.011690070234152798,0.011690070234152833,-0.1994574998610701,0.1994574998610701,-0.13961587840280706,-0.13966920033054614,-0.1396328304246744,-0.13969706441663332,-0.13971272156681178,-0.13968123859386364,-0.13973611824902413,-0.1393532661106572,-0.13991074565098802,-0.13968047191216884,-0.13974329886430417,-0.13895680581592165,0.01043776815536307
