Region,Date,Time,Weather,Temp (deg celsius),Feels Like (deg celsius),Wind (km/h),Direction,Cloud %,Humidity %,Precip (mm),Pressure (mb)
Tagum City,26/03/2018,6:00,Partly cloudy,28,27,9,WSW,34%,84%,0.0000,"1,011"
Tagum City,26/03/2018,9:00,Patchy rain possible,30,31,13,NNE,47%,69%,0.0000,"1,011"
Tagum City,26/03/2018,12:00,Patchy rain possible,31,35,15,NNE,83%,59%,0.3000,"1,010"
Tagum City,26/03/2018,15:00,Patchy rain possible,30,33,15,NNE,82%,65%,0.7000,"1,009"
Tagum City,26/03/2018,18:00,Patchy rain possible,29,29,11,NNE,82%,79%,0.5000,"1,009"
Tagum City,26/03/2018,21:00,Partly cloudy,28,27,6,NNE,63%,88%,0.3000,"1,010"
Tagum City,27/03/2018,0:00,Partly cloudy,27,26,5,NNE,18%,90%,0.0000,"1,010"
Tagum City,27/03/2018,3:00,Partly cloudy,28,25,5,NNE,12%,91%,0.0000,"1,009"
Tagum City,27/03/2018,6:00,Partly cloudy,31,27,5,NNE,8%,83%,0.0000,"1,009"
Tagum City,27/03/2018,9:00,Sunny,33,31,8,NNE,3%,63%,0.0000,"1,009"
Tagum City,27/03/2018,12:00,Partly cloudy,34,36,9,NNE,2%,48%,0.0000,"1,008"
Tagum City,27/03/2018,15:00,Partly cloudy,34,36,8,NNE,13%,45%,0.0000,"1,007"
Tagum City,27/03/2018,18:00,Partly cloudy,32,34,7,NNE,32%,56%,0.0000,"1,007"
Tagum City,27/03/2018,21:00,Partly cloudy,30,32,6,NE,37%,69%,0.0000,"1,009"
Tagum City,28/03/2018,0:00,Partly cloudy,29,28,4,NE,17%,77%,0.0000,"1,009"
Tagum City,28/03/2018,3:00,Partly cloudy,30,25,4,NE,7%,79%,0.0000,"1,008"
Tagum City,28/03/2018,6:00,Partly cloudy,33,27,4,NE,3%,73%,0.0000,"1,009"
Tagum City,28/03/2018,9:00,Partly cloudy,35,33,4,SE,3%,53%,0.0000,"1,009"
Tagum City,28/03/2018,12:00,Partly cloudy,37,38,3,WSW,5%,37%,0.0000,"1,008"
Tagum City,28/03/2018,15:00,Partly cloudy,36,38,4,NNE,5%,36%,0.0000,"1,007"
Tagum City,28/03/2018,18:00,Partly cloudy,33,34,5,NE,9%,53%,0.0000,"1,008"
Tagum City,28/03/2018,21:00,Partly cloudy,30,32,5,NE,12%,73%,0.0000,"1,009"
Tagum City,29/03/2018,0:00,Partly cloudy,28,29,4,NE,7%,83%,0.0000,"1,009"
Tagum City,29/03/2018,3:00,Partly cloudy,29,26,4,NE,4%,87%,0.0000,"1,008"
Tagum City,29/03/2018,6:00,Partly cloudy,32,27,5,NNE,3%,78%,0.0000,"1,009"
Tagum City,29/03/2018,9:00,Sunny,35,32,6,SE,2%,54%,0.0000,"1,009"
Tagum City,29/03/2018,12:00,Partly cloudy,38,38,4,WSW,2%,36%,0.0000,"1,008"
Tagum City,29/03/2018,15:00,Partly cloudy,36,38,2,NE,12%,34%,0.0000,"1,007"
Tagum City,29/03/2018,18:00,Partly cloudy,34,34,2,ENE,24%,50%,0.0000,"1,007"
Tagum City,29/03/2018,21:00,Partly cloudy,32,30,1,E,17%,70%,0.0000,"1,009"
Tagum City,30/03/2018,0:00,Partly cloudy,30,27,2,ENE,11%,83%,0.0000,"1,009"
Tagum City,30/03/2018,3:00,Partly cloudy,31,26,3,NE,7%,89%,0.0000,"1,008"
Tagum City,30/03/2018,6:00,Partly cloudy,33,28,3,NNE,3%,80%,0.0000,"1,008"
Tagum City,30/03/2018,9:00,Partly cloudy,36,35,4,SE,2%,52%,0.0000,"1,009"
Tagum City,30/03/2018,12:00,Partly cloudy,38,39,3,WSW,3%,36%,0.0000,"1,007"
Tagum City,30/03/2018,15:00,Partly cloudy,36,38,3,NNE,8%,35%,0.0000,"1,006"
Tagum City,30/03/2018,18:00,Partly cloudy,33,35,3,NE,14%,53%,0.0000,"1,006"
Tagum City,30/03/2018,21:00,Partly cloudy,31,33,3,E,19%,72%,0.0000,"1,008"
Tagum City,31/03/2018,0:00,Partly cloudy,29,31,2,ENE,13%,81%,0.0000,"1,009"
Tagum City,31/03/2018,3:00,Partly cloudy,30,26,3,NE,10%,85%,0.0000,"1,008"
Tagum City,31/03/2018,6:00,Partly cloudy,32,27,3,NE,7%,77%,0.0000,"1,008"
Tagum City,31/03/2018,9:00,Partly cloudy,34,34,4,ESE,7%,52%,0.0000,"1,009"
Tagum City,31/03/2018,12:00,Partly cloudy,35,39,4,SW,17%,40%,0.0000,"1,008"
Tagum City,31/03/2018,15:00,Patchy rain possible,34,36,8,N,47%,47%,0.0000,"1,006"
Tagum City,31/03/2018,18:00,Partly cloudy,32,31,9,NNE,63%,70%,0.1000,"1,007"
Tagum City,31/03/2018,21:00,Partly cloudy,30,27,3,NE,32%,81%,0.0000,"1,009"
Tagum City,01/04/2018,0:00,Partly cloudy,29,26,3,NE,37%,84%,0.0000,"1,009"
Tagum City,01/04/2018,3:00,Partly cloudy,30,25,3,NE,30%,86%,0.0000,"1,008"
Tagum City,01/04/2018,6:00,Partly cloudy,33,27,4,NNE,28%,77%,0.0000,"1,009"
Tagum City,01/04/2018,9:00,Partly cloudy,35,34,4,ESE,16%,55%,0.0000,"1,010"
Tagum City,01/04/2018,12:00,Partly cloudy,38,40,3,N,11%,40%,0.0000,"1,009"
Tagum City,01/04/2018,15:00,Partly cloudy,36,40,2,WSW,22%,40%,0.0000,"1,007"
Tagum City,01/04/2018,18:00,Partly cloudy,33,36,3,NNE,26%,58%,0.0000,"1,008"
Tagum City,01/04/2018,21:00,Partly cloudy,31,31,3,NE,25%,79%,0.0000,"1,010"
Tagum City,02/04/2018,0:00,Partly cloudy,29,27,3,NE,19%,84%,0.0000,"1,010"
Tagum City,02/04/2018,3:00,Partly cloudy,30,26,3,NNE,11%,88%,0.0000,"1,009"
Tagum City,02/04/2018,6:00,Partly cloudy,33,28,4,NNE,4%,81%,0.0000,"1,010"
Tagum City,02/04/2018,9:00,Partly cloudy,35,34,6,ESE,5%,57%,0.0000,"1,010"
Tagum City,02/04/2018,12:00,Partly cloudy,37,38,6,N,12%,42%,0.0000,"1,009"
Tagum City,02/04/2018,15:00,Partly cloudy,36,39,3,NW,28%,42%,0.0000,"1,008"
Tagum City,02/04/2018,18:00,Partly cloudy,33,35,2,S,36%,59%,0.0000,"1,009"
Tagum City,02/04/2018,21:00,Partly cloudy,30,31,3,NE,41%,79%,0.0000,"1,011"
Tagum City,03/04/2018,0:00,Partly cloudy,28,26,3,NE,53%,85%,0.0000,"1,011"
Tagum City,03/04/2018,3:00,Partly cloudy,29,26,4,NNE,46%,89%,0.0000,"1,011"
Tagum City,03/04/2018,6:00,Partly cloudy,31,27,5,NNE,17%,84%,0.0000,"1,011"
Tagum City,03/04/2018,9:00,Partly cloudy,34,33,7,N,11%,62%,0.0000,"1,011"
Tagum City,03/04/2018,12:00,Partly cloudy,36,38,8,N,10%,45%,0.0000,"1,010"
Tagum City,03/04/2018,15:00,Patchy rain possible,34,38,7,N,40%,48%,0.1000,"1,009"
Tagum City,03/04/2018,18:00,Patchy rain possible,32,33,6,N,82%,69%,0.6000,"1,009"
Tagum City,03/04/2018,21:00,Partly cloudy,30,29,5,NNE,56%,85%,0.6000,"1,011"
Tagum City,04/04/2018,0:00,Partly cloudy,28,27,5,N,22%,90%,0.0000,"1,011"
Tagum City,04/04/2018,3:00,Partly cloudy,29,26,5,NNE,18%,93%,0.0000,"1,010"
Tagum City,04/04/2018,6:00,Partly cloudy,32,28,6,NNE,13%,86%,0.0000,"1,011"
Tagum City,04/04/2018,9:00,Partly cloudy,34,34,7,SE,6%,62%,0.0000,"1,011"
Tagum City,04/04/2018,12:00,Partly cloudy,35,38,6,WSW,18%,45%,0.0000,"1,010"
Tagum City,04/04/2018,15:00,Patchy rain possible,34,37,6,N,46%,48%,0.1000,"1,008"
Tagum City,04/04/2018,18:00,Partly cloudy,31,33,7,N,56%,67%,0.1000,"1,008"
Tagum City,04/04/2018,21:00,Partly cloudy,29,30,5,N,20%,84%,0.0000,"1,010"
Tagum City,05/04/2018,0:00,Partly cloudy,28,26,4,N,16%,90%,0.0000,"1,010"
Tagum City,05/04/2018,3:00,Partly cloudy,28,25,5,N,20%,92%,0.0000,"1,009"
Tagum City,05/04/2018,6:00,Partly cloudy,30,27,6,NNE,20%,85%,0.0000,"1,010"
Tagum City,05/04/2018,9:00,Patchy rain possible,32,32,9,N,39%,65%,0.1000,"1,010"
Tagum City,05/04/2018,12:00,Patchy rain possible,33,37,8,NNE,83%,52%,0.3000,"1,009"
Tagum City,05/04/2018,15:00,Patchy rain possible,33,36,6,NNE,87%,55%,0.5000,"1,008"
Tagum City,05/04/2018,18:00,Partly cloudy,30,31,6,ESE,67%,71%,0.5000,"1,008"
Tagum City,05/04/2018,21:00,Partly cloudy,28,27,6,SW,33%,86%,0.0000,"1,009"
Tagum City,06/04/2018,0:00,Partly cloudy,27,26,6,N,22%,89%,0.0000,"1,010"
Tagum City,06/04/2018,3:00,Partly cloudy,28,25,7,N,10%,90%,0.0000,"1,009"
Tagum City,06/04/2018,6:00,Partly cloudy,31,26,7,NNE,9%,84%,0.0000,"1,009"
Tagum City,06/04/2018,9:00,Partly cloudy,33,31,9,ESE,2%,60%,0.0000,"1,010"
Tagum City,06/04/2018,12:00,Partly cloudy,35,35,8,WSW,4%,40%,0.0000,"1,009"
Tagum City,06/04/2018,15:00,Partly cloudy,34,36,5,N,5%,40%,0.0000,"1,008"
Tagum City,06/04/2018,18:00,Partly cloudy,31,35,3,NNE,4%,58%,0.0000,"1,009"
Tagum City,06/04/2018,21:00,Partly cloudy,29,32,4,N,4%,80%,0.0000,"1,010"
Tagum City,07/04/2018,0:00,Partly cloudy,28,29,4,N,12%,89%,0.0000,"1,010"
Tagum City,07/04/2018,3:00,Partly cloudy,29,25,4,N,25%,92%,0.0000,"1,010"
Tagum City,07/04/2018,6:00,Partly cloudy,31,27,6,ESE,17%,84%,0.0000,"1,010"
Tagum City,07/04/2018,9:00,Partly cloudy,33,32,8,N,8%,61%,0.0000,"1,011"
Tagum City,07/04/2018,12:00,Partly cloudy,35,38,7,WSW,15%,46%,0.0000,"1,010"
Tagum City,07/04/2018,15:00,Patchy rain possible,34,38,5,NE,42%,47%,0.1000,"1,009"
Tagum City,07/04/2018,18:00,Patchy rain possible,32,34,4,SSW,77%,61%,0.3000,"1,009"
Tagum City,07/04/2018,21:00,Patchy rain possible,30,31,2,NNW,72%,78%,0.4000,"1,011"
Tagum City,08/04/2018,0:00,Patchy rain possible,28,26,2,SW,63%,85%,0.2000,"1,011"
Tagum City,08/04/2018,3:00,Patchy rain possible,29,26,3,NNE,87%,89%,0.3000,"1,011"
Tagum City,08/04/2018,6:00,Patchy rain possible,31,27,5,N,87%,83%,0.2000,"1,012"
Tagum City,08/04/2018,9:00,Patchy rain possible,33,34,7,ESE,84%,63%,0.2000,"1,012"
Tagum City,08/04/2018,12:00,Patchy rain possible,35,39,5,WSW,82%,49%,0.2000,"1,011"
Tagum City,08/04/2018,15:00,Patchy rain possible,34,39,3,NNE,84%,53%,0.3000,"1,010"
Tagum City,08/04/2018,18:00,Patchy rain possible,32,34,1,E,78%,70%,0.3000,"1,010"
Tagum City,08/04/2018,21:00,Patchy rain possible,30,29,2,W,79%,84%,0.1000,"1,012"
Tagum City,09/04/2018,0:00,Patchy rain possible,29,27,3,NW,75%,90%,0.1000,"1,013"
Tagum City,09/04/2018,3:00,Partly cloudy,30,26,3,NNW,47%,92%,0.1000,"1,012"
Tagum City,09/04/2018,6:00,Partly cloudy,31,28,4,NNW,23%,86%,0.0000,"1,013"
Tagum City,09/04/2018,9:00,Patchy rain possible,33,35,5,WNW,29%,63%,0.0000,"1,013"
Tagum City,09/04/2018,12:00,Partly cloudy,34,39,5,SW,54%,50%,0.1000,"1,012"
Tagum City,09/04/2018,15:00,Patchy rain possible,33,37,6,SSW,62%,54%,0.0000,"1,010"
Tagum City,09/04/2018,18:00,Partly cloudy,31,32,6,SSW,56%,67%,0.1000,"1,011"
Tagum City,09/04/2018,21:00,Partly cloudy,30,28,3,WSW,29%,80%,0.0000,"1,012"
Tagum City,10/04/2018,0:00,Partly cloudy,29,27,2,WSW,16%,85%,0.0000,"1,013"
Tagum City,10/04/2018,3:00,Partly cloudy,29,26,3,N,21%,87%,0.0000,"1,012"
Tagum City,10/04/2018,6:00,Partly cloudy,31,27,5,ESE,32%,80%,0.0000,"1,012"
Tagum City,10/04/2018,9:00,Partly cloudy,33,33,7,NNW,38%,61%,0.0000,"1,012"
Tagum City,10/04/2018,12:00,Partly cloudy,35,38,5,NNW,49%,49%,0.0000,"1,011"
Tagum City,10/04/2018,15:00,Patchy rain possible,34,39,2,N,58%,52%,0.1000,"1,010"
Tagum City,10/04/2018,18:00,Partly cloudy,31,34,3,N,61%,67%,0.1000,"1,010"
Tagum City,10/04/2018,21:00,Partly cloudy,29,31,4,N,33%,82%,0.0000,"1,012"
Tagum City,11/04/2018,0:00,Partly cloudy,27,27,5,N,30%,88%,0.0000,"1,012"
Tagum City,11/04/2018,3:00,Partly cloudy,28,26,5,N,30%,91%,0.0000,"1,011"
Tagum City,11/04/2018,6:00,Partly cloudy,30,28,7,N,37%,86%,0.0000,"1,011"
Tagum City,11/04/2018,9:00,Light rain shower,31,33,8,WSW,54%,69%,0.1000,"1,011"
Tagum City,11/04/2018,12:00,Partly cloudy,33,37,6,NNE,65%,59%,0.2000,"1,010"
Tagum City,11/04/2018,15:00,Patchy rain possible,32,35,4,ESE,65%,69%,0.2000,"1,009"
Tagum City,11/04/2018,18:00,Partly cloudy,30,31,4,NW,62%,81%,0.3000,"1,009"
Tagum City,11/04/2018,21:00,Partly cloudy,29,28,4,N,14%,85%,0.0000,"1,011"
Tagum City,12/04/2018,0:00,Partly cloudy,28,27,5,N,18%,89%,0.0000,"1,011"
Tagum City,12/04/2018,3:00,Mist,29,26,5,WSW,23%,92%,0.0000,"1,010"
Tagum City,12/04/2018,6:00,Partly cloudy,30,27,5,ESE,24%,86%,0.0000,"1,010"
Tagum City,12/04/2018,9:00,Patchy rain possible,32,34,8,N,37%,65%,0.0000,"1,011"
Tagum City,12/04/2018,12:00,Light rain shower,33,38,7,WSW,73%,55%,0.4000,"1,010"
Tagum City,12/04/2018,15:00,Patchy rain possible,32,37,7,ESE,78%,63%,1.2000,"1,009"
Tagum City,12/04/2018,18:00,Patchy rain possible,31,33,5,N,86%,76%,1.3000,"1,009"
Tagum City,12/04/2018,21:00,Partly cloudy,29,29,4,SW,62%,87%,0.9000,"1,011"
Tagum City,13/04/2018,0:00,Mist,29,27,4,N,16%,92%,0.0000,"1,011"
Tagum City,13/04/2018,3:00,Partly cloudy,29,26,3,N,23%,94%,0.0000,"1,011"
Tagum City,13/04/2018,6:00,Partly cloudy,31,28,5,ESE,27%,87%,0.0000,"1,011"
Tagum City,13/04/2018,9:00,Partly cloudy,32,34,8,N,34%,66%,0.0000,"1,011"
Tagum City,13/04/2018,12:00,Light rain shower,34,38,7,WSW,57%,52%,0.1000,"1,010"
Tagum City,13/04/2018,15:00,Patchy rain possible,33,37,4,NNE,83%,53%,0.2000,"1,009"
Tagum City,13/04/2018,18:00,Partly cloudy,31,35,3,SE,56%,67%,0.1000,"1,009"
Tagum City,13/04/2018,21:00,Partly cloudy,29,29,3,NNW,27%,84%,0.0000,"1,011"
Tagum City,14/04/2018,0:00,Partly cloudy,28,27,3,NNW,24%,90%,0.0000,"1,011"
Tagum City,14/04/2018,3:00,Partly cloudy,28,26,4,N,20%,93%,0.0000,"1,010"
Tagum City,14/04/2018,6:00,Partly cloudy,30,27,5,N,27%,86%,0.0000,"1,010"
Tagum City,14/04/2018,9:00,Patchy rain possible,32,34,8,NNW,47%,66%,0.0000,"1,011"
Tagum City,14/04/2018,12:00,Patchy rain possible,33,38,7,SW,79%,54%,0.2000,"1,009"
Tagum City,14/04/2018,15:00,Moderate or heavy rain shower,32,36,8,ESE,82%,66%,1.3000,"1,008"
Tagum City,14/04/2018,18:00,Patchy rain possible,30,31,8,N,80%,85%,2.5000,"1,008"
Tagum City,14/04/2018,21:00,Partly cloudy,28,27,7,N,65%,91%,1.2000,"1,009"
Tagum City,15/04/2018,0:00,Partly cloudy,27,27,6,N,32%,92%,0.0000,"1,009"
Tagum City,15/04/2018,3:00,Partly cloudy,27,26,6,N,45%,93%,0.0000,"1,009"
Tagum City,15/04/2018,6:00,Partly cloudy,29,27,7,N,48%,87%,0.0000,"1,009"
Tagum City,15/04/2018,9:00,Light rain shower,31,33,9,N,59%,70%,0.3000,"1,009"
Tagum City,15/04/2018,12:00,Moderate or heavy rain shower,32,37,9,WSW,85%,67%,2.3000,"1,008"
Tagum City,15/04/2018,15:00,Torrential rain shower,31,35,9,ESE,75%,82%,7.7000,"1,007"
Tagum City,15/04/2018,18:00,Moderate or heavy rain shower,28,30,8,NNW,76%,91%,10.6000,"1,008"
Tagum City,15/04/2018,21:00,Patchy rain possible,26,28,6,NNW,84%,94%,4.4000,"1,009"
Tagum City,16/04/2018,0:00,Mist,25,27,5,NNW,64%,94%,0.6000,"1,009"
Tagum City,16/04/2018,3:00,Moderate rain at times,25,27,5,N,48%,94%,1.2000,"1,009"
Tagum City,16/04/2018,6:00,Moderate rain at times,28,27,6,WSW,61%,94%,3.3000,"1,010"
Tagum City,16/04/2018,9:00,Patchy light rain,29,29,6,ESE,74%,89%,2.5000,"1,010"
Tagum City,16/04/2018,12:00,Moderate rain at times,31,33,5,NNW,77%,76%,2.6000,"1,009"
Tagum City,16/04/2018,15:00,Moderate or heavy rain shower,30,35,4,NNW,64%,70%,3.2000,"1,009"
Tagum City,16/04/2018,18:00,Moderate or heavy rain shower,29,31,4,NNW,74%,83%,3.1000,"1,009"
Tagum City,16/04/2018,21:00,Patchy rain possible,28,28,4,N,82%,90%,2.9000,"1,011"
Tagum City,17/04/2018,0:00,Patchy rain possible,27,27,5,N,76%,91%,0.4000,"1,011"
Tagum City,17/04/2018,3:00,Partly cloudy,28,26,5,N,75%,93%,0.3000,"1,010"
Tagum City,17/04/2018,6:00,Partly cloudy,30,28,7,WSW,53%,88%,0.0000,"1,010"
Tagum City,17/04/2018,9:00,Patchy rain possible,31,33,8,N,63%,72%,0.2000,"1,011"
Tagum City,17/04/2018,12:00,Partly cloudy,32,38,8,N,60%,65%,0.4000,"1,010"
Tagum City,17/04/2018,15:00,Moderate or heavy rain shower,32,36,8,ESE,38%,75%,1.5000,"1,009"
Tagum City,17/04/2018,18:00,Cloudy,30,31,6,NNW,70%,82%,3.0000,"1,009"
Tagum City,17/04/2018,21:00,Patchy light rain,28,28,4,NNW,79%,91%,0.6000,"1,011"
Tagum City,18/04/2018,0:00,Mist,27,28,4,NNW,61%,94%,1.3000,"1,011"
Tagum City,18/04/2018,3:00,Patchy rain possible,28,27,4,WSW,54%,95%,0.1000,"1,010"
Tagum City,18/04/2018,6:00,Partly cloudy,29,28,5,SE,60%,91%,0.2000,"1,011"
Tagum City,18/04/2018,9:00,Light rain shower,31,33,6,WSW,38%,76%,0.7000,"1,011"
Tagum City,18/04/2018,12:00,Cloudy,32,36,6,SE,68%,67%,1.3000,"1,010"
Tagum City,18/04/2018,15:00,Light rain shower,31,33,7,NNW,72%,77%,0.8000,"1,009"
Tagum City,18/04/2018,18:00,Partly cloudy,30,31,7,NNW,58%,84%,1.6000,"1,009"
Tagum City,18/04/2018,21:00,Patchy rain possible,28,28,5,N,46%,89%,0.1000,"1,010"
Tagum City,19/04/2018,0:00,Partly cloudy,28,27,4,WSW,66%,92%,0.1000,"1,010"
Tagum City,19/04/2018,3:00,Partly cloudy,28,26,4,N,25%,93%,0.0000,"1,009"
Tagum City,19/04/2018,6:00,Partly cloudy,30,28,5,ESE,24%,88%,0.0000,"1,010"
Tagum City,19/04/2018,9:00,Patchy rain possible,32,33,7,N,41%,70%,0.0000,"1,010"
Tagum City,19/04/2018,12:00,Light rain shower,33,38,7,WSW,80%,56%,0.5000,"1,009"
Tagum City,19/04/2018,15:00,Moderate or heavy rain shower,32,37,6,SE,83%,67%,2.6000,"1,008"
Tagum City,19/04/2018,18:00,Moderate or heavy rain shower,30,31,6,N,73%,86%,4.8000,"1,009"
Tagum City,19/04/2018,21:00,Patchy rain possible,29,28,5,N,73%,91%,2.9000,"1,010"
Tagum City,20/04/2018,0:00,Partly cloudy,27,27,5,N,64%,93%,0.1000,"1,010"
Tagum City,20/04/2018,3:00,Patchy rain possible,28,26,5,N,50%,94%,0.1000,"1,009"
Tagum City,20/04/2018,6:00,Partly cloudy,30,28,6,N,63%,89%,0.2000,"1,010"
Tagum City,20/04/2018,9:00,Light rain shower,31,34,8,N,53%,72%,0.4000,"1,010"
Tagum City,20/04/2018,12:00,Moderate or heavy rain shower,32,38,7,WSW,74%,65%,1.8000,"1,010"
Tagum City,20/04/2018,15:00,Moderate or heavy rain shower,31,37,7,ESE,65%,77%,3.7000,"1,008"
Tagum City,20/04/2018,18:00,Moderate or heavy rain shower,30,31,6,NNW,81%,89%,4.3000,"1,009"
Tagum City,20/04/2018,21:00,Partly cloudy,28,28,5,N,54%,92%,2.4000,"1,010"
Tagum City,21/04/2018,0:00,Mist,27,27,4,WSW,27%,94%,0.0000,"1,011"
Tagum City,21/04/2018,3:00,Mist,28,26,5,ESE,34%,95%,0.0000,"1,009"
Tagum City,21/04/2018,6:00,Partly cloudy,30,27,5,N,24%,89%,0.0000,"1,010"
Tagum City,21/04/2018,9:00,Partly cloudy,31,33,7,N,16%,71%,0.0000,"1,010"
Tagum City,21/04/2018,12:00,Light rain shower,33,38,7,SW,37%,59%,0.3000,"1,009"
Tagum City,21/04/2018,15:00,Patchy rain possible,32,38,8,ESE,79%,66%,1.0000,"1,008"
Tagum City,21/04/2018,18:00,Patchy rain possible,31,34,6,SW,84%,78%,1.3000,"1,009"
Tagum City,21/04/2018,21:00,Partly cloudy,29,29,5,N,64%,88%,0.7000,"1,010"
Tagum City,22/04/2018,0:00,Partly cloudy,28,27,4,ESE,21%,92%,0.0000,"1,010"
Tagum City,22/04/2018,3:00,Partly cloudy,29,27,4,WSW,31%,93%,0.0000,"1,009"
Tagum City,22/04/2018,6:00,Partly cloudy,31,28,5,ESE,27%,87%,0.0000,"1,010"
Tagum City,22/04/2018,9:00,Patchy rain possible,32,34,7,WSW,41%,69%,0.0000,"1,010"
Tagum City,22/04/2018,12:00,Patchy rain possible,34,38,8,N,74%,56%,0.2000,"1,009"
Tagum City,22/04/2018,15:00,Patchy rain possible,33,39,6,NNE,81%,58%,0.3000,"1,007"
Tagum City,22/04/2018,18:00,Partly cloudy,31,35,5,NNE,61%,67%,0.3000,"1,008"
Tagum City,22/04/2018,21:00,Partly cloudy,29,29,4,NNE,4%,80%,0.0000,"1,009"
Tagum City,23/04/2018,0:00,Partly cloudy,28,26,4,N,4%,87%,0.0000,"1,009"
Tagum City,23/04/2018,3:00,Partly cloudy,29,26,4,N,4%,89%,0.0000,"1,009"
Tagum City,23/04/2018,6:00,Partly cloudy,31,27,5,ESE,5%,82%,0.0000,"1,010"
Tagum City,23/04/2018,9:00,Patchy rain possible,33,33,7,N,27%,65%,0.0000,"1,010"
Tagum City,23/04/2018,12:00,Patchy rain possible,35,39,6,WSW,71%,55%,0.2000,"1,009"
Tagum City,23/04/2018,15:00,Patchy rain possible,34,40,3,SE,75%,57%,0.4000,"1,007"
Tagum City,23/04/2018,18:00,Partly cloudy,32,35,2,N,57%,72%,0.2000,"1,008"
Tagum City,23/04/2018,21:00,Partly cloudy,30,29,4,WSW,6%,85%,0.0000,"1,009"
Tagum City,24/04/2018,0:00,Partly cloudy,29,27,4,N,10%,91%,0.0000,"1,010"
Tagum City,24/04/2018,3:00,Partly cloudy,29,26,3,N,21%,92%,0.0000,"1,009"
Tagum City,24/04/2018,6:00,Partly cloudy,31,28,4,SE,29%,85%,0.0000,"1,010"
Tagum City,24/04/2018,9:00,Partly cloudy,33,34,6,N,22%,66%,0.0000,"1,010"
Tagum City,24/04/2018,12:00,Partly cloudy,35,39,5,WSW,23%,52%,0.0000,"1,008"
Tagum City,24/04/2018,15:00,Partly cloudy,34,40,3,NE,19%,52%,0.0000,"1,007"
Tagum City,24/04/2018,18:00,Partly cloudy,32,36,3,NE,5%,65%,0.0000,"1,008"
Tagum City,24/04/2018,21:00,Clear,30,32,3,NNE,1%,81%,0.0000,"1,009"
Tagum City,25/04/2018,0:00,Partly cloudy,29,29,4,NNE,1%,88%,0.0000,"1,010"
Tagum City,25/04/2018,3:00,Partly cloudy,29,26,4,NNE,4%,90%,0.0000,"1,009"
Tagum City,25/04/2018,6:00,Partly cloudy,31,28,5,NNE,7%,82%,0.0000,"1,010"
Tagum City,25/04/2018,9:00,Patchy rain possible,33,34,8,N,35%,63%,0.0000,"1,010"
Tagum City,25/04/2018,12:00,Patchy rain possible,34,38,9,NNE,87%,53%,0.1000,"1,009"
Tagum City,25/04/2018,15:00,Patchy rain possible,33,38,9,NNE,82%,58%,0.3000,"1,008"
Tagum City,25/04/2018,18:00,Patchy rain possible,31,33,7,N,78%,72%,0.8000,"1,008"
Tagum City,25/04/2018,21:00,Partly cloudy,30,28,5,N,56%,86%,0.5000,"1,010"
Tagum City,26/04/2018,0:00,Patchy rain possible,29,27,4,N,32%,90%,0.0000,"1,010"
Tagum City,26/04/2018,3:00,Partly cloudy,29,26,4,N,54%,92%,0.1000,"1,009"
Tagum City,26/04/2018,6:00,Partly cloudy,31,28,5,ESE,19%,85%,0.0000,"1,010"
Tagum City,26/04/2018,9:00,Patchy rain possible,33,34,7,WSW,40%,65%,0.1000,"1,011"
Tagum City,26/04/2018,12:00,Patchy rain possible,34,38,9,NNE,84%,55%,0.5000,"1,009"
Tagum City,26/04/2018,15:00,Patchy rain possible,33,39,7,NNE,84%,58%,0.9000,"1,009"
Tagum City,26/04/2018,18:00,Patchy rain possible,31,34,4,ESE,78%,72%,1.1000,"1,010"
Tagum City,26/04/2018,21:00,Patchy rain possible,30,29,2,NNW,78%,86%,0.9000,"1,011"
Tagum City,27/04/2018,0:00,Patchy rain possible,29,27,2,SW,79%,89%,0.3000,"1,011"
Tagum City,27/04/2018,3:00,Partly cloudy,30,27,3,N,65%,91%,0.3000,"1,010"
Tagum City,27/04/2018,6:00,Partly cloudy,32,28,4,ESE,22%,85%,0.0000,"1,011"
Tagum City,27/04/2018,9:00,Patchy rain possible,33,35,5,N,38%,65%,0.1000,"1,012"
Tagum City,27/04/2018,12:00,Partly cloudy,35,39,4,WSW,70%,52%,0.1000,"1,011"
Tagum City,27/04/2018,15:00,Light rain shower,34,39,2,NNE,61%,55%,0.4000,"1,010"
Tagum City,27/04/2018,18:00,Partly cloudy,32,33,1,SE,63%,72%,0.8000,"1,011"
Tagum City,27/04/2018,21:00,Patchy rain possible,30,29,2,NNW,47%,84%,0.1000,"1,012"
Tagum City,28/04/2018,0:00,Partly cloudy,28,27,3,SW,68%,90%,0.3000,"1,012"
Tagum City,28/04/2018,3:00,Patchy rain possible,29,26,4,N,44%,92%,0.1000,"1,011"
Tagum City,28/04/2018,6:00,Patchy rain possible,31,28,5,ESE,82%,86%,0.2000,"1,011"
Tagum City,28/04/2018,9:00,Patchy rain possible,33,34,8,N,86%,67%,0.2000,"1,011"
Tagum City,28/04/2018,12:00,Patchy rain possible,34,39,8,WSW,84%,55%,0.4000,"1,010"
Tagum City,28/04/2018,15:00,Patchy rain possible,33,39,8,NNE,83%,59%,1.2000,"1,009"
Tagum City,28/04/2018,18:00,Patchy rain possible,31,35,5,NNE,75%,72%,1.7000,"1,009"
Tagum City,28/04/2018,21:00,Partly cloudy,29,29,6,N,56%,84%,0.4000,"1,011"
