,Temp (deg celsius),Feels Like (deg celsius),Wind (km/h),Cloud,Humidity,Precip (mm),Pressure (mb),Bank,Bar,Beach,Bridge,Cemetery,Church,Clinic,Commercial Building,Community Center,Convenience Store,Fire Station,Gas Station,Government Office,Greenfield,Highway,Highway Pedestrian,Highway Primary,Highway Residential,Highway Secondary,Highway Tertiary,Hospital,Hotel,Industrial Building,Mall,Marketplace,Park,Parking Area,Pawnshop,Pharmacy,Police Station,Post Office,Private Office,Recreational Area,Residential Building,Restaurant,Road,School,Sports Center,Tourist Attraction,Transport Terminal,php-usd-rate,PSE-index-Close,"Education,Baccalauate graduate","Education,College undergraduate","Education,Elementary","Education,High school","Education,No grade completed","Education,Out of school youth","Education,Post baccalaureate","Education,Postsecondary","Household,number of households","Housing,dwelling tenure status,Own house rent lot","Housing,dwelling tenure status,Own house rent,free lot with consent of owner","Housing,dwelling tenure status,Own house rent,free lot without consent of owner","Housing,dwelling tenure status,Own or owner,like possession of house and lot","Housing,dwelling tenure status,Rent house/ room including lot","Housing,dwelling tenure status,Rent,free house and lot with consent of owner","Housing,dwelling tenure status,Rent,free house and lot without consent of owner","Labor,Employed","Labor,In the Labor Force","Labor,Not in the Labor Force","Labor,Underemployed","Labor,Unemployed","Poverty,poverty incidence by employed","Poverty,poverty incidence by household","Poverty,poverty incidence by population","Poverty,poverty incidence by unemployed",Consumer Price Index  - all items,Consumer Price Index -Alcoholic beverages and tobacco,Consumer Price Index -transport,"Consumer Price Index -Housing, water, electricity, gas, and other fuels",Consumer Price Index -Restaurant and miscellaneous goods and services,inflation rate,savings deposit interest rate,bank lending rates,time_epoch_After Midnight,time_epoch_After Work-Hours,time_epoch_Afternoon,time_epoch_Early Morning,time_epoch_Evening,time_epoch_Morning,day_Friday,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,Weather_Clear,Weather_Cloudy,Weather_Rainy,day_night_daylight,day_night_nighttime,placetype_rural,placetype_urban,Children Population,Teenage Population,Adult Population,Retiree Population,Female Children Population,Female Teenage Population,Female Adult Population,Female Retiree Population,Male Children Population,Male Teenage Population,Male Adult Population,Male Retiree Population,crime_label
Industrial Building,0.011446325442126737,-0.022029247963824,-0.05513455250570967,-0.04147785980728257,0.03931447856642123,-0.008160445841136931,0.027507230795939662,-0.04163253519950393,-0.0252194523923639,,,-0.011286419326011408,-9.848341410154858e-05,-0.011286419326011366,0.010825706659909153,0.06662292320103372,-0.02705569872984909,-0.006867995801304312,-0.0377822499281425,-0.023882624515160208,-0.03933138003873279,0.047242789662495684,-0.0596753631422992,-0.043916758065125246,-0.0048056440383031215,0.025470638556913006,-0.01200091628914809,-0.03186790722345974,-0.0461939637291631,1.0,-0.026512914247084636,0.01154184813235273,-0.031370184303459045,-0.022086119462012187,-0.010921092292459847,-0.02829855473828958,0.04511866003524873,-0.01905851273970028,-0.019512572628753683,-0.014479705238615734,-0.061130815767680154,-0.04634574790961172,-0.008888878353928058,0.00852218411242677,-0.024269457686286515,-0.016644081937096596,-0.01714893384176711,-0.0189624033740814,-0.02327882228414857,-0.054792193511618834,-0.05479429348677085,-0.054793707082763723,-0.05480014686522061,-0.055000484124991186,-0.05479573111146659,-0.054742932148353324,-0.0548052008189288,-0.05479535125697438,-0.054657673821582806,-0.0547908392044712,-0.05461177486520711,-0.054794534777928505,-0.05487436762929999,-0.05473721216202883,-0.050791509363085845,-0.05478824627239759,-0.05479733135099112,-0.0547922598642338,-0.05478596511041525,-0.05479555560019289,-0.054783630050865416,-0.054754233952900334,-0.05479172967059237,-0.05465828380471071,-0.0010308019491696444,0.0014081186704044241,0.00025842608697755826,-0.004609991676853114,-0.0030036665692775373,-0.009860805658405945,-0.009187397765610781,0.00037272099222423934,0.02520635496558824,-0.03526728079292991,0.021231415919750817,0.007318623683344882,0.0019076326854490307,-0.026875487729766966,-0.027055698729849045,-0.032689963036590615,0.06213073829605757,0.006747896400698153,-0.03203304566653649,0.009679740196375962,0.010600281289420083,0.024672220508408556,0.006599131899733069,-0.030700856713218917,-0.023577268734360043,0.02357726873436005,-0.01559388894186498,0.015593888941865,-0.05478739138649197,-0.0548010826893015,-0.05479905333423236,-0.05474742959228738,-0.054789510375323314,-0.05479846046186609,-0.05478033081504545,-0.05476236723798055,-0.05478417057627423,-0.054791936920878574,-0.05480373641718025,-0.05475317987889827,0.05329668677167873
Mall,0.06672891903792925,0.0718710373352678,0.06691976947205482,-0.016599250719415825,-0.0823877010906027,-0.025820430265982405,-0.06905225686751118,0.4862764096320073,0.050544587931547716,,,-0.04775804449244855,0.25572224541962546,0.36651351120516706,0.29773291487794107,0.3775026699755638,0.11520866161187032,0.25904341323247065,0.5634473239061082,0.4073433633484859,0.46655485861355717,0.09718619022583248,0.3410561716690184,0.45749717702923187,0.09021534848570721,-0.08477239625110299,0.3185077550901354,0.5574363511845796,0.23198512390249162,-0.026512914247084636,1.0,0.08142712386320024,0.33810122179555785,0.28991822949647494,0.41191595124857644,0.4281453379223809,0.050592613670922035,0.28275655524618437,0.20213992679731105,0.38260486338988187,-0.21593313195248315,0.4867147661222831,-0.03761294310025414,0.1627469432102892,0.31043773961886567,0.21706591548971102,-0.07256504669515959,-0.05628214514220372,0.07483250292218534,-0.23458089569355314,-0.23457086581602532,-0.2345717755804757,-0.23454080705008964,-0.23371740266137164,-0.2345543163948775,-0.23408273001101165,-0.23459035647670348,-0.23454448389254132,-0.23394321524441467,-0.23454701331655692,-0.23478725991837282,-0.2345331077208661,-0.2345289394120214,-0.2344905665445034,-0.2400193047618419,-0.2345599112681354,-0.2345502793948278,-0.23456182644335544,-0.23461358666559362,-0.23441298004832045,-0.2345896386237142,-0.23456137021771284,-0.23456222845524174,-0.23429243530765417,-0.001267897634719973,-0.012016686192268668,-0.0017812127737565967,-0.003913590648939813,-0.008738893991884805,-0.034913505113573044,-0.05547695416575267,-0.06724174912020943,-0.04789488347671869,0.01762027901998612,0.10022632678199038,-0.06024417724679504,-0.0045631604738933995,0.02210849526784386,0.020628862149284766,-0.009399825046629342,-0.009652322310860353,-0.017887223246740868,0.042827567997440905,0.004460142006227425,-0.026569073047124747,-0.03341673754362153,0.02987345253705243,-0.007255379616474512,0.0903668409891099,-0.09036684098910988,-0.06598493467095672,0.06598493467095672,-0.2345683369329243,-0.23451047673465292,-0.23454243273055478,-0.23456035347457949,-0.2345869751098812,-0.23460287858333675,-0.23457329580138728,-0.23466829343380885,-0.23457955984929418,-0.23459066304190576,-0.23455486805959455,-0.23466955462333622,0.11787064907252653
Marketplace,-0.021042550736779894,0.0033132171816813833,0.017094247669406967,-0.014955427360004532,-0.021819366539208705,-0.038247243430506825,0.03765672109537527,0.5463175112819296,0.2670055704047278,,,-0.05947275470940083,0.16756830778578968,-0.009308235768593213,0.36330673909658984,0.397973114050013,0.5560504522237673,-0.036190275926999145,0.08041753870338923,-0.011775001941185059,0.3028999671596866,0.1483617745039122,0.38555536867946605,-0.05790785383773973,-0.02716028239397601,0.1374154506889363,0.29751066037088253,0.3177068870055518,0.3282531118729126,0.01154184813235273,0.08142712386320024,1.0,0.3668358047193314,0.07318061666524837,0.04600591824032856,0.4258685507826789,0.3711988912379823,0.4386300857596672,0.3496696856687521,0.2801428976388084,-0.11924876186104146,0.25418548758294157,-0.04683913176666363,0.12139913005324118,0.009687601768389963,0.05154750985192536,0.3330881401757872,0.0001436532170080661,0.011391687432354636,-0.29737631940881165,-0.2973569072022421,-0.29739467518796775,-0.2973925377580168,-0.29615779187954416,-0.2974041937435822,-0.29784641863876715,-0.29741451387366624,-0.29738006211798323,-0.2971503636594331,-0.29743557401079745,-0.29821459509853915,-0.2973901091044306,-0.297262220598735,-0.2974699087478402,-0.2947828025317398,-0.2973821828863945,-0.2973869597679988,-0.2973830956163093,-0.2973910065888226,-0.2974857893560905,-0.29744541763780447,-0.2973966290289658,-0.29739453477671446,-0.296844214589487,-0.03521468272058272,-0.039870184865760196,-0.035352374476091304,-0.036099790876690234,-0.03785517117253833,0.011441164334848597,0.024596492883044486,0.013529752336823674,-0.023745675134303007,-0.06326490112958348,0.04804870267971111,0.0027358429775784943,0.029687249521359784,0.01957157720834233,-0.028039992537818238,0.016504383607918706,0.011790837146696457,0.018686789131179684,-0.007519024911863558,-0.014737032212684567,-0.0007782604684619377,-0.016587238718963355,0.016596547306374256,-0.005826243365155609,0.025096964855850373,-0.02509696485585035,-0.08217057201372964,0.08217057201372964,-0.29739849859720036,-0.29739097780560264,-0.2973979114141593,-0.29732650742999084,-0.2974023164562739,-0.2974077393096058,-0.2973683705848756,-0.2976074234571491,-0.2974403953410835,-0.2973710615886882,-0.29734610171260273,-0.29760059077063483,0.04371850807185096
Park,0.03351049474922685,0.043444778188408036,-0.0019984636928208565,-0.03286156106691406,-0.052797555016311046,-0.030942632977064993,0.023838623036690605,0.4622713604341515,0.30112177390563827,,,-0.056507505879544305,0.4008949192044624,0.15163711440152486,0.1970148607908758,0.4375150159057344,0.47042357113170064,-0.034385866935535685,0.2223584740869102,0.30115028473605093,0.5786127901472281,-0.19481486019970404,0.3290213852160319,0.20864908031108045,-0.04502559290754082,-0.17622467563156216,0.27772158793577834,0.5226101057541827,0.3617184292273606,-0.031370184303459045,0.33810122179555785,0.3668358047193314,1.0,0.19841801495698813,0.13330166435715834,0.6268054095391175,0.4546039692870473,0.5276545472121378,0.5124900584881388,0.31778713938067554,-0.12568218677420456,0.4517297922811026,-0.044503782053315843,0.3051206203872737,0.46228841839299023,0.043059914751266685,-0.0858592483497599,-0.01568766397936255,-0.02813046176093656,-0.2691067828096364,-0.2690971377673883,-0.26909376900329945,-0.2690573138928021,-0.26816580373510035,-0.26908003501902517,-0.26817720318547844,-0.2691163051344734,-0.2690564197054749,-0.26833950688576236,-0.2690657901857865,-0.26912144634722346,-0.26904112202962477,-0.26905425904963337,-0.2689952804025703,-0.2778855930119878,-0.26907959791419495,-0.26906865670220587,-0.2690806604782566,-0.2691441722263532,-0.2689178714689382,-0.269125182491049,-0.2690903628028354,-0.26908252481874256,-0.2684574506358624,0.03993764177280435,0.044822487090417924,0.041755817731210794,0.04130395264099486,0.042354474805441154,-0.016515916100165857,-0.026709836397486197,-0.012270315474731341,-0.011350979397541566,-0.07876742623561987,0.08575108713079345,-0.06898696492941916,0.05769284065579495,0.032646471296996625,-0.05229887486085293,0.0012192019043951812,-0.03770482615013728,-0.012882303547340468,0.0382816439013882,0.020382493701032685,0.03483992558733408,-0.028538763679372914,0.05703722365248292,-0.04586436267344629,0.03686304471412653,-0.03686304471412657,-0.07807363395019137,0.07807363395019142,-0.2690909286863629,-0.2690192611995934,-0.2690602646808854,-0.26907911848878213,-0.2691223413999244,-0.26913500719347,-0.2690989795949772,-0.269194783520886,-0.26910160830362395,-0.2691017542690578,-0.26907792493469684,-0.2692293880759471,0.03396991576251322
Parking Area,0.005070325437008019,0.01888398114785431,-0.010945879810108616,0.02777072007232914,-0.0014386868099922092,-0.002182855694750936,-0.029746051577172816,0.2152281033634466,-0.005737305976598892,,,-0.03978400360301077,0.22073861764956226,0.20119216477255392,0.261827853511906,-0.016837434187022677,-0.07965104325318022,-0.02420930516686024,0.3370655408851133,0.3507127715182453,0.15108885596480295,-0.047750302974814154,0.19997058324548797,0.20807190564113115,0.1293240517991443,0.010720962555600632,0.15805881573282313,0.27647379342635325,0.32340537544700515,-0.022086119462012187,0.28991822949647494,0.07318061666524837,0.19841801495698813,1.0,-0.03849624602469793,0.15824436904847744,-0.07189908681487749,-0.024903006220099798,-0.0687807388103412,-0.05104015974809685,0.03312737571627612,0.16762553423750717,0.3157050147800611,0.07849480251036801,0.3092528943678705,-0.058669467846918275,-0.060449042875476366,-0.0425250785006384,0.055892126399801345,-0.13051342582632283,-0.130503852074959,-0.13051072976076278,-0.13051620197254532,-0.13022334545592684,-0.13054211768230664,-0.1305123265978135,-0.13050324476666816,-0.13050819622462556,-0.1303479043376302,-0.13052272214815225,-0.13065499482639065,-0.13051087227740665,-0.13030018647101219,-0.13048130214975615,-0.1337312893246527,-0.13051019519921217,-0.1305119265047145,-0.13051180902872797,-0.1305276812301479,-0.13056065976801098,-0.1305460248049869,-0.13050582480488543,-0.13050982517547816,-0.13026744547875302,0.05257326530965633,0.05198205055930782,0.050680824667120136,0.0506341365377613,0.04795014173867603,-0.06159402892490991,-0.08700474342907687,-0.07777838304059778,0.04280347675673067,-0.02078903619173732,0.005360730973094221,-0.03372980833279541,-0.012875020219228466,0.015880936424628442,-0.016775852560328756,-0.03341780897983469,0.03215408771669812,-0.03538738469050441,0.06693220350951606,-0.013649541419407054,0.0025201787357492416,-0.048213447906753276,0.018725624194389796,0.020204400592799262,0.03256260701796354,-0.03256260701796351,-0.054967595649961634,0.05496759564996165,-0.13050495746052768,-0.1305058506480394,-0.13051539297386178,-0.1304856642860963,-0.13053774455455472,-0.13050890584277608,-0.13051329011330928,-0.13062374757884782,-0.13052879210814275,-0.13051278961427307,-0.13048326843595323,-0.130636291832273,0.03532681889174545
Pawnshop,0.07290729415049436,0.06435978083113686,0.02793780602505519,0.018010727888222475,-0.08141064273670989,-0.01953177806248613,-0.010983382423581533,0.26232109671260134,-0.043957665155912866,,,-0.019672300326879374,-0.046118571539549395,-0.01967230032687949,0.12946801985103823,0.3119639602620044,0.012949806297059418,-0.011970960155239458,0.2890535188674679,0.1579362268948437,0.20842397338741459,0.18082916802161794,0.12560380702103882,0.22699548627531832,0.06394785230436337,0.04439548423069809,0.14484112428789536,0.263049815277873,0.025128475319879235,-0.010921092292459847,0.41191595124857644,0.04600591824032856,0.13330166435715834,-0.03849624602469793,1.0,0.2988743121253593,0.002512376028909474,0.20928038256298756,0.2430521172837571,0.4944102170420569,-0.10655139883358779,0.19345391317790836,-0.015493371236399968,0.07275683902914866,0.0889768682040654,0.42776620801667586,-0.0298907002368349,0.0007324580837877199,-0.05334080133690143,-0.14088931288588952,-0.14088323560437255,-0.14088591279112156,-0.14086856659083405,-0.14038261777513075,-0.14087311882520304,-0.14064826912507555,-0.14090317183300477,-0.14086985624952156,-0.14050908252180316,-0.1408787074150655,-0.14103190611582098,-0.14086447047462808,-0.14090869561948852,-0.1408606973500939,-0.14242937462629213,-0.14087850879305008,-0.14087331745600692,-0.1408791208197195,-0.14090349614626574,-0.14079457586489688,-0.1408914089714115,-0.14088106111661167,-0.1408812402166044,-0.1407482659597624,0.0017777625561625114,0.006037724999101543,0.004882694173853842,0.002623601981090474,0.005179786965221215,0.009816994247682544,0.014424997647552834,0.023204396467583,-0.03991465516261967,0.03749890776127634,0.09476395268889158,-0.03672859330439106,-0.043516874052264114,0.013582920826163523,0.012949806297058988,-0.03090816495520932,-0.027031436241583245,0.06095217713057134,-0.029382743843599762,-0.008499114660494281,0.01847635738593171,-0.01710422392415049,0.03318394821367457,-0.026229269850587125,0.07530519658263606,-0.07530519658263606,-0.027180247133062618,0.02718024713306264,-0.14088701959944921,-0.14085430353997277,-0.1408701024750552,-0.14088004736221013,-0.1408882399436008,-0.14090525346630664,-0.14088529558081486,-0.14092839392277445,-0.14088829693784208,-0.14089201017776676,-0.14087846831937284,-0.1409325304292434,0.09289646240448689
Pharmacy,0.0595537320735951,0.08136321702711245,0.06198714856773529,0.002215450296274169,-0.06475612821469078,-0.01866217816897127,-0.018392159406795047,0.536685845541952,0.3478978514455129,,,-0.050974541073389654,0.4293374898628157,0.3144947132295667,0.3354754037874083,0.618756629570831,0.5324720465468132,-0.031018955078037477,0.35486257775121005,0.14784730097273005,0.6307634974472558,0.02323767881529656,0.38430701861159733,0.27394348192056306,-0.08142694298781097,-0.1755056801786719,0.30451134528831,0.695218159756173,0.35991500300255114,-0.02829855473828958,0.4281453379223809,0.4258685507826789,0.6268054095391175,0.15824436904847744,0.2988743121253593,1.0,0.47691383947334387,0.5699041356669657,0.520470421578719,0.4228959777010378,-0.20300511080226416,0.538516149293682,0.2432593125717452,0.32372388054055135,0.11467427248358714,0.1394353539161657,-0.0774522908667188,-0.07839426897574664,0.022092315115531894,-0.35369945725638474,-0.35368629556541586,-0.35368318582070707,-0.35364737752226055,-0.3526636352964947,-0.3536825162373992,-0.3527711432509369,-0.3537210907070692,-0.35364195587614544,-0.35268270255725914,-0.35366544538034106,-0.3537377844465302,-0.35362803387893493,-0.3536558485166381,-0.3536033124669801,-0.361770531927136,-0.3536683397752139,-0.3536563758628396,-0.3536691952837425,-0.3537387006068043,-0.3534791401110063,-0.35371112251053893,-0.35367463173613056,-0.35367192683265797,-0.3531312863509307,0.047892878195816314,0.03957467441174698,0.04803939940704248,0.045625553264365605,0.04354624224614808,-0.06433601244254417,-0.04833119249358191,-0.04140893528031834,-0.03299270369122171,-0.0007633154954821967,0.06875442760659105,-0.10644302978376256,0.036625557468686336,0.059284705638908516,-0.04517595855598475,0.008250899249133659,-0.02457402634257113,0.028375514416612947,0.013492553447119082,-0.0017948208027470684,0.01285279345500079,-0.03233933622036602,0.02239615399047507,0.0011754440583836084,0.07415209105830134,-0.0741520910583033,-0.07042900936074407,0.07042900936074413,-0.3536827725633575,-0.35360571272766816,-0.3536502399894432,-0.3536691662507053,-0.35371221970160793,-0.3537288368557627,-0.3536949738102826,-0.35378546721051307,-0.3536882531974638,-0.3536922119682118,-0.35366144281245027,-0.35384083776557035,0.07473461417984688
Police Station,0.03257731454114118,0.03583262266969034,0.04216128045528313,-0.056139316613767566,-0.003214742459523724,-0.018386578994731347,0.06753485247535826,0.35233238277040657,0.3633450051354585,,,-0.03674177550047811,0.32148426699716864,-0.03674177550047827,0.2004933843651991,0.3579660733642233,0.48446566257184587,-0.02235805285811003,-0.043453162162766186,-0.003202729703312071,0.3504732394800122,-0.05589636652428361,0.18098207228216318,-0.045779531699940965,-0.16423128732483008,-0.15235639874942092,0.14668396761816566,0.3276601687054388,0.2521366143627194,0.04511866003524873,0.050592613670922035,0.3711988912379823,0.4546039692870473,-0.07189908681487749,0.002512376028909474,0.47691383947334387,1.0,0.5040995781616253,0.5796168691300635,0.33137443760293966,-0.10312442915990161,0.3337328638245041,-0.02893682783683257,0.2656603120339563,-0.042228519059264884,0.022597537537844194,-0.05582658760822614,-0.029063641646773983,-0.0015689039002004107,-0.1957305319834704,-0.19572867280621073,-0.19572571124311214,-0.19569920223650122,-0.19511898858786603,-0.19570725014658083,-0.1951341149928791,-0.19575453920956493,-0.19569903089395077,-0.19534914155981897,-0.19569952143872923,-0.1957462539957836,-0.19568966661605436,-0.19580006091701826,-0.19566514041201974,-0.19878252254082435,-0.19571362480127683,-0.1957079125497755,-0.19571469477593573,-0.1957536080700102,-0.19559657418533025,-0.19574260618407796,-0.19572067212685548,-0.1957190730055943,-0.19525847289419712,0.03546958052993187,0.03526435750462436,0.03521858020065486,0.03480806415102699,0.034270263610810946,-0.02705724231024693,-0.017726470613528604,-0.004999417849856804,-0.0001608954746684907,-0.03162858458857754,0.020573801140861853,-0.045491987112938344,0.045578878018216806,0.014082789176047276,-0.03755856643001461,0.025049350018650076,-0.05554129807634933,0.09087163846528191,-0.04499740242689802,-0.011135207176818823,0.020150598717256944,-0.020719075171889954,0.0579279004887897,-0.05408369844283512,0.02107671897220021,-0.02107671897220018,0.0035873438046179753,-0.0035873438046179545,-0.19572186851506834,-0.19567732141781896,-0.19570180845350219,-0.19569932325671352,-0.19573308847137744,-0.1957598148944724,-0.19571991597290986,-0.19577782469662136,-0.19573179406490748,-0.19572592679339768,-0.19572325080848418,-0.19579064091068113,-0.056302832286054046
Post Office,0.023872901586478208,0.004044955417809153,0.03731996793829381,-0.016640435432893813,0.004648515777698279,0.07378342136075094,0.029135021943126903,0.40465069907185747,0.16923064753843953,,,-0.03433033769505842,0.2484482429852618,0.004827703738367778,0.19303707427450414,0.5754808583115117,0.4362197155355101,-0.02089064816186843,0.15252461383036836,0.16480589031343246,0.42963540459828026,-0.02504159302908463,0.28521849863447524,0.11149611386469968,-0.17525297998726946,-0.1423569369695394,0.20893536920212308,0.5190720828252902,0.29944464162601664,-0.01905851273970028,0.28275655524618437,0.4386300857596672,0.5276545472121378,-0.024903006220099798,0.20928038256298756,0.5699041356669657,0.5040995781616253,1.0,0.5293308238289123,0.5742592046467014,-0.17463237285950362,0.36102496219271646,-0.027037644695458454,0.23720123200832738,0.10190555517037417,0.16677111967154784,-0.05216257458565802,-0.0736518254704693,0.018476535713791892,-0.28956124844845177,-0.2895507247042716,-0.289554094518492,-0.2895264587088027,-0.2888741563438023,-0.2895400497637731,-0.2888903688919407,-0.2895843855475623,-0.2895242543779993,-0.2889425655636505,-0.28955362516427946,-0.2896279143845208,-0.2895148338906108,-0.2895790993716018,-0.2894999336839868,-0.2930657681600653,-0.2895413382016316,-0.2895323789220406,-0.28954148797376233,-0.2895776863189239,-0.28942658134094207,-0.2895699736633833,-0.2895560824417591,-0.28954635887315294,-0.2891384005000625,0.030253657613568016,0.02945368430385301,0.03069215417116478,0.02677766290668933,0.02546730929791217,-0.035884710174226224,-0.011570915748846616,-0.005147692566386723,-0.06799268091255464,-0.04839421826063983,-0.0007060541331103084,-0.0483942182606399,0.10612503752597593,0.08002460249232539,-0.028656769633719575,0.00913605963672835,0.0022057127332847605,-0.005812839629699741,-0.01875430369777512,0.00227440756226902,0.03529219679740076,0.007102959994682453,0.030391967646162348,-0.044690905642075285,0.022925052756868933,-0.022925052756868913,-0.018577742654560973,0.01857774265456099,-0.28955691776079184,-0.2895026885809394,-0.2895281902665015,-0.2895430312903305,-0.28956546052684606,-0.2895857530428296,-0.2895549083779534,-0.289612820085781,-0.28955196629365804,-0.2895530665495585,-0.2895454882443129,-0.28963376336614793,0.02606474183384569
Private Office,0.022005888021758534,0.0018821644786208545,0.010332436766934697,-0.06677931959744618,0.0071247776293938475,-0.01219261008728834,0.0437009633891043,0.3646268894093398,0.32905913557440264,,,-0.03514824146005192,0.26471011585181664,-0.03514824146005198,0.19910055599081494,0.38025641608622196,0.38851128321898115,-0.021388357795153492,0.13046821731110742,0.04189349147677487,0.44231629299413666,-0.054849163767269685,0.2154960671142624,0.0021866176886334264,-0.06833947745114544,-0.10905243229402051,0.2158641358048466,0.3802719203764217,0.15158391071631713,-0.019512572628753683,0.20213992679731105,0.3496696856687521,0.5124900584881388,-0.0687807388103412,0.2430521172837571,0.520470421578719,0.5796168691300635,0.5293308238289123,1.0,0.5906929730182361,-0.15714131256339403,0.37186080130264193,-0.02768180356128149,0.29192145685166326,0.03914735122379644,0.24090465105826128,-0.053405322808070324,-0.016205963485824072,-0.028342304839649175,-0.2396144279173109,-0.23960466442544717,-0.2396080349841134,-0.2395802595070611,-0.2388788041149371,-0.23958375334705104,-0.23894309841568057,-0.23963282041190362,-0.2395797419604779,-0.23901076023055312,-0.23960236670156346,-0.23970602737413269,-0.23957120100298637,-0.23964859250422615,-0.23954906417049018,-0.2422894819395206,-0.23959589506070003,-0.23958744459781134,-0.23959629533476837,-0.23963162802114366,-0.2394871245225793,-0.2396257180356587,-0.23961270373119523,-0.2396015659484705,-0.23921289871431972,-0.0005806183576133668,-0.001401850321680665,0.0005900841280946026,0.000262620840978021,-0.000940449392368003,0.01002292160366395,0.021153429355919552,0.023649911551541874,-0.011878396358857249,-0.008922084073348317,-0.004546782337093128,-0.05216816160392313,0.04414788447356385,0.039524244456146794,0.0032926532955079462,0.004520807935615952,-0.017810820337416464,0.046807594148890436,0.008118013041549757,-0.046719147421594616,0.00016732551969724226,0.003292653295508025,0.010445425505413624,-0.016132749571252627,0.003434470997545693,-0.0034344709975456917,-0.04856259173064005,0.04856259173064017,-0.2396113564362829,-0.23955806468451996,-0.2395829813907481,-0.23959972199445517,-0.23961627461532692,-0.23964050776040266,-0.2396064155999641,-0.23966920897331667,-0.23960803420280383,-0.23960744659009972,-0.23960137157626185,-0.23968537461632033,-0.014566231993314284
Recreational Area,0.05331448095528457,0.02383541909253355,0.029519422507999937,-0.043583755930784465,-0.025883404151646024,0.0030666442609483878,0.058559775555928825,0.3136432884766232,-0.009632750519953772,,,-0.026082474396393683,0.048975902396765233,-0.026082474396394405,0.17165487801660628,0.44500341771500446,0.1673622629400721,-0.015871670143356446,0.16606206167882973,0.17378133933212284,0.33283563798136856,0.07000353342086109,0.2426412589075993,0.13069356344509062,-0.11806074476072587,-0.027858888341099296,0.1920372733747925,0.4137500706360903,0.13567463092538884,-0.014479705238615734,0.38260486338988187,0.2801428976388084,0.31778713938067554,-0.05104015974809685,0.4944102170420569,0.4228959777010378,0.33137443760293966,0.5742592046467014,0.5906929730182361,1.0,-0.141270928452619,0.28015628671444365,-0.020541850819300243,0.19095070878923276,0.09453922289536196,0.3808092571591623,-0.039630516546775386,-0.042044247092795986,0.0026022949349791633,-0.1893781416749282,-0.1893709293323814,-0.18937259086338054,-0.18935081410108162,-0.18873122883670987,-0.1893623128003423,-0.18894889424551428,-0.18940116752763136,-0.1893483281648817,-0.18876723002116724,-0.18936540093636148,-0.18951200218786843,-0.18934283687259015,-0.18941927845260187,-0.18934258799162118,-0.1909992406050882,-0.1893619828025694,-0.18935525594172234,-0.18936234354445328,-0.1893954936064845,-0.18925394918302219,-0.18937801435462578,-0.18936926783080407,-0.18936685246176924,-0.189180172009532,-0.020770094865489693,-0.03434993474508892,-0.02002639436205352,-0.021003128000646378,-0.024697928225107718,-0.0054598272159349336,0.015247859379832798,-0.0004702170715710369,-0.06040346190394827,0.013127885795084303,0.0004676522454359434,-0.06257546999272805,0.07248533230191966,0.053445288524200094,0.00644141449906139,-0.015719963665916218,-0.009616458013682707,0.04945792987301674,-0.033561647706807786,-0.020324925340421306,0.020576756578878638,0.00644141449906186,0.03515177702015586,-0.05007975210211562,0.016742792576158304,-0.016742792576158298,-0.036036868498145934,0.03603686849814597,-0.18937458753685302,-0.18933192036412466,-0.1893527849474869,-0.18936326105357223,-0.1893764691360206,-0.18939860551622095,-0.18937313649121054,-0.18941442591186458,-0.18937152290501813,-0.18937593983387446,-0.1893623949791603,-0.18943172562074384,0.01605761994927331
