date,php-usd-rate,PSE-index-Open,PSE-index-High,PSE-index-Low,PSE-index-Close,PSE-index-Adj Close,PSE-index-Volume
05/11/2017,51.488,8544.019531,8605.150391,8376.129883,8376.129883,8376.129883,163200
06/11/2017,51.27,8523.070313,8523.070313,8523.070313,8523.070313,8523.070313,0
07/11/2017,51.304,8521.80957,8521.80957,8521.80957,8521.80957,8521.80957,0
08/11/2017,51.235,8525.040039,8532.450195,8486.519531,8508.490234,8508.490234,0
09/11/2017,51.384,8515.400391,8563.509766,8506.769531,8519.820313,8519.820313,0
10/11/2017,51.273,8548.070313,8548.209961,8433.480469,8433.480469,8433.480469,101100
11/11/2017,51.273,8548.070313,8548.209961,8433.480469,8433.480469,8433.480469,101100
12/11/2017,51.273,8548.070313,8548.209961,8433.480469,8433.480469,8433.480469,101100
13/11/2017,51.239,8460.620117,8486.610352,8330.019531,8330.019531,8330.019531,0
14/11/2017,51.232,8349.610352,8379.639648,8280.429688,8379.639648,8379.639648,0
15/11/2017,51.142,8335.870117,8348.519531,8260.610352,8273.44043,8273.44043,0
16/11/2017,51.116,8211.030273,8332.94043,8206.44043,8206.44043,8206.44043,0
17/11/2017,50.913,8274.889648,8326.80957,8262.900391,8311.080078,8311.080078,101500
18/11/2017,50.913,8274.889648,8326.80957,8262.900391,8311.080078,8311.080078,101500
19/11/2017,50.913,8274.889648,8326.80957,8262.900391,8311.080078,8311.080078,101500
20/11/2017,50.816,8332.709961,8371.950195,8321.980469,8321.980469,8321.980469,0
21/11/2017,50.94,8339.80957,8340.629883,8289.19043,8289.19043,8289.19043,0
22/11/2017,50.797,8306.719727,8346.919922,8265.679688,8265.679688,8265.679688,0
23/11/2017,50.628,8291.860352,8343.230469,8278.509766,8343.230469,8343.230469,0
24/11/2017,50.614,8330.089844,8365.110352,8261.150391,8365.110352,8365.110352,123000
25/11/2017,50.614,8330.089844,8365.110352,8261.150391,8365.110352,8365.110352,123000
26/11/2017,50.614,8330.089844,8365.110352,8261.150391,8365.110352,8365.110352,123000
27/11/2017,50.685,8358.349609,8361.69043,8261.280273,8361.69043,8361.69043,0
28/11/2017,50.64,8341.769531,8341.769531,8254.25,8291.879883,8291.879883,0
29/11/2017,50.365,8272.070313,8304.379883,8213.650391,8254.030273,8254.030273,206300
30/11/2017,50.365,8272.070313,8304.379883,8213.650391,8254.030273,8254.030273,0
01/12/2017,50.346,8236.150391,8236.150391,8122.319824,8144.02002,8144.02002,153000
02/12/2017,50.346,8236.150391,8236.150391,8122.319824,8144.02002,8144.02002,153000
03/12/2017,50.346,8236.150391,8236.150391,8122.319824,8144.02002,8144.02002,153000
04/12/2017,50.321,8108.209961,8126.970215,8051.859863,8084.450195,8084.450195,0
05/12/2017,50.557,8093.629883,8149.220215,8085.439941,8093.629883,8093.629883,0
06/12/2017,50.59,8157.600098,8197.389648,8119.370117,8129.620117,8129.620117,0
07/12/2017,50.676,8128.060059,8174.930176,8109.569824,8174.930176,8174.930176,0
08/12/2017,50.741,8176.209961,8304.700195,8167.600098,8304.700195,8304.700195,115600
09/12/2017,50.741,8176.209961,8304.700195,8167.600098,8304.700195,8304.700195,115600
10/12/2017,50.741,8176.209961,8304.700195,8167.600098,8304.700195,8304.700195,115600
11/12/2017,50.572,8296.230469,8358.570313,8277.259766,8358.570313,8358.570313,0
12/12/2017,50.343,8346.269531,8362.280273,8311.679688,8334.05957,8334.05957,0
13/12/2017,50.435,8341.80957,8363.150391,8321.589844,8359.610352,8359.610352,0
14/12/2017,50.475,8366.599609,8461.05957,8344.019531,8461.05957,8461.05957,0
15/12/2017,50.398,8425.660156,8425.660156,8337.040039,8337.040039,8337.040039,220000
16/12/2017,50.398,8425.660156,8425.660156,8337.040039,8337.040039,8337.040039,220000
17/12/2017,50.398,8425.660156,8425.660156,8337.040039,8337.040039,8337.040039,220000
18/12/2017,50.488,8422.820313,8422.820313,8422.820313,8422.820313,8422.820313,0
19/12/2017,50.429,8422.089844,8422.769531,8348.879883,8365.959961,8365.959961,0
20/12/2017,50.462,8376.320313,8377.570313,8343.990234,8362.610352,8362.610352,0
21/12/2017,50.302,8371.910156,8378.280273,8323.009766,8378.280273,8378.280273,0
22/12/2017,50.194,8377.919922,8432.30957,8364.419922,8432.30957,8432.30957,45600
23/12/2017,50.194,8377.919922,8432.30957,8364.419922,8432.30957,8432.30957,45600
24/12/2017,50.194,8377.919922,8432.30957,8364.419922,8432.30957,8432.30957,45600
25/12/2017,50.194,8377.919922,8432.30957,8364.419922,8432.30957,8432.30957,45600
26/12/2017,50.194,8377.919922,8432.30957,8364.419922,8432.30957,8432.30957,45600
27/12/2017,50.245,8427.049805,8490.910156,8412.889648,8490.910156,8490.910156,0
28/12/2017,50.003,8474.990234,8571.459961,8468.19043,8535.089844,8535.089844,0
29/12/2017,49.923,8562.860352,8640.040039,8535.099609,8558.419922,8558.419922,165400
30/12/2017,49.923,8562.860352,8640.040039,8535.099609,8558.419922,8558.419922,165400
31/12/2017,49.923,8562.860352,8640.040039,8535.099609,8558.419922,8558.419922,165400
01/01/2018,49.923,8562.860352,8640.040039,8535.099609,8558.419922,8558.419922,165400
02/01/2018,49.923,8562.860352,8640.040039,8535.099609,8558.419922,8558.419922,165400
03/01/2018,49.958,8584.459961,8724.129883,8580.5,8724.129883,8724.129883,0
04/01/2018,49.857,8710,8760.259766,8690.339844,8739.830078,8739.830078,0
05/01/2018,49.879,8743.410156,8858.070313,8739.740234,8770,8770,153500
06/01/2018,49.879,8743.410156,8858.070313,8739.740234,8770,8770,153500
07/01/2018,49.879,8743.410156,8858.070313,8739.740234,8770,8770,153500
08/01/2018,49.769,8818.900391,8820.530273,8713.860352,8745.120117,8745.120117,0
09/01/2018,50,8758.959961,8923.719727,8755.400391,8923.719727,8923.719727,0
10/01/2018,50.232,8914.25,8926.780273,8877.980469,8920.290039,8920.290039,0
11/01/2018,50.381,8908.639648,8909,8745.629883,8813.25,8813.25,0
12/01/2018,50.378,8836.290039,8868.55957,8803.620117,8814.620117,8814.620117,122000
13/01/2018,50.378,8836.290039,8868.55957,8803.620117,8814.620117,8814.620117,122000
14/01/2018,50.378,8836.290039,8868.55957,8803.620117,8814.620117,8814.620117,122000
15/01/2018,50.301,8844.349609,8897.55957,8809.530273,8857.719727,8857.719727,0
16/01/2018,50.35,8890.740234,8969.179688,8865.129883,8865.129883,8865.129883,0
17/01/2018,50.454,8879.669922,8902.269531,8821.410156,8848.990234,8848.990234,0
18/01/2018,50.65,8790.049805,8822.400391,8772.450195,8820.740234,8820.740234,0
19/01/2018,50.755,8824.719727,8915.919922,8802.780273,8915.919922,8915.919922,120800
20/01/2018,50.755,8824.719727,8915.919922,8802.780273,8915.919922,8915.919922,120800
21/01/2018,50.755,8824.719727,8915.919922,8802.780273,8915.919922,8915.919922,120800
22/01/2018,50.689,8893.139648,8975.120117,8883,8950.620117,8950.620117,0
23/01/2018,50.835,8952.80957,8999.019531,8916.070313,8999.019531,8999.019531,0
24/01/2018,51.008,8992.370117,8992.370117,8898.209961,8920.230469,8920.230469,0
25/01/2018,51.021,8907.450195,8999.169922,8907.240234,8999.169922,8999.169922,0
26/01/2018,50.819,8995.610352,9041.200195,8945.320313,9041.200195,9041.200195,113200
27/01/2018,50.819,8995.610352,9041.200195,8945.320313,9041.200195,9041.200195,113200
28/01/2018,50.819,8995.610352,9041.200195,8945.320313,9041.200195,9041.200195,113200
29/01/2018,50.885,9061.75,9078.370117,9008.410156,9058.620117,9058.620117,0
30/01/2018,51.04,9025.290039,9025.290039,8838.69043,8910.480469,8910.480469,0
31/01/2018,51.421,8831.830078,8831.830078,8721.849609,8764.009766,8764.009766,0
01/02/2018,51.341,8738.719727,8738.719727,8738.719727,8738.719727,8738.719727,0
02/02/2018,51.491,8746.860352,8810.75,8746.860352,8810.75,8810.75,142600
03/02/2018,51.491,8746.860352,8810.75,8746.860352,8810.75,8810.75,142600
04/02/2018,51.491,8746.860352,8810.75,8746.860352,8810.75,8810.75,142600
05/02/2018,51.656,8680.589844,8680.589844,8555.549805,8616,8616,0
06/02/2018,51.549,8475.080078,8550.419922,8379.830078,8550.419922,8550.419922,0
07/02/2018,51.55,8648,9700.55957,8603.179688,8667.55957,8667.55957,0
08/02/2018,51.207,8679.370117,8679.370117,8601.530273,8645.080078,8645.080078,0
09/02/2018,51.303,8545.879883,8546.019531,8421.740234,8503.69043,8503.69043,110800
10/02/2018,51.303,8545.879883,8546.019531,8421.740234,8503.69043,8503.69043,110800
11/02/2018,51.303,8545.879883,8546.019531,8421.740234,8503.69043,8503.69043,110800
12/02/2018,51.651,8533.799805,8554.509766,8460.55957,8487.910156,8487.910156,0
13/02/2018,51.651,8514.05957,8570.139648,8476.459961,8570.139648,8570.139648,0
14/02/2018,51.916,8563.570313,8598.110352,8498.570313,8598.110352,8598.110352,0
15/02/2018,52.024,8603.709961,8612.44043,8505.860352,8612.44043,8612.44043,174300
16/02/2018,52.024,8603.709961,8612.44043,8505.860352,8612.44043,8612.44043,174300
17/02/2018,52.024,8603.709961,8612.44043,8505.860352,8612.44043,8612.44043,174300
18/02/2018,52.024,8603.709961,8612.44043,8505.860352,8612.44043,8612.44043,174300
19/02/2018,52.005,8593.870117,8757.830078,8538.200195,8710.219727,8710.219727,0
20/02/2018,52.354,8727.160156,8728.080078,8637.769531,8722.700195,8722.700195,0
21/02/2018,52.233,8677.509766,8677.509766,8613.5,8613.650391,8613.650391,0
22/02/2018,52.124,8598.5,8605.929688,8472.889648,8515.570313,8515.570313,0
23/02/2018,52.116,8520.730469,8526.230469,8465.790039,8467.55957,8467.55957,111100
24/02/2018,52.116,8520.730469,8526.230469,8465.790039,8467.55957,8467.55957,111100
25/02/2018,52.116,8520.730469,8526.230469,8465.790039,8467.55957,8467.55957,111100
26/02/2018,51.893,8450.150391,8499.980469,8373.679688,8499.980469,8499.980469,0
27/02/2018,51.829,8507.679688,8592.379883,8507.450195,8592.379883,8592.379883,0
28/02/2018,52.034,8538.530273,8575.44043,8475.290039,8475.290039,8475.290039,0
01/03/2018,52.07,8471.219727,8503.679688,8429.75,8465.769531,8465.769531,0
02/03/2018,52.015,8414.94043,8458.570313,8337.69043,8458.570313,8458.570313,83800
03/03/2018,52.015,8414.94043,8458.570313,8337.69043,8458.570313,8458.570313,83800
04/03/2018,52.015,8414.94043,8458.570313,8337.69043,8458.570313,8458.570313,83800
05/03/2018,51.864,8434.669922,8449.820313,8350.530273,8386.169922,8386.169922,0
06/03/2018,51.943,8388.019531,8411.759766,8344.839844,8360.219727,8360.219727,0
07/03/2018,51.926,8373.620117,8404.69043,8333.110352,8404.69043,8404.69043,0
08/03/2018,52.029,8388.080078,8389.740234,8350.530273,8381.849609,8381.849609,0
09/03/2018,52.016,8401.330078,8409.75,8367.629883,8372.509766,8372.509766,97800
10/03/2018,52.016,8401.330078,8409.75,8367.629883,8372.509766,8372.509766,97800
11/03/2018,52.016,8401.330078,8409.75,8367.629883,8372.509766,8372.509766,97800
12/03/2018,52.094,8442.25,8484.650391,8425.929688,8453.5,8453.5,132000
13/03/2018,52.008,8454.089844,8462.25,8397.959961,8419.570313,8419.570313,93100
14/03/2018,52.038,8430.030273,8430.030273,8284.759766,8348.740234,8348.740234,98200
15/03/2018,52.056,8322.099609,8326.009766,8190.009766,8190.009766,8190.009766,107600
16/03/2018,52.073,8200.139648,8258.089844,8156.189941,8238.150391,8238.150391,280800
17/03/2018,52.073,8200.139648,8258.089844,8156.189941,8238.150391,8238.150391,280800
18/03/2018,52.073,8200.139648,8258.089844,8156.189941,8238.150391,8238.150391,280800
19/03/2018,52.002,8236.540039,8240.129883,8169,8235.540039,8235.540039,148100
20/03/2018,52.041,8180.25,8180.25,8015.490234,8059.600098,8059.600098,130700
21/03/2018,52.112,8097.589844,8097.589844,7909.069824,7909.069824,7909.069824,152900
22/03/2018,52.076,7934.830078,8124.450195,7928.75,8124.450195,8124.450195,126600
23/03/2018,52.158,7980.660156,7980.660156,7923.649902,7970.799805,7970.799805,102000
24/03/2018,52.158,7980.660156,7980.660156,7923.649902,7970.799805,7970.799805,102000
25/03/2018,52.158,7980.660156,7980.660156,7923.649902,7970.799805,7970.799805,102000
26/03/2018,52.338,7948.049805,7949.609863,7834.109863,7932.379883,7932.379883,85100
27/03/2018,52.286,7947.209961,8047.029785,7947.209961,8047.029785,8047.029785,94700
28/03/2018,52.207,8016.350098,8056.220215,7967.279785,7979.830078,7979.830078,118100
29/03/2018,52.207,8016.350098,8056.220215,7967.279785,7979.830078,7979.830078,118100
30/03/2018,52.207,8016.350098,8056.220215,7967.279785,7979.830078,7979.830078,118100
31/03/2018,52.207,8016.350098,8056.220215,7967.279785,7979.830078,7979.830078,118100
01/04/2018,52.207,8016.350098,8056.220215,7967.279785,7979.830078,7979.830078,118100
02/04/2018,52.25,7993.629883,8039.450195,7944.859863,8039.450195,8039.450195,60000
03/04/2018,52.135,7976.330078,8071.680176,7976.330078,8048.720215,8048.720215,117400
04/04/2018,52.026,8084.930176,8084.930176,7991.600098,7997.669922,7997.669922,83500
05/04/2018,52.059,8035.640137,8043.660156,7988.370117,8022.160156,8022.160156,57700
06/04/2018,52.128,8018.77002,8047.700195,7901.790039,7945.660156,7945.660156,74400
07/04/2018,52.128,8018.77002,8047.700195,7901.790039,7945.660156,7945.660156,74400
08/04/2018,52.128,8018.77002,8047.700195,7901.790039,7945.660156,7945.660156,74400
09/04/2018,52.128,8018.77002,8047.700195,7901.790039,7945.660156,7945.660156,74400
10/04/2018,52.084,7946.450195,7984.640137,7890.310059,7934.680176,7934.680176,115900
11/04/2018,51.992,7958.330078,7990.97998,7930.660156,7943.930176,7943.930176,89900
12/04/2018,51.935,7962.660156,8043.069824,7951.089844,8043.069824,8043.069824,83000
13/04/2018,52.017,8031.22998,8031.22998,7899.97998,7899.97998,7899.97998,123200
14/04/2018,52.017,8031.22998,8031.22998,7899.97998,7899.97998,7899.97998,123200
15/04/2018,52.017,8031.22998,8031.22998,7899.97998,7899.97998,7899.97998,123200
16/04/2018,51.989,7928.990234,7928.990234,7845.470215,7870.25,7870.25,80900
17/04/2018,52.027,7861.720215,7861.720215,7691.790039,7723.390137,7723.390137,124500
18/04/2018,52.072,7743.140137,7828.850098,7743.140137,7793.129883,7793.129883,121500
19/04/2018,52.097,7689.350098,7756.399902,7537.419922,7682.240234,7682.240234,294800
20/04/2018,52.065,7698.080078,7783.549805,7691.930176,7726.720215,7726.720215,115500
21/04/2018,52.065,7698.080078,7783.549805,7691.930176,7726.720215,7726.720215,115500
22/04/2018,52.065,7698.080078,7783.549805,7691.930176,7726.720215,7726.720215,115500
23/04/2018,52.137,7736.089844,7746.859863,7663.529785,7719.470215,7719.470215,93800
24/04/2018,52.173,7704.180176,7704.27002,7600.359863,7600.359863,7600.359863,101100
25/04/2018,52.303,7595.490234,7636.569824,7526.299805,7557.910156,7557.910156,108800
26/04/2018,52.287,7544.02002,7617.419922,7529.129883,7617.419922,7617.419922,79300
27/04/2018,52.231,7631.439941,7721.02002,7604.540039,7721.02002,7721.02002,125500
28/04/2018,52.231,7631.439941,7721.02002,7604.540039,7721.02002,7721.02002,125500
29/04/2018,52.231,7631.439941,7721.02002,7604.540039,7721.02002,7721.02002,125500
30/04/2018,51.965,7726.959961,7822.839844,7726.27002,7819.25,7819.25,131400
01/05/2018,51.965,7726.959961,7822.839844,7726.27002,7819.25,7819.25,131400
02/05/2018,51.734,7791.629883,7856.5,7736.069824,7736.069824,7736.069824,98800
03/05/2018,51.867,7792.410156,7792.410156,7535.100098,7535.100098,7535.100098,140500
04/05/2018,51.86,7541,7558.310059,7499.259766,7546.189941,7546.189941,91700
05/05/2018,51.86,7541,7558.310059,7499.259766,7546.189941,7546.189941,91700
06/05/2018,51.86,7541,7558.310059,7499.259766,7546.189941,7546.189941,91700
07/05/2018,51.647,7578.799805,7581.720215,7517.089844,7533.279785,7533.279785,58800
08/05/2018,51.805,7544.100098,7615.220215,7543.350098,7577.569824,7577.569824,105500
09/05/2018,51.887,7587.680176,7590.799805,7535.930176,7555.27002,7555.27002,104800
10/05/2018,52.008,7547.459961,7630.290039,7531.660156,7571,7571,95400
11/05/2018,51.887,7625.100098,7760.259766,7625.100098,7752.109863,7752.109863,115100
12/05/2018,51.887,7625.100098,7760.259766,7625.100098,7752.109863,7752.109863,115100
13/05/2018,51.887,7625.100098,7760.259766,7625.100098,7752.109863,7752.109863,115100
14/05/2018,51.887,7625.100098,7760.259766,7625.100098,7752.109863,7752.109863,115100
15/05/2018,52.098,7771.899902,7906.450195,7765.459961,7885.970215,7885.970215,158700
16/05/2018,52.401,7869.47998,7869.560059,7751.330078,7869.560059,7869.560059,155200
17/05/2018,52.286,7855.899902,7855.899902,7694.120117,7694.120117,7694.120117,130800
18/05/2018,52.254,7742.390137,7742.390137,7639.149902,7672.279785,7672.279785,79800
19/05/2018,52.254,7742.390137,7742.390137,7639.149902,7672.279785,7672.279785,79800
20/05/2018,52.254,7742.390137,7742.390137,7639.149902,7672.279785,7672.279785,79800
21/05/2018,52.32,7693.220215,7715.660156,7658.049805,7658.049805,7658.049805,66800
22/05/2018,52.41,7698.22998,7698.649902,7633.52002,7646.200195,7646.200195,80900
23/05/2018,52.313,7673.620117,7673.620117,7517.560059,7560.470215,7560.470215,99000
24/05/2018,52.373,7573.669922,7652.529785,7555.450195,7652.529785,7652.529785,70200
25/05/2018,52.533,7673.819824,7674.290039,7605.97998,7647.509766,7647.509766,77700
26/05/2018,52.533,7673.819824,7674.290039,7605.97998,7647.509766,7647.509766,77700
27/05/2018,52.533,7673.819824,7674.290039,7605.97998,7647.509766,7647.509766,77700
28/05/2018,52.586,7669.959961,7669.959961,7598.129883,7642.899902,7642.899902,74600
29/05/2018,52.531,7662.370117,7662.370117,7585.160156,7602.359863,7602.359863,91500
30/05/2018,52.602,7575.379883,7575.379883,7461.72998,7470.140137,7470.140137,112200
31/05/2018,52.689,7496.109863,7537.629883,7457.049805,7497.169922,7497.169922,376200
01/06/2018,52.554,7499.899902,7630.259766,7487.370117,7630.259766,7630.259766,109900
02/06/2018,52.554,7499.899902,7630.259766,7487.370117,7630.259766,7630.259766,109900
03/06/2018,52.554,7499.899902,7630.259766,7487.370117,7630.259766,7630.259766,109900
04/06/2018,52.594,7619.379883,7620.129883,7551.890137,7579.609863,7579.609863,75300
05/06/2018,52.578,7594.549805,7685.759766,7550.640137,7685.759766,7685.759766,129300
06/06/2018,52.533,7666.77002,7702.330078,7654.129883,7689.140137,7689.140137,102400
07/06/2018,52.36,7693.299805,7814.879883,7687.939941,7803.310059,7803.310059,152900
08/06/2018,52.459,7803.350098,7803.350098,7718.330078,7740.740234,7740.740234,80000
09/06/2018,52.459,7803.350098,7803.350098,7718.330078,7740.740234,7740.740234,80000
10/06/2018,52.459,7803.350098,7803.350098,7718.330078,7740.740234,7740.740234,80000
11/06/2018,52.65,7738.279785,7779.259766,7699.669922,7771.299805,7771.299805,58900
12/06/2018,52.65,7738.279785,7779.259766,7699.669922,7771.299805,7771.299805,58900
13/06/2018,52.902,7722.430176,7723.850098,7553.740234,7602.97998,7602.97998,121100
